customer_id,customer_name,territory_id,primary_rep_id,geography,country,channel,customer_type,source_sales,expected_monthly_volume,source_return_rows,source_rows,usual_product_classes,customer_segment,potential_score,expected_sales_band,required_visit_frequency,customer_priority,historical_return_rate,synthetic_latitude,synthetic_longitude,coordinate_lineage,currency_code,attribute_reference_end_date,data_lineage
CUST_03e32b8dbc9b,McDermott Inc Pharmacy,TERR_49c0203db75f,REP_db1cc40d477a,Frankenthal,Germany,Hospital,Private,4747589.0,420.5357142857143,0,160,Analgesics|Antibiotics|Antimalarial|Antipiretics|Antiseptics|Mood Stabilizers,core,44.03462050599201,medium,2,medium,0.0,50.94340321872794,9.512054311167265,synthetic around source territory centroid; no geocoding,UNK,2018-06-01,synthetic_derived
CUST_04241ff3190b,"Steuber, Hills and Botsford",TERR_49c0203db75f,REP_6003efb01f5e,Gotha,Germany,Pharmacy,Institution,6427352.0,598.5714285714286,0,139,Analgesics|Antibiotics|Antimalarial|Antipiretics|Antiseptics|Mood Stabilizers,core,63.92809587217044,medium,2,medium,0.0,50.80064906699891,9.51930886841499,synthetic around source territory centroid; no geocoding,UNK,2018-06-01,synthetic_derived
CUST_0433d7d80972,Koch-Osinski Pharmacy,TERR_938541fb7311,REP_2234ec3bee93,Hamminkeln,Germany,Pharmacy,Retail,11319696.0,920.9642857142857,1,153,Analgesics|Antibiotics|Antimalarial|Antipiretics|Antiseptics|Mood Stabilizers,strategic,91.73102529960053,high,3,high,0.006535947712418301,50.77950063418803,9.478684614327708,synthetic around source territory centroid; no geocoding,UNK,2018-06-01,synthetic_derived
CUST_044b1073f4dc,Kling Inc Pharmaceutical Ltd,TERR_b74f6941cd2d,REP_82f7cb811b80,Ostrowiec Świętokrzyski,Poland,Pharmacy,Institution,994117.0,95.39285714285714,0,86,Analgesics|Antibiotics|Antimalarial|Antipiretics|Antiseptics|Mood Stabilizers,emerging,14.55392809587217,low,1,low,0.0,51.71610271960992,19.027607269045856,synthetic around source territory centroid; no geocoding,UNK,2018-06-01,synthetic_derived
CUST_049411fdeee3,Powlowski-Buckridge,TERR_49c0203db75f,REP_db1cc40d477a,Sprockhövel,Germany,Hospital,Government,6742290.0,547.75,1,140,Analgesics|Antibiotics|Antimalarial|Antipiretics|Antiseptics|Mood Stabilizers,core,67.64314247669773,medium,2,medium,0.007142857142857143,50.99631326048299,9.461127800146741,synthetic around source territory centroid; no geocoding,UNK,2018-06-01,synthetic_derived
CUST_054acf1ce4bf,"Kirlin, Hamill and Dickinson Pharmaceutical Limited",TERR_49c0203db75f,REP_56269a9759c4,Pirna,Germany,Hospital,Private,3610584.0,330.75,1,146,Analgesics|Antibiotics|Antimalarial|Antipiretics|Antiseptics|Mood Stabilizers,emerging,36.125166444740344,low,1,low,0.00684931506849315,50.78456443033978,9.255298849186232,synthetic around source territory centroid; no geocoding,UNK,2018-06-01,synthetic_derived
CUST_058f1996d0c0,Smith Inc Pharmacy,TERR_b31415d90eb9,REP_c56e2fba156a,Kirchheim unter Teck,Germany,Pharmacy,Institution,8680949.0,834.4285714285714,0,153,Analgesics|Antibiotics|Antimalarial|Antipiretics|Antiseptics|Mood Stabilizers,strategic,83.46205059920106,high,3,high,0.0,50.7284800805169,9.27936168041376,synthetic around source territory centroid; no geocoding,UNK,2018-06-01,synthetic_derived
CUST_0593cd365dbf,Zemlak-Witting Pharmaceutical Limited,TERR_49c0203db75f,REP_e7e9152643c7,Plettenberg,Germany,Hospital,Government,5610959.0,575.6071428571429,1,149,Analgesics|Antibiotics|Antimalarial|Antipiretics|Antiseptics|Mood Stabilizers,core,54.58055925432756,medium,2,medium,0.006711409395973154,50.75417933344492,9.0853050283484,synthetic around source territory centroid; no geocoding,UNK,2018-06-01,synthetic_derived
CUST_05c193f72cfb,Crist Ltd Pharma Plc,TERR_b31415d90eb9,REP_0dfc420450a6,Willich,Germany,Hospital,Government,5158797.0,439.82142857142856,3,148,Analgesics|Antibiotics|Antimalarial|Antipiretics|Antiseptics|Mood Stabilizers,core,49.30758988015979,medium,2,medium,0.02027027027027027,50.876176458801154,9.309218696467397,synthetic around source territory centroid; no geocoding,UNK,2018-06-01,synthetic_derived
CUST_05d3d600035b,Cassin PLC Pharmacy,TERR_3170779e5944,REP_6daf09991b71,Miastko,Poland,Hospital,Private,1509369.0,122.32142857142857,0,101,Analgesics|Antibiotics|Antimalarial|Antipiretics|Antiseptics|Mood Stabilizers,emerging,24.021304926764316,low,1,low,0.0,51.87354472179013,19.031760383285,synthetic around source territory centroid; no geocoding,UNK,2018-06-01,synthetic_derived
CUST_05d682d9009a,Boyer and Sons Pharmaceutical Limited,TERR_3170779e5944,REP_6003efb01f5e,Wałcz,Poland,Hospital,Government,2085731.0,154.28571428571428,0,111,Analgesics|Antibiotics|Antimalarial|Antipiretics|Antiseptics|Mood Stabilizers,emerging,30.3728362183755,low,1,low,0.0,51.879647872831576,18.855844066282064,synthetic around source territory centroid; no geocoding,UNK,2018-06-01,synthetic_derived
CUST_05e224645e0c,Corkery-Kovacek Pharma Plc,TERR_07a5ea4d7ed4,REP_6daf09991b71,Frankfurt,Germany,Pharmacy,Institution,4979248.0,502.42857142857144,3,140,Analgesics|Antibiotics|Antimalarial|Antipiretics|Antiseptics|Mood Stabilizers,core,46.79094540612517,medium,2,medium,0.02142857142857143,50.8669993172249,9.247693354158129,synthetic around source territory centroid; no geocoding,UNK,2018-06-01,synthetic_derived
CUST_05fef6dbfa23,Sauer and Sons,TERR_49c0203db75f,REP_e7e9152643c7,Mechernich,Germany,Pharmacy,Retail,8214025.0,699.25,1,146,Analgesics|Antibiotics|Antimalarial|Antipiretics|Antiseptics|Mood Stabilizers,strategic,81.66444740346205,high,3,high,0.00684931506849315,51.137641994536345,9.241185639848194,synthetic around source territory centroid; no geocoding,UNK,2018-06-01,synthetic_derived
CUST_063b1f120fbd,Paucek PLC,TERR_49c0203db75f,REP_56269a9759c4,Espelkamp,Germany,Pharmacy,Retail,7171304.0,707.6071428571429,1,137,Analgesics|Antibiotics|Antimalarial|Antipiretics|Antiseptics|Mood Stabilizers,strategic,71.83754993342211,high,2,medium,0.0072992700729927005,50.74583260448306,9.529852068643738,synthetic around source territory centroid; no geocoding,UNK,2018-06-01,synthetic_derived
CUST_071eabfd5e8c,"Kub, Von and Herzog Pharmaceutical Limited",TERR_49c0203db75f,REP_6daf09991b71,Freudenstadt,Germany,Hospital,Private,5083794.0,467.60714285714283,1,148,Analgesics|Antibiotics|Antimalarial|Antipiretics|Antiseptics|Mood Stabilizers,core,47.98934753661784,medium,2,medium,0.006756756756756757,50.72955973454737,9.390946469123804,synthetic around source territory centroid; no geocoding,UNK,2018-06-01,synthetic_derived
