rep_id,period,customer_id,customer_name,territory_id,geography,channel,customer_type,customer_segment,customer_priority,potential_score,required_visit_count,priority_required_visit_count,servicing_rep_count,observed_visit_count,observed_completed_visit_count,observed_visit_hours,observed_travel_hours,planned_visit_count,completed_visit_count,planned_visit_hours,planned_travel_hours,excess_service_visit_count,excess_service_visit_hours,excess_service_travel_hours,excess_service_hours,planned_coverage_gap_count,customer_coverage_gap,priority_customer_coverage_gap,estimated_travel_hours_per_visit,required_coverage_visit_hours,required_coverage_travel_hours,required_customer_coverage_hours,required_priority_customer_coverage_hours,customer_coverage_pct,coverage_met_flag,priority_customer_flag,coverage_visit_scope,coverage_status,data_lineage,synthetic_seed
REP_0dfc420450a6,2017-01-01,CUST_2150825f0243,Pfeffer-Hodkiewicz Pharm,TERR_49c0203db75f,Pulheim,Pharmacy,Retail,strategic,medium,72.55659121171772,1.25,0.0,2.0,2.0,2.0,1.3166666666666667,1.0267538148169115,1.25,1.25,0.8229166666666666,0.6417211342605698,0.75,0.49375,0.38503268055634177,0.8787826805563418,0.0,0.0,0.0,0.5133769074084558,0.0,0.0,0.0,0.0,100.0,True,False,all servicing reps credited to portfolio customer,Covered,synthetic_derived,42
REP_0dfc420450a6,2017-01-01,CUST_23ddcd3bfd76,"Watsica, Larson and Labadie Pharmaceutical Ltd",TERR_49c0203db75f,Nettetal,Hospital,Private,core,medium,45.11318242343542,1.25,0.0,2.0,2.0,2.0,1.3833333333333333,1.1830764400642497,1.25,1.25,0.8645833333333333,0.7394227750401561,0.75,0.51875,0.44365366502409365,0.9624036650240937,0.0,0.0,0.0,0.5915382200321249,0.0,0.0,0.0,0.0,100.0,True,False,all servicing reps credited to portfolio customer,Covered,synthetic_derived,42
REP_0dfc420450a6,2017-01-01,CUST_253cc1a0a403,Murray PLC Pharma Plc,TERR_07a5ea4d7ed4,Reinbek,Hospital,Private,strategic,high,89.09454061251665,1.875,1.875,3.0,3.0,3.0,2.5,1.5570484291017244,1.875,1.875,1.5625,0.9731552681885778,1.125,0.9375,0.5838931609131466,1.5213931609131466,0.0,0.0,0.0,0.5190161430339081,0.0,0.0,0.0,0.0,100.0,True,True,all servicing reps credited to portfolio customer,Covered,synthetic_derived,42
REP_0dfc420450a6,2017-01-01,CUST_275360e832a3,"Sanford, Franecki and Greenholt Pharmaceutical Ltd",TERR_07a5ea4d7ed4,Rheine,Pharmacy,Institution,strategic,high,82.62316910785619,1.875,1.875,5.0,5.0,5.0,4.166666666666666,3.20250594484679,1.875,1.875,1.5624999999999998,1.2009397293175463,3.125,2.604166666666666,2.0015662155292437,4.60573288219591,0.0,0.0,0.0,0.640501188969358,0.0,0.0,0.0,0.0,100.0,True,True,all servicing reps credited to portfolio customer,Covered,synthetic_derived,42
REP_0dfc420450a6,2017-01-01,CUST_279b9db55a14,Runolfsson-Halvorson Pharmacy,TERR_07a5ea4d7ed4,Recklinghausen,Pharmacy,Institution,core,medium,54.10119840213049,1.25,0.0,5.0,5.0,5.0,3.716666666666667,2.9023712465005067,1.25,1.25,0.9291666666666667,0.7255928116251267,3.75,2.7875,2.17677843487538,4.96427843487538,0.0,0.0,0.0,0.5804742493001014,0.0,0.0,0.0,0.0,100.0,True,False,all servicing reps credited to portfolio customer,Covered,synthetic_derived,42
REP_0dfc420450a6,2017-01-01,CUST_2919d7a5cf18,"Heathcote, Grant and Witting Pharmaceutical Limited",TERR_49c0203db75f,Balingen,Pharmacy,Institution,strategic,medium,70.51930758988016,1.25,0.0,2.0,2.0,2.0,1.6666666666666667,1.3856456155188146,1.25,1.25,1.0416666666666667,0.8660285096992592,0.75,0.625,0.5196171058195554,1.1446171058195556,0.0,0.0,0.0,0.6928228077594073,0.0,0.0,0.0,0.0,100.0,True,False,all servicing reps credited to portfolio customer,Covered,synthetic_derived,42
REP_0dfc420450a6,2017-01-01,CUST_29734987a1e7,Schaden-Hirthe,TERR_49c0203db75f,Kaiserslautern,Pharmacy,Institution,core,medium,67.16378162450067,1.25,0.0,3.0,3.0,3.0,2.2,2.142857142857143,1.25,1.25,0.9166666666666667,0.8928571428571429,1.75,1.2833333333333334,1.25,2.533333333333333,0.0,0.0,0.0,0.7142857142857143,0.0,0.0,0.0,0.0,100.0,True,False,all servicing reps credited to portfolio customer,Covered,synthetic_derived,42
REP_0dfc420450a6,2017-01-01,CUST_299ca5819655,Buckridge-Strosin Pharma Plc,TERR_938541fb7311,Neuruppin,Hospital,Private,core,medium,66.56458055925432,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,1.25,0.0,0.6864960726201141,0.875,0.8581200907751427,1.7331200907751427,0.0,0.0,False,False,all servicing reps credited to portfolio customer,Coverage gap,synthetic_derived,42
REP_0dfc420450a6,2017-01-01,CUST_31e3e7e103c8,"Parker, Green and Emmerich Pharma Plc",TERR_49c0203db75f,Baesweiler,Pharmacy,Retail,core,medium,63.44873501997336,1.25,0.0,1.0,1.0,1.0,0.7333333333333333,0.7142857142857143,1.0,1.0,0.7333333333333333,0.7142857142857143,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.7142857142857143,0.175,0.17857142857142858,0.35357142857142854,0.0,80.0,False,False,all servicing reps credited to portfolio customer,Coverage gap,synthetic_derived,42
REP_0dfc420450a6,2017-01-01,CUST_374e0414345a,Zemlak Group Pharm,TERR_49c0203db75f,Vechta,Hospital,Private,strategic,high,99.6404793608522,1.875,1.875,2.0,2.0,2.0,1.5666666666666667,1.2661506778781781,1.875,1.875,1.46875,1.187016260510792,0.125,0.09791666666666665,0.07913441736738624,0.1770510840340529,0.0,0.0,0.0,0.6330753389390891,0.0,0.0,0.0,0.0,100.0,True,True,all servicing reps credited to portfolio customer,Covered,synthetic_derived,42
REP_0dfc420450a6,2017-01-01,CUST_39d74c8c06b0,Kling Inc,TERR_49c0203db75f,Itzehoe,Hospital,Private,core,medium,41.997336884154464,1.25,0.0,1.0,1.0,1.0,0.9833333333333333,0.7142857142857143,1.0,1.0,0.9833333333333333,0.7142857142857143,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.7142857142857143,0.175,0.17857142857142858,0.35357142857142854,0.0,80.0,False,False,all servicing reps credited to portfolio customer,Coverage gap,synthetic_derived,42
REP_0dfc420450a6,2017-01-01,CUST_3cbbbdd3f295,Durgan-Rice Pharmacy,TERR_49c0203db75f,Dormagen,Pharmacy,Institution,strategic,high,84.66045272969374,1.875,1.875,5.0,5.0,5.0,4.45,3.5714285714285716,1.875,1.875,1.6687500000000002,1.3392857142857144,3.125,2.78125,2.232142857142857,5.013392857142858,0.0,0.0,0.0,0.7142857142857143,0.0,0.0,0.0,0.0,100.0,True,True,all servicing reps credited to portfolio customer,Covered,synthetic_derived,42
REP_0dfc420450a6,2017-01-01,CUST_3e4bf14a862e,Spencer-Jerde Pharmaceutical Limited,TERR_938541fb7311,Kaufbeuren,Hospital,Government,strategic,high,78.18908122503329,1.875,1.875,2.0,2.0,2.0,1.55,1.2215954503271944,1.875,1.875,1.453125,1.1452457346817448,0.125,0.09687500000000004,0.07634971564544957,0.1732247156454496,0.0,0.0,0.0,0.6107977251635972,0.0,0.0,0.0,0.0,100.0,True,True,all servicing reps credited to portfolio customer,Covered,synthetic_derived,42
REP_0dfc420450a6,2017-01-01,CUST_448dbc87503b,"Will, McGlynn and Fritsch Pharmaceutical Ltd",TERR_49c0203db75f,Bitterfeld,Pharmacy,Retail,strategic,high,82.26364846870838,1.875,1.875,1.0,1.0,1.0,0.8666666666666667,0.7142857142857143,1.0,1.0,0.8666666666666667,0.7142857142857143,0.0,0.0,0.0,0.0,0.875,0.875,0.875,0.7142857142857143,0.6124999999999999,0.625,1.2374999999999998,1.2374999999999998,53.333333333333336,False,True,all servicing reps credited to portfolio customer,Coverage gap,synthetic_derived,42
