team,country,product_class,date,total_sales,total_quantity,transaction_count,average_price,median_price,distinct_customers,distinct_products,distinct_cities,distributor_count,active_reps,latitude_dispersion,longitude_dispersion
Alfa,Germany,Antibiotics,2017-01-01,12636150.0,19983.0,134,448.7238805970149,450.0,116,35,116,12,3,1.534519037425213,1.9327044642459013
Alfa,Germany,Antibiotics,2017-02-01,9939451.0,23500.0,157,427.96815286624206,450.0,130,35,130,12,3,1.6519288686252172,1.9423177769655708
Alfa,Germany,Antibiotics,2017-03-01,9056171.0,16987.0,158,427.0506329113924,455.0,134,35,134,12,3,1.6281128351930567,2.12833113826308
Alfa,Germany,Antibiotics,2017-04-01,13692016.0,25097.0,148,436.6283783783784,451.0,131,35,130,11,3,1.6165933222235034,2.198420524950645
Alfa,Germany,Antibiotics,2017-05-01,8727160.0,18300.0,159,431.45283018867923,450.0,136,34,136,12,3,1.6458117538001564,2.1333915221919377
Alfa,Germany,Antibiotics,2017-06-01,8701817.0,18608.0,145,429.92413793103447,450.0,130,34,130,12,3,1.5842994682041984,2.077686342645748
Alfa,Germany,Antibiotics,2017-07-01,8860335.0,19632.0,184,456.6521739130435,450.0,155,35,154,11,3,1.6077384430730457,1.9593304573403936
Alfa,Germany,Antibiotics,2017-08-01,11775997.0,28497.0,209,391.2870813397129,430.0,173,35,173,11,3,1.5874051095588688,2.092794337168047
Alfa,Germany,Antibiotics,2017-09-01,9598074.0,18329.0,165,450.6242424242424,458.0,140,35,140,10,3,1.6085602588503007,1.906304453821392
Alfa,Germany,Antibiotics,2017-10-01,7920070.0,19712.0,161,416.8074534161491,430.0,140,35,140,7,3,1.4581566415018847,2.2514322778202827
Alfa,Germany,Antibiotics,2017-11-01,7370540.0,15593.0,186,404.68279569892474,430.0,152,35,152,11,3,1.6514672320828585,2.014060537295424
Alfa,Germany,Antibiotics,2017-12-01,4800374.0,12630.0,137,425.6861313868613,450.0,118,35,118,12,3,1.7001474086129442,1.7471699434996122
Alfa,Germany,Antibiotics,2018-01-01,3934442.0,11343.0,136,401.3014705882353,448.0,124,34,124,9,3,1.5099699206181456,2.1072049060033367
Alfa,Germany,Antibiotics,2018-02-01,10761720.0,22395.0,170,409.88823529411764,430.0,142,35,142,7,3,1.5305084258606205,2.1522947986003547
Alfa,Germany,Antibiotics,2018-03-01,6790271.0,17393.0,158,413.6835443037975,430.0,136,35,136,9,3,1.613656591600572,1.8435156955333745
Alfa,Germany,Antibiotics,2018-04-01,4548684.0,12195.0,163,421.9631901840491,450.0,139,35,139,6,3,1.588053874158851,1.9626746179132577
Alfa,Germany,Antibiotics,2018-05-01,9276911.0,22332.0,158,382.5759493670886,424.0,135,35,135,8,3,1.6832406678775726,2.225796894469244
Alfa,Germany,Antibiotics,2018-06-01,6758250.0,15014.0,166,412.1265060240964,424.0,146,34,145,8,3,1.7062824041114943,1.9149733127667812
Alfa,Germany,Antibiotics,2018-07-01,6261362.0,16568.0,163,413.88957055214723,424.0,140,34,140,7,3,1.6525573159164106,1.9266509051493497
Alfa,Germany,Antibiotics,2018-08-01,5965242.0,11550.0,142,402.09154929577466,430.0,122,35,122,7,3,1.660396089465159,2.0704308867797
Alfa,Germany,Antibiotics,2018-09-01,3854042.0,7685.0,138,432.5217391304348,450.0,123,35,122,10,3,1.53312428325528,1.9988954257543492
Alfa,Germany,Antibiotics,2018-10-01,6802823.0,16662.0,214,422.66355140186914,448.0,178,35,178,9,3,1.672892536688361,2.0661035819751032
Alfa,Germany,Antibiotics,2018-11-01,8569315.0,18202.0,174,430.5632183908046,430.0,155,35,155,8,3,1.6386173876793515,2.02300412249085
Alfa,Germany,Antibiotics,2018-12-01,4604143.0,9179.0,118,424.4491525423729,440.0,108,32,108,8,3,1.6271624338522825,2.0810052395822125
Alfa,Germany,Antibiotics,2019-01-01,1633385.0,3508.0,116,463.7155172413793,458.0,102,33,102,3,3,1.5177120862807223,2.19610525581009
Alfa,Germany,Antibiotics,2019-02-01,8652464.0,19427.0,144,435.75,452.0,128,35,128,8,3,1.6360185593857202,1.9291033231515176
Alfa,Germany,Antibiotics,2019-03-01,10347617.0,19542.0,198,423.3030303030303,430.0,168,35,168,4,3,1.5965757853563174,2.1608118627628072
Alfa,Germany,Antibiotics,2019-04-01,4387140.0,9867.0,124,446.0,455.0,117,32,117,3,3,1.5868418641492938,1.8163028704157202
Alfa,Germany,Antimalarial,2017-01-01,4496217.0,12595.0,162,342.858024691358,405.0,136,35,135,11,3,1.5226492059373664,2.086029630337177
Alfa,Germany,Antimalarial,2017-02-01,3792548.0,16054.0,151,320.3708609271523,262.0,131,35,131,10,3,1.4512848422607176,2.1308530273419737
Alfa,Germany,Antimalarial,2017-03-01,4989248.0,14187.0,156,318.6794871794872,319.5,135,34,135,11,3,1.675115638911353,2.063179013192926
Alfa,Germany,Antimalarial,2017-04-01,3050516.0,10145.0,130,359.66153846153844,389.5,117,34,117,11,3,1.7360783122422567,2.065975289022913
Alfa,Germany,Antimalarial,2017-05-01,4221344.0,15143.0,169,330.92899408284023,262.0,144,35,144,12,3,1.4485323370280312,2.1418099372203794
Alfa,Germany,Antimalarial,2017-06-01,6157908.0,17770.0,178,322.30337078651684,377.0,151,35,151,12,3,1.5708095880046327,1.9009243455393725
Alfa,Germany,Antimalarial,2017-07-01,5455385.0,14639.0,183,362.0054644808743,408.0,162,35,162,12,3,1.6013052802041012,1.9959493732102884
Alfa,Germany,Antimalarial,2017-08-01,2439072.0,8642.0,158,314.32278481012656,248.0,139,35,139,10,3,1.6245805331157257,1.9949244495551202
Alfa,Germany,Antimalarial,2017-09-01,3223408.0,9777.0,177,343.5593220338983,402.0,155,35,155,12,3,1.7179459770477572,1.9958484492483648
Alfa,Germany,Antimalarial,2017-10-01,6358675.0,20871.0,157,335.5923566878981,262.0,133,34,133,9,3,1.5876500987329862,2.024007264404474
Alfa,Germany,Antimalarial,2017-11-01,6682839.0,14546.0,182,372.3626373626374,402.0,159,35,159,11,3,1.5426415451223932,1.9419722389494976
Alfa,Germany,Antimalarial,2017-12-01,4358578.0,13535.0,112,364.89285714285717,409.0,107,35,107,9,3,1.465928942514367,1.9861417094212261
Alfa,Germany,Antimalarial,2018-01-01,6703334.0,12407.0,119,331.4873949579832,262.0,107,33,107,8,3,1.5670604607071648,2.098755843531186
Alfa,Germany,Antimalarial,2018-02-01,5377470.0,15556.0,147,378.08843537414964,408.0,129,33,129,7,3,1.5202199548961848,2.063069445590308
Alfa,Germany,Antimalarial,2018-03-01,5590102.0,15311.0,168,353.04761904761904,408.0,145,35,144,9,3,1.717546212633512,2.075503720918382
Alfa,Germany,Antimalarial,2018-04-01,3964742.0,14647.0,137,309.6934306569343,262.0,127,35,127,7,3,1.6508160935481844,1.8150656550655042
Alfa,Germany,Antimalarial,2018-05-01,6596929.0,17201.0,156,347.3333333333333,402.0,138,35,138,7,3,1.5147844783813296,1.8825912093714248
Alfa,Germany,Antimalarial,2018-06-01,19169894.0,52715.0,159,343.2830188679245,377.0,137,33,137,9,3,1.5751536362095597,2.0618050175449123
Alfa,Germany,Antimalarial,2018-07-01,8598336.0,18902.0,159,368.47169811320754,402.0,140,34,140,8,3,1.5095497276184227,2.124284016177786
Alfa,Germany,Antimalarial,2018-08-01,4420352.0,17253.0,126,306.9761904761905,234.0,112,33,112,7,3,1.6620492708499042,1.7982872911484507
Alfa,Germany,Antimalarial,2018-09-01,2720733.0,9611.0,139,320.75539568345323,262.0,124,35,123,9,3,1.5841220920527108,1.9994605368786564
Alfa,Germany,Antimalarial,2018-10-01,7062818.0,19725.0,192,345.03125,402.0,165,35,165,8,3,1.676417253999998,1.9320876756188787
Alfa,Germany,Antimalarial,2018-11-01,5938786.0,42635.0,166,329.2590361445783,319.5,149,35,149,7,3,1.625066962673893,2.02087091884997
Alfa,Germany,Antimalarial,2018-12-01,2789714.0,7239.0,114,342.2280701754386,402.0,102,35,101,7,3,1.6462530184741568,1.8227419973139176
Alfa,Germany,Antimalarial,2019-01-01,3273650.0,11356.0,148,368.2972972972973,409.0,125,35,124,4,3,1.5988421801740755,2.045967320774558
Alfa,Germany,Antimalarial,2019-02-01,4744434.0,17503.0,163,349.60736196319016,402.0,142,35,141,8,3,1.5814563969660391,2.013555223286254
Alfa,Germany,Antimalarial,2019-03-01,16883291.0,44677.0,180,328.6,262.0,157,35,157,4,3,1.6756746880455122,1.9964612862418458
Alfa,Germany,Antimalarial,2019-04-01,3679549.0,10788.0,107,313.7383177570093,248.0,100,33,100,4,3,1.5580431399762837,2.005634639294822
Alfa,Germany,Antipiretics,2017-01-01,5676572.0,11481.0,137,470.4160583941606,487.0,118,35,118,10,3,1.6506951396717373,1.8999744784367025
Alfa,Germany,Antipiretics,2017-02-01,5151034.0,11121.0,144,447.8333333333333,461.5,125,35,125,12,3,1.5840744554016146,2.341431101072968
Alfa,Germany,Antipiretics,2017-03-01,6389545.0,14849.0,175,453.48571428571427,487.0,152,35,152,12,3,1.6119653905049833,2.107723444486982
Alfa,Germany,Antipiretics,2017-04-01,8240666.0,16723.0,157,480.1210191082803,492.0,132,35,132,13,3,1.5787163038251737,2.000574483384747
Alfa,Germany,Antipiretics,2017-05-01,11473070.0,21792.0,198,475.6969696969697,487.0,171,35,171,13,3,1.5820721938230187,2.1480660955462376
Alfa,Germany,Antipiretics,2017-06-01,8275323.0,16691.0,155,473.9225806451613,490.0,132,35,132,12,3,1.604536104140563,2.085488774882491
Alfa,Germany,Antipiretics,2017-07-01,6728079.0,14582.0,173,448.90751445086704,470.0,148,35,148,13,3,1.5732903857908467,2.1064318546813827
Alfa,Germany,Antipiretics,2017-08-01,8747006.0,17961.0,169,458.6094674556213,453.0,151,34,151,10,3,1.6204670443554443,2.0767992705808838
Alfa,Germany,Antipiretics,2017-09-01,11205412.0,22026.0,154,458.81168831168833,487.0,134,33,134,11,3,1.658013938689773,2.1244510021432825
Alfa,Germany,Antipiretics,2017-10-01,9771591.0,21846.0,180,471.3666666666667,487.0,161,35,161,9,3,1.5292469571054448,2.1536092713068267
Alfa,Germany,Antipiretics,2017-11-01,6440706.0,13963.0,167,488.94011976047904,487.0,148,35,148,12,3,1.71106275259773,1.9342494255797704
Alfa,Germany,Antipiretics,2017-12-01,8770162.0,18865.0,117,500.6068376068376,492.0,107,35,107,12,3,1.5043728683025226,2.039796596085286
Alfa,Germany,Antipiretics,2018-01-01,5824455.0,14420.0,148,477.2364864864865,492.0,131,34,131,8,3,1.6557190371124537,2.0248373062695904
Alfa,Germany,Antipiretics,2018-02-01,4150603.0,11266.0,125,434.56,470.0,108,33,108,9,3,1.5539267670389103,2.0284786858030874
Alfa,Germany,Antipiretics,2018-03-01,29269099.0,61547.0,163,470.09815950920245,487.0,135,33,134,9,3,1.551339933758141,1.9704571897551022
Alfa,Germany,Antipiretics,2018-04-01,11261090.0,37373.0,158,437.9620253164557,470.0,134,33,134,7,3,1.5112578227583622,1.9728008566032615
Alfa,Germany,Antipiretics,2018-05-01,5751865.0,12992.0,173,440.57225433526014,487.0,147,34,147,9,3,1.586018927626281,1.9973122961432561
Alfa,Germany,Antipiretics,2018-06-01,7830242.0,18817.0,161,467.0745341614907,487.0,142,33,142,9,3,1.7621157425769678,1.846422499843358
Alfa,Germany,Antipiretics,2018-07-01,11334644.0,23580.0,170,463.38235294117646,487.0,146,34,145,8,3,1.6671976418992867,1.9076070228839073
Alfa,Germany,Antipiretics,2018-08-01,5140638.0,16434.0,135,469.6666666666667,490.0,122,33,122,7,3,1.6453123616729266,1.7532597981650637
Alfa,Germany,Antipiretics,2018-09-01,11202658.0,18887.0,151,487.2582781456954,492.0,134,35,134,9,3,1.5537399425679732,2.2679365032470082
Alfa,Germany,Antipiretics,2018-10-01,10929016.0,22833.0,201,484.228855721393,533.0,171,35,171,7,3,1.794926900735814,2.151155538246099
Alfa,Germany,Antipiretics,2018-11-01,14485073.0,27124.0,147,467.38775510204084,487.0,135,34,135,8,3,1.641357406133608,1.7752277817495228
Alfa,Germany,Antipiretics,2018-12-01,5870287.0,10884.0,101,465.2079207920792,487.0,91,33,91,9,3,1.7408678410340441,2.099579920962503
Alfa,Germany,Antipiretics,2019-01-01,3631041.0,7473.0,142,478.556338028169,490.0,125,35,125,3,3,1.6035461382197143,1.878771210692287
Alfa,Germany,Antipiretics,2019-02-01,17204763.0,31633.0,149,469.8859060402685,487.0,130,35,130,9,3,1.515345554310568,2.0932320349529077
Alfa,Germany,Antipiretics,2019-03-01,7703369.0,15068.0,167,464.47904191616766,487.0,139,35,139,4,3,1.5768634733038456,1.7601149784196064
Alfa,Germany,Antipiretics,2019-04-01,6747428.0,13638.0,118,518.0169491525423,512.5,108,34,108,4,3,1.4495281464328897,2.022137584208619
Alfa,Germany,Antiseptics,2017-01-01,6961483.0,14781.0,185,427.8378378378378,390.0,159,48,159,11,3,1.6723293689160776,2.0866342311939214
Alfa,Germany,Antiseptics,2017-02-01,14504183.0,31981.0,237,418.73417721518985,416.0,194,48,194,11,3,1.5804489837214764,2.027715753776241
Alfa,Germany,Antiseptics,2017-03-01,13963138.0,31338.0,222,401.8828828828829,375.0,176,49,176,13,3,1.5959917558379255,1.9918141990022542
Alfa,Germany,Antiseptics,2017-04-01,7836787.0,20918.0,184,386.4728260869565,373.0,157,48,156,12,3,1.6908091079823873,2.037440278253673
Alfa,Germany,Antiseptics,2017-05-01,5955414.0,16758.0,266,412.3721804511278,390.0,214,49,214,13,3,1.538358855114514,2.125036140999484
Alfa,Germany,Antiseptics,2017-06-01,7951444.0,26573.0,235,405.27659574468083,375.0,178,49,178,12,3,1.585137149510285,1.9309570862087475
Alfa,Germany,Antiseptics,2017-07-01,17340756.0,32495.0,268,438.3694029850746,469.0,210,49,210,13,3,1.704941880728384,1.9717381811773693
Alfa,Germany,Antiseptics,2017-08-01,14468896.0,29687.0,242,416.78512396694214,390.0,197,49,197,12,3,1.606148038457367,1.8709499515056667
Alfa,Germany,Antiseptics,2017-09-01,15339617.0,34717.0,242,422.9834710743802,390.0,191,49,191,10,3,1.5304367598871431,2.0994980326715957
Alfa,Germany,Antiseptics,2017-10-01,11555606.0,21842.0,243,415.8312757201646,445.0,206,48,206,11,3,1.601849408231531,2.089885721831607
Alfa,Germany,Antiseptics,2017-11-01,8495828.0,21734.0,253,415.3122529644269,390.0,213,49,213,10,3,1.5451419607955876,1.8739591276812078
Alfa,Germany,Antiseptics,2017-12-01,12002128.0,30188.0,199,455.16582914572865,469.0,160,48,159,9,3,1.5618403301400363,2.1452149344222553
Alfa,Germany,Antiseptics,2018-01-01,10947926.0,26974.0,174,392.6551724137931,375.0,145,47,145,7,3,1.6361864803362083,1.955802176439434
Alfa,Germany,Antiseptics,2018-02-01,7678929.2,19127.6,213,413.7136150234742,375.0,180,49,180,8,3,1.644202471040319,2.022656214974753
Alfa,Germany,Antiseptics,2018-03-01,18716236.0,40528.0,228,413.1929824561403,375.0,187,49,186,10,3,1.6105470898567193,2.2025586968621553
Alfa,Germany,Antiseptics,2018-04-01,7542866.0,18426.0,205,380.590243902439,373.0,178,47,178,9,3,1.7043776294646975,2.0081876591965946
Alfa,Germany,Antiseptics,2018-05-01,6760263.0,14353.0,201,414.94029850746267,416.0,170,46,170,6,3,1.6160027886739519,2.06462705090926
Alfa,Germany,Antiseptics,2018-06-01,7069261.0,23974.0,235,405.84255319148934,375.0,188,48,188,9,3,1.5929392902323314,2.1121616172431397
Alfa,Germany,Antiseptics,2018-07-01,9514019.0,22305.0,224,416.6919642857143,390.0,184,48,184,7,3,1.6729785865797906,1.961202963195633
Alfa,Germany,Antiseptics,2018-08-01,9035535.0,29330.0,198,414.15656565656565,375.0,167,48,167,9,3,1.7693398489570957,1.8567597517717844
Alfa,Germany,Antiseptics,2018-09-01,20837572.0,49127.0,188,405.54787234042556,382.5,163,48,163,9,3,1.590627973291509,2.154190091670226
Alfa,Germany,Antiseptics,2018-10-01,11709637.0,28040.0,293,400.320819112628,390.0,229,49,228,9,3,1.553914567088039,2.048673776088604
Alfa,Germany,Antiseptics,2018-11-01,11316828.0,39324.0,221,398.6334841628959,375.0,182,49,182,8,3,1.6402427008447926,1.9901826783985885
Alfa,Germany,Antiseptics,2018-12-01,7952215.0,18649.0,187,420.7647058823529,416.0,160,49,160,9,3,1.609441271484754,2.011391732987668
Alfa,Germany,Antiseptics,2019-01-01,4159325.0,11667.0,164,418.4634146341463,390.0,134,47,134,3,3,1.5493480204702517,2.2495323640383194
Alfa,Germany,Antiseptics,2019-02-01,13117290.0,33678.0,196,408.17857142857144,382.5,171,49,171,9,3,1.5604679511401645,2.2159938982485556
Alfa,Germany,Antiseptics,2019-03-01,5208211.0,13378.0,229,417.31441048034935,416.0,180,48,179,5,3,1.4981210935577303,2.0993764145432863
Alfa,Germany,Antiseptics,2019-04-01,5716849.0,13386.0,175,419.88,375.0,148,48,148,4,3,1.585405421881947,2.0907085289906124
Alfa,Germany,Mood Stabilizers,2017-01-01,5673906.0,14449.0,185,428.7567567567568,452.0,162,42,162,12,3,1.5594205553634377,2.090221976476647
Alfa,Germany,Mood Stabilizers,2017-02-01,12312719.0,28475.0,200,414.36,404.0,168,44,168,12,3,1.5955046831827353,2.1169614000347727
Alfa,Germany,Mood Stabilizers,2017-03-01,11029188.0,28787.0,186,406.5698924731183,452.0,154,44,154,12,3,1.6345309208819208,1.945816222422061
Alfa,Germany,Mood Stabilizers,2017-04-01,6678861.0,19168.0,174,383.7068965517241,368.0,148,43,148,13,3,1.5629496480025253,1.9166060713458448
Alfa,Germany,Mood Stabilizers,2017-05-01,11613458.0,25543.0,243,425.13168724279836,488.0,202,44,202,12,3,1.5260440772564032,2.093622258656752
Alfa,Germany,Mood Stabilizers,2017-06-01,8358908.0,23509.0,179,396.78212290502796,368.0,157,43,157,12,3,1.6176540217408526,2.108016424720695
Alfa,Germany,Mood Stabilizers,2017-07-01,6551707.0,19659.0,243,391.962962962963,368.0,200,44,200,13,3,1.5980418138316066,2.1576098889672073
Alfa,Germany,Mood Stabilizers,2017-08-01,7904442.0,24439.0,199,403.286432160804,368.0,169,44,169,11,3,1.5925130430064194,1.9965639008243952
Alfa,Germany,Mood Stabilizers,2017-09-01,12684604.0,27584.0,174,381.3103448275862,368.0,145,44,145,10,3,1.5791405798187117,2.0880187367229213
Alfa,Germany,Mood Stabilizers,2017-10-01,5547502.0,14942.0,183,388.92896174863387,391.0,158,44,157,9,3,1.5255397597442737,1.9739543828709512
Alfa,Germany,Mood Stabilizers,2017-11-01,11520780.0,32129.0,201,418.2636815920398,452.0,167,44,167,12,3,1.7464140952113105,2.1759985344527
Alfa,Germany,Mood Stabilizers,2017-12-01,9432952.0,27923.0,176,395.7556818181818,397.5,154,43,154,11,3,1.6288757677500496,2.2444728843220223
Alfa,Germany,Mood Stabilizers,2018-01-01,12338830.0,30984.0,159,383.2012578616352,368.0,137,44,137,8,3,1.569920797711621,2.0219643019416957
Alfa,Germany,Mood Stabilizers,2018-02-01,7632386.0,17363.0,203,384.70935960591135,391.0,176,44,175,7,3,1.612049118867569,1.9954230642355344
Alfa,Germany,Mood Stabilizers,2018-03-01,7005299.0,17553.0,199,415.1708542713568,452.0,166,42,166,11,3,1.600556505019143,2.038197177439695
Alfa,Germany,Mood Stabilizers,2018-04-01,5092034.0,12495.0,177,403.5819209039548,452.0,142,44,142,8,3,1.7047096374833255,2.055157316732313
Alfa,Germany,Mood Stabilizers,2018-05-01,3755427.0,11797.0,217,378.0414746543779,361.0,177,43,177,9,3,1.5817328914622233,2.1671661791867436
Alfa,Germany,Mood Stabilizers,2018-06-01,16911471.0,37518.0,188,399.42021276595744,404.0,160,44,159,8,3,1.5408034186251567,2.018319911876343
Alfa,Germany,Mood Stabilizers,2018-07-01,6137875.0,16340.0,193,405.47668393782385,404.0,152,44,152,9,3,1.6457404650684009,1.9302964951850596
Alfa,Germany,Mood Stabilizers,2018-08-01,5966285.0,12650.0,165,399.43636363636364,368.0,135,42,134,7,3,1.6471640635832057,1.8635267123742676
Alfa,Germany,Mood Stabilizers,2018-09-01,5149523.0,14059.0,175,381.8285714285714,368.0,153,42,152,9,3,1.641230052140146,2.0245807563249847
Alfa,Germany,Mood Stabilizers,2018-10-01,10427889.0,23809.0,222,400.0405405405405,368.0,182,42,182,9,3,1.664197151934074,1.9576185792333525
Alfa,Germany,Mood Stabilizers,2018-11-01,5871326.0,15665.0,181,410.23756906077347,404.0,156,42,155,7,3,1.502422721310119,2.049984407815203
Alfa,Germany,Mood Stabilizers,2018-12-01,6260651.0,15370.0,157,397.0191082802548,404.0,142,44,142,9,3,1.6067981092850834,2.0492276707247914
Alfa,Germany,Mood Stabilizers,2019-01-01,4058843.0,11710.0,142,387.73943661971833,368.0,128,42,128,4,3,1.6178402107384628,2.0493085878294504
Alfa,Germany,Mood Stabilizers,2019-02-01,7221337.0,17407.0,191,411.0157068062827,404.0,165,42,164,7,3,1.5122032874154527,1.9829386998177858
Alfa,Germany,Mood Stabilizers,2019-03-01,12181645.0,32993.0,224,403.5669642857143,397.5,176,44,176,4,3,1.5771679835477244,2.00559597793914
Alfa,Germany,Mood Stabilizers,2019-04-01,5822067.0,13512.0,163,414.63803680981596,404.0,133,43,133,4,3,1.6133489702293833,1.9673342355151804
Alfa,Poland,Analgesics,2018-01-01,2523448.0,5212.0,153,423.65359477124184,435.0,108,40,108,7,3,1.412907419206418,2.2700647463184045
Alfa,Poland,Analgesics,2018-02-01,5150995.0,13413.0,157,426.26751592356686,445.0,112,42,112,8,3,1.4224095416413585,2.2195825257497015
Alfa,Poland,Analgesics,2018-03-01,1678023.0,5173.0,141,437.51063829787233,445.0,102,39,102,8,3,1.486279995217384,2.3822266347035885
Alfa,Poland,Analgesics,2018-04-01,1198457.0,2387.0,104,420.03846153846155,458.0,75,37,75,6,3,1.4872993042272091,2.4613296606162054
Alfa,Poland,Analgesics,2018-05-01,1773101.0,4287.0,116,416.3103448275862,458.0,83,38,83,7,3,1.520530875379881,2.2602067010507048
Alfa,Poland,Analgesics,2018-06-01,1621361.0,3969.0,124,438.38709677419354,459.0,93,40,93,7,3,1.395200799448194,2.277933249572141
Alfa,Poland,Analgesics,2018-07-01,2614944.0,5719.0,139,406.52517985611513,435.0,108,41,108,8,3,1.3796141172441012,2.049366935096768
Alfa,Poland,Analgesics,2018-08-01,5718456.0,12013.0,151,440.21854304635764,458.0,114,41,114,6,3,1.4464459287398928,2.375388747351599
Alfa,Poland,Analgesics,2018-09-01,1975347.0,4729.0,151,441.3046357615894,460.0,106,42,106,6,3,1.4006097076725157,2.134658107450924
Alfa,Poland,Analgesics,2018-10-01,1485820.0,3540.0,179,430.6033519553073,445.0,123,40,123,7,3,1.4715380890920247,2.236872571719914
Alfa,Poland,Analgesics,2018-11-01,3131355.0,6138.0,144,428.7708333333333,445.0,103,41,103,8,3,1.493832270354898,2.390288129889844
Alfa,Poland,Analgesics,2018-12-01,1794323.0,3653.0,141,464.43971631205676,529.0,99,42,99,6,3,1.436037069059948,2.307018952412018
Alfa,Poland,Antibiotics,2018-01-01,1314759.0,4207.0,103,408.6504854368932,448.0,84,33,84,8,3,1.4214117242409514,2.1245432765977443
Alfa,Poland,Antibiotics,2018-02-01,2540211.0,5333.0,107,418.69158878504675,430.0,91,32,91,7,3,1.512806014473523,2.3223453549231357
Alfa,Poland,Antibiotics,2018-03-01,1218926.0,2874.0,141,424.1843971631206,448.0,102,35,102,8,3,1.4812551836486914,2.0966648273929107
