product_class,country,date,total_sales,total_quantity,transaction_count,average_price,median_price,distinct_customers,distinct_products,distinct_cities,distributor_count,active_reps,latitude_dispersion,longitude_dispersion
Antimalarial,Germany,2018-12-01,12599288.0,39167.0,491,338.969450101833,377.0,326,35,324,11,13,1.621092862634394,1.9337711525600274
Antimalarial,Germany,2019-01-01,12886894.0,38315.0,558,348.60573476702507,377.0,363,35,362,4,13,1.639071276240251,2.0141251232939403
Antimalarial,Germany,2019-02-01,63044471.0,140562.0,677,347.81536189069425,402.0,384,35,383,9,13,1.550640694740435,2.0221723298459993
Antimalarial,Germany,2019-03-01,39625451.0,111701.0,774,343.66795865633077,377.0,402,35,402,4,13,1.6375966391440915,1.9919718309984127
Antimalarial,Germany,2019-04-01,18697429.0,56323.0,515,335.9844660194175,377.0,331,35,331,4,13,1.5526149899806265,2.1078879220672837
Antimalarial,Poland,2018-01-01,5770745.0,17289.0,517,346.2282398452611,402.0,179,35,179,8,13,1.4414491153466042,2.2793745102500043
Antimalarial,Poland,2018-02-01,8425196.0,25060.0,504,346.41269841269843,402.0,180,35,180,8,13,1.4593205686005724,2.380209268554264
Antimalarial,Poland,2018-03-01,6427934.0,20736.0,550,334.03090909090906,377.0,188,35,188,9,13,1.4334326947355915,2.4119639484583693
Antimalarial,Poland,2018-04-01,3573103.0,10489.0,394,357.5888324873096,402.0,175,35,175,8,13,1.4599196835566977,2.338352693735149
Antimalarial,Poland,2018-05-01,6290743.0,18608.0,421,344.3895486935867,377.0,173,35,173,8,13,1.4208815562520685,2.2436051146523224
Antimalarial,Poland,2018-06-01,10903131.0,26232.0,401,321.18703241895264,248.0,176,35,176,8,13,1.4723719291080763,2.2471096781759994
Antimalarial,Poland,2018-07-01,4224752.0,14629.0,472,337.1101694915254,377.0,179,35,179,8,13,1.4414365265654705,2.3166987044663063
Antimalarial,Poland,2018-08-01,9707311.0,25647.0,555,330.4,377.0,189,35,189,7,13,1.4181640279273762,2.368191972381458
Antimalarial,Poland,2018-09-01,14692131.0,34124.0,453,344.62693156732894,402.0,187,35,187,7,13,1.4042477261392954,2.258419100722601
Antimalarial,Poland,2018-10-01,8404728.0,27246.0,573,352.81849912739966,402.0,185,35,185,7,13,1.4290983454415402,2.295429860342954
Antimalarial,Poland,2018-11-01,10168199.0,33001.0,590,336.06779661016947,377.0,193,35,193,8,13,1.4065433761641426,2.2900737701708715
Antimalarial,Poland,2018-12-01,4205770.0,12032.0,513,329.81481481481484,377.0,183,35,183,7,13,1.378030116251179,2.3560616108742143
Antipiretics,Germany,2017-01-01,20017128.0,42082.0,583,471.8284734133791,487.0,352,35,351,13,13,1.6428652670377577,2.0400702267945374
Antipiretics,Germany,2017-02-01,37327196.0,80227.0,630,471.5126984126984,487.0,374,35,372,13,13,1.6155402986945295,2.1536808642753247
Antipiretics,Germany,2017-03-01,32699719.0,74823.0,740,465.11756756756756,487.0,400,35,399,12,13,1.6472812947470792,2.094197095434021
Antipiretics,Germany,2017-04-01,22868812.0,48751.0,572,470.19405594405595,487.0,359,35,359,13,13,1.6727818582205567,2.0566253597528235
Antipiretics,Germany,2017-05-01,51549178.0,111686.0,791,472.37926675094815,487.0,408,35,406,14,13,1.5098860091394048,2.1501142238394504
Antipiretics,Germany,2017-06-01,39552170.0,83447.0,720,467.0805555555556,488.5,393,35,392,13,13,1.6337471988293955,2.0182065504198543
Antipiretics,Germany,2017-07-01,41829247.30669,89171.5512759,785,463.0828025477707,487.0,431,35,430,13,13,1.5597003868290134,2.1025588407472386
Antipiretics,Germany,2017-08-01,39342305.0,85819.0,726,464.3154269972452,487.0,407,35,405,12,13,1.6506380972931205,2.0410013157974864
Antipiretics,Germany,2017-09-01,39106531.0,83440.0,667,460.90104947526237,487.0,390,35,388,12,13,1.6598318689493923,2.044608408335376
Antipiretics,Germany,2017-10-01,38267002.0,89295.0,694,468.1743515850144,487.0,406,35,405,13,13,1.625879594851661,2.103800348352739
Antipiretics,Germany,2017-11-01,34901437.0,67881.0,756,471.94179894179894,487.0,415,35,414,12,13,1.6568711739349455,2.0410496702846075
Antipiretics,Germany,2017-12-01,33515804.0,68247.0,569,464.2056239015817,487.0,360,35,360,13,13,1.5560863012855173,2.016444188049972
Antipiretics,Germany,2018-01-01,34363226.0,73399.0,583,473.0343053173242,487.0,374,35,373,9,13,1.6298704069832655,1.9926956599590782
Antipiretics,Germany,2018-02-01,33738960.6,74312.4,651,468.7588325652842,490.0,378,35,378,9,13,1.624933719003886,2.031854357227466
Antipiretics,Germany,2018-03-01,65907182.0,139072.0,751,468.1757656458056,487.0,402,35,400,13,13,1.5722992859407636,2.032618251392342
Antipiretics,Germany,2018-04-01,32908642.0,81763.0,637,473.40816326530614,490.0,379,35,378,9,13,1.5553179418374932,2.0181963355626693
Antipiretics,Germany,2018-05-01,30336425.0,62742.0,708,462.4717514124294,487.0,387,35,387,9,13,1.5747569660121945,2.0918893261143645
Antipiretics,Germany,2018-06-01,39846968.0,84245.0,669,465.35276532137516,487.0,400,35,398,11,13,1.665709089789475,1.9537526580556475
Antipiretics,Germany,2018-07-01,35814093.0,75659.0,684,458.38157894736844,478.5,387,35,385,9,13,1.6465065542519675,2.0080733420720085
Antipiretics,Germany,2018-08-01,28992647.0,65883.0,601,473.216306156406,490.0,375,35,374,8,13,1.5937578117594462,1.978050131846513
Antipiretics,Germany,2018-09-01,42469416.0,83145.0,621,474.02093397745574,487.0,388,35,388,11,13,1.6452028041558413,2.105964283912259
Antipiretics,Germany,2018-10-01,49074843.0,102204.0,866,472.79792147806006,487.0,431,35,430,9,13,1.6482221015204954,2.0779196482809246
Antipiretics,Germany,2018-11-01,55705843.0,121434.0,658,456.2857142857143,487.0,383,35,382,9,13,1.613895596324908,2.0404768060465113
Antipiretics,Germany,2018-12-01,27322396.0,63096.0,467,484.0706638115632,487.0,325,35,323,11,13,1.5961405407925486,2.0886688961528774
Antipiretics,Germany,2019-01-01,12767950.0,26481.0,561,482.73262032085563,490.0,355,35,355,4,13,1.6134706054192665,1.9793670752726202
Antipiretics,Germany,2019-02-01,42598063.0,96552.0,629,473.28934817170114,487.0,363,35,362,9,13,1.6105380126560445,2.1253109891908935
Antipiretics,Germany,2019-03-01,47423482.0,101412.0,773,457.07244501940494,470.0,413,35,412,5,13,1.638812702077819,1.9560761292430289
Antipiretics,Germany,2019-04-01,27049137.0,64805.0,511,471.4050880626223,487.0,340,35,340,5,13,1.5928985466122896,2.009997619366258
Antipiretics,Poland,2018-01-01,7745637.0,15603.0,504,464.92261904761904,487.0,185,35,185,8,13,1.3958543699629256,2.3206561356173556
Antipiretics,Poland,2018-02-01,10247678.0,20752.0,499,479.6573146292585,490.0,183,35,183,8,13,1.4364160430917206,2.2757603537015427
Antipiretics,Poland,2018-03-01,9697550.0,21001.0,543,467.3370165745856,487.0,188,35,188,9,13,1.40747052118723,2.4198417898616764
Antipiretics,Poland,2018-04-01,4598333.0,10054.0,366,462.7704918032787,487.0,167,35,167,8,13,1.3812547573135499,2.3253492731811285
Antipiretics,Poland,2018-05-01,9139023.0,18483.0,420,488.9357142857143,487.0,177,35,177,8,13,1.4503645201666835,2.3744592005316547
Antipiretics,Poland,2018-06-01,6790477.0,15540.0,407,462.4250614250614,487.0,171,35,171,8,13,1.4460121441013276,2.3402202969991053
Antipiretics,Poland,2018-07-01,9020554.0,17503.0,489,460.88752556237216,487.0,182,35,182,8,13,1.397020388185434,2.3134689106066912
Antipiretics,Poland,2018-08-01,10702346.0,24845.0,557,467.5547576301616,487.0,190,35,190,7,13,1.4635400322089873,2.343501187002826
Antipiretics,Poland,2018-09-01,11561331.0,23616.0,468,460.2564102564103,487.0,183,35,183,7,13,1.4379291832659151,2.3441917808302595
Antipiretics,Poland,2018-10-01,7925357.0,15864.0,552,480.3460144927536,490.0,189,35,189,7,13,1.4088724706892146,2.3278699252053645
Antipiretics,Poland,2018-11-01,14711910.0,35043.0,538,466.7211895910781,487.0,190,35,190,8,13,1.4388532747926348,2.2781431141808164
Antipiretics,Poland,2018-12-01,7590845.0,17763.0,445,457.9168539325843,487.0,180,35,180,7,13,1.4865513861117146,2.2678565659295153
Antiseptics,Germany,2017-01-01,30117362.0,68886.0,790,409.14430379746835,375.0,427,49,425,14,13,1.6156250817933613,2.024012322331837
Antiseptics,Germany,2017-02-01,39137404.0,97655.0,954,411.87421383647796,416.0,447,49,446,13,13,1.6324318023974722,2.066891822582591
Antiseptics,Germany,2017-03-01,43035099.0,105952.0,987,409.63120567375887,390.0,450,49,449,13,13,1.6107077280469773,2.037497054839896
Antiseptics,Germany,2017-04-01,42711461.0,101914.0,800,415.06,390.0,422,49,420,13,13,1.6167316081492835,1.9957823488473005
Antiseptics,Germany,2017-05-01,40747450.0,118434.0,1055,410.75165876777254,416.0,467,49,465,13,13,1.6136901879139622,2.0724373852614137
Antiseptics,Germany,2017-06-01,42800519.0,112316.0,977,407.34288638689867,375.0,456,49,454,13,13,1.5846483889263008,1.9920377877663482
Antiseptics,Germany,2017-07-01,61990433.5089,128511.5512759,1071,417.75816993464053,390.0,474,49,472,14,13,1.6298158853129812,1.9955304685679653
Antiseptics,Germany,2017-08-01,45881555.0,103225.0,1041,421.68395773294907,416.0,467,49,466,13,13,1.6079169594331935,2.036337615847299
Antiseptics,Germany,2017-09-01,50448231.0,127854.0,1012,412.35671936758894,390.0,468,49,467,13,13,1.5501061106755996,2.055375864229846
Antiseptics,Germany,2017-10-01,42592241.0,91067.0,975,425.92615384615385,416.0,465,49,465,14,13,1.6273895891562924,2.071990894534707
Antiseptics,Germany,2017-11-01,64218974.0,135409.0,1091,420.50779101741523,390.0,472,49,470,13,13,1.6521907278642356,1.945073014549205
Antiseptics,Germany,2017-12-01,44366481.0,116183.0,830,417.5325301204819,390.0,433,49,432,13,13,1.582350771558945,2.0313026349257792
Antiseptics,Germany,2018-01-01,31982743.0,83863.0,797,390.15934755332495,375.0,405,49,404,9,13,1.5811018294315646,1.966712570748469
Antiseptics,Germany,2018-02-01,42081200.2,89125.6,929,426.28848223896665,416.0,456,49,455,9,13,1.598749977204313,2.0365665617419375
Antiseptics,Germany,2018-03-01,50616084.0,121031.0,989,416.37613751263905,390.0,466,49,464,13,13,1.6113529630920482,2.089470476139429
Antiseptics,Germany,2018-04-01,43038456.0,133743.0,899,404.9577308120133,375.0,449,49,447,9,13,1.597482079870936,2.016010852685625
Antiseptics,Germany,2018-05-01,26962436.0,69645.0,938,415.46268656716416,390.0,445,49,444,9,13,1.61884518316407,2.013910704489414
Antiseptics,Germany,2018-06-01,42008190.0,109208.0,1018,405.5510805500982,375.0,454,49,454,13,13,1.638251092330767,2.0617781920031657
Antiseptics,Germany,2018-07-01,57493313.0,129939.0,989,412.1172901921133,390.0,464,49,462,9,13,1.6209294968122858,1.9974756690815676
Antiseptics,Germany,2018-08-01,39567236.0,124926.0,775,392.0658064516129,375.0,412,49,412,9,13,1.6347370985919643,1.99477170293105
Antiseptics,Germany,2018-09-01,50329194.0,120006.0,848,414.5058962264151,390.0,438,49,437,13,13,1.6292393741443896,2.0588932580749804
Antiseptics,Germany,2018-10-01,50270878.0,118066.0,1240,411.98064516129034,390.0,497,49,495,9,13,1.5963043656948444,1.9289859807114333
Antiseptics,Germany,2018-11-01,35878072.0,101722.0,943,399.2661717921527,375.0,455,49,455,8,13,1.5954143585593064,2.035366066759277
Antiseptics,Germany,2018-12-01,28062918.0,73155.0,709,421.2327221438646,416.0,404,49,404,11,13,1.6298685047977703,2.0443467546221012
Antiseptics,Germany,2019-01-01,24202129.0,57104.0,745,430.6939597315436,445.0,416,49,414,4,13,1.62201395309166,2.179564988245864
Antiseptics,Germany,2019-02-01,52816632.0,118538.0,857,423.0186697782964,416.0,431,49,430,9,13,1.5775844140286623,2.0811794116404467
Antiseptics,Germany,2019-03-01,51308816.0,126995.0,1029,410.1700680272109,390.0,478,49,476,5,13,1.606105544328288,1.991192932556977
Antiseptics,Germany,2019-04-01,42349034.0,92188.0,763,416.80340760157276,390.0,420,49,420,4,13,1.6247469219815664,2.054108650066953
Antiseptics,Poland,2018-01-01,8414369.0,20128.0,790,422.36708860759495,416.0,199,49,199,8,13,1.446085867730913,2.3146719537840017
Antiseptics,Poland,2018-02-01,10157185.0,25047.0,711,404.41631504922645,375.0,194,49,194,8,13,1.4156589758537534,2.3039613008015247
Antiseptics,Poland,2018-03-01,12044429.0,30200.0,778,409.09768637532136,375.0,196,49,196,9,13,1.431985722592426,2.278557306107451
Antiseptics,Poland,2018-04-01,8060807.8,21767.2,559,398.10196779964224,375.0,192,49,192,8,13,1.4554294283545186,2.360055571354464
Antiseptics,Poland,2018-05-01,10850823.0,27183.0,572,407.6206293706294,390.0,186,49,186,8,13,1.402606842166113,2.2563718455475024
Antiseptics,Poland,2018-06-01,11659072.0,32296.0,637,421.16012558869704,390.0,194,49,194,8,13,1.4153874103776074,2.263164395243879
Antiseptics,Poland,2018-07-01,10761139.0,24391.0,680,420.7823529411765,416.0,195,49,195,8,13,1.3837031028136157,2.315756915417673
Antiseptics,Poland,2018-08-01,9669918.0,23907.0,738,395.86856368563684,375.0,195,49,195,7,13,1.43444515668195,2.339025794396963
Antiseptics,Poland,2018-09-01,11322656.0,29532.0,632,399.621835443038,375.0,194,49,194,7,13,1.4156788437074777,2.257808499239045
