team,country,product_class,date,metric,method,split,observed,prediction
Alfa,Germany,Analgesics,2019-01-01,total_sales,exponential_smoothing,test,2654377.0,10277509.021877361
Alfa,Germany,Analgesics,2019-02-01,total_sales,seasonal_naive,test,9341815.0,10019751.0
Alfa,Germany,Analgesics,2019-02-01,total_sales,moving_average,test,9341815.0,6644356.333333333
Alfa,Germany,Analgesics,2019-02-01,total_sales,exponential_smoothing,test,9341815.0,7990569.415314152
Alfa,Germany,Analgesics,2019-03-01,total_sales,seasonal_naive,test,14385235.0,11878614.0
Alfa,Germany,Analgesics,2019-03-01,total_sales,moving_average,test,14385235.0,6790620.0
Alfa,Germany,Analgesics,2019-03-01,total_sales,exponential_smoothing,test,14385235.0,8395943.090719905
Alfa,Germany,Analgesics,2019-04-01,total_sales,seasonal_naive,test,6242843.0,12840543.0
Alfa,Germany,Analgesics,2019-04-01,total_sales,moving_average,test,6242843.0,8793809.0
Alfa,Germany,Analgesics,2019-04-01,total_sales,exponential_smoothing,test,6242843.0,10192730.663503934
Alfa,Germany,Analgesics,2018-07-01,distinct_customers,seasonal_naive,validation,178.0,172.0
Alfa,Germany,Analgesics,2018-07-01,distinct_customers,moving_average,validation,178.0,151.66666666666666
Alfa,Germany,Analgesics,2018-07-01,distinct_customers,exponential_smoothing,validation,178.0,152.515654706678
Alfa,Germany,Analgesics,2018-08-01,distinct_customers,seasonal_naive,validation,140.0,185.0
Alfa,Germany,Analgesics,2018-08-01,distinct_customers,moving_average,validation,140.0,162.33333333333334
Alfa,Germany,Analgesics,2018-08-01,distinct_customers,exponential_smoothing,validation,140.0,160.1609582946746
Alfa,Germany,Analgesics,2018-09-01,distinct_customers,seasonal_naive,validation,158.0,141.0
Alfa,Germany,Analgesics,2018-09-01,distinct_customers,moving_average,validation,158.0,156.0
Alfa,Germany,Analgesics,2018-09-01,distinct_customers,exponential_smoothing,validation,158.0,154.1126708062722
Alfa,Germany,Analgesics,2018-10-01,distinct_customers,seasonal_naive,validation,202.0,154.0
Alfa,Germany,Analgesics,2018-10-01,distinct_customers,moving_average,validation,202.0,158.66666666666666
Alfa,Germany,Analgesics,2018-10-01,distinct_customers,exponential_smoothing,validation,202.0,155.27886956439053
Alfa,Germany,Analgesics,2018-11-01,distinct_customers,seasonal_naive,validation,170.0,156.0
Alfa,Germany,Analgesics,2018-11-01,distinct_customers,moving_average,validation,170.0,166.66666666666666
Alfa,Germany,Analgesics,2018-11-01,distinct_customers,exponential_smoothing,validation,170.0,169.29520869507337
Alfa,Germany,Analgesics,2018-12-01,distinct_customers,seasonal_naive,validation,104.0,117.0
Alfa,Germany,Analgesics,2018-12-01,distinct_customers,moving_average,validation,104.0,176.66666666666666
Alfa,Germany,Analgesics,2018-12-01,distinct_customers,exponential_smoothing,validation,104.0,169.50664608655137
Alfa,Germany,Analgesics,2019-01-01,distinct_customers,seasonal_naive,test,120.0,137.0
Alfa,Germany,Analgesics,2019-01-01,distinct_customers,moving_average,test,120.0,158.66666666666666
Alfa,Germany,Analgesics,2019-01-01,distinct_customers,exponential_smoothing,test,120.0,149.85465226058594
Alfa,Germany,Analgesics,2019-02-01,distinct_customers,seasonal_naive,test,153.0,161.0
Alfa,Germany,Analgesics,2019-02-01,distinct_customers,moving_average,test,153.0,131.33333333333334
Alfa,Germany,Analgesics,2019-02-01,distinct_customers,exponential_smoothing,test,153.0,140.89825658241017
Alfa,Germany,Analgesics,2019-03-01,distinct_customers,seasonal_naive,test,177.0,165.0
Alfa,Germany,Analgesics,2019-03-01,distinct_customers,moving_average,test,177.0,125.66666666666667
Alfa,Germany,Analgesics,2019-03-01,distinct_customers,exponential_smoothing,test,177.0,144.5287796076871
Alfa,Germany,Analgesics,2019-04-01,distinct_customers,seasonal_naive,test,119.0,146.0
Alfa,Germany,Analgesics,2019-04-01,distinct_customers,moving_average,test,119.0,150.0
Alfa,Germany,Analgesics,2019-04-01,distinct_customers,exponential_smoothing,test,119.0,154.27014572538098
Alfa,Germany,Analgesics,2018-07-01,transaction_count,seasonal_naive,validation,205.0,197.0
Alfa,Germany,Analgesics,2018-07-01,transaction_count,moving_average,validation,205.0,185.0
Alfa,Germany,Analgesics,2018-07-01,transaction_count,exponential_smoothing,validation,205.0,184.92114394485267
Alfa,Germany,Analgesics,2018-08-01,transaction_count,seasonal_naive,validation,155.0,227.0
Alfa,Germany,Analgesics,2018-08-01,transaction_count,moving_average,validation,155.0,195.0
Alfa,Germany,Analgesics,2018-08-01,transaction_count,exponential_smoothing,validation,155.0,190.94480076139686
Alfa,Germany,Analgesics,2018-09-01,transaction_count,seasonal_naive,validation,182.0,175.0
Alfa,Germany,Analgesics,2018-09-01,transaction_count,moving_average,validation,182.0,182.33333333333334
Alfa,Germany,Analgesics,2018-09-01,transaction_count,exponential_smoothing,validation,182.0,180.1613605329778
Alfa,Germany,Analgesics,2018-10-01,transaction_count,seasonal_naive,validation,251.0,187.0
Alfa,Germany,Analgesics,2018-10-01,transaction_count,moving_average,validation,251.0,180.66666666666666
Alfa,Germany,Analgesics,2018-10-01,transaction_count,exponential_smoothing,validation,251.0,180.71295237308445
Alfa,Germany,Analgesics,2018-11-01,transaction_count,seasonal_naive,validation,207.0,184.0
Alfa,Germany,Analgesics,2018-11-01,transaction_count,moving_average,validation,207.0,196.0
Alfa,Germany,Analgesics,2018-11-01,transaction_count,exponential_smoothing,validation,207.0,201.7990666611591
Alfa,Germany,Analgesics,2018-12-01,transaction_count,seasonal_naive,validation,115.0,137.0
Alfa,Germany,Analgesics,2018-12-01,transaction_count,moving_average,validation,115.0,213.33333333333334
Alfa,Germany,Analgesics,2018-12-01,transaction_count,exponential_smoothing,validation,115.0,203.35934666281133
Alfa,Germany,Analgesics,2019-01-01,transaction_count,seasonal_naive,test,135.0,163.0
Alfa,Germany,Analgesics,2019-01-01,transaction_count,moving_average,test,135.0,191.0
Alfa,Germany,Analgesics,2019-01-01,transaction_count,exponential_smoothing,test,135.0,176.85154266396793
Alfa,Germany,Analgesics,2019-02-01,transaction_count,seasonal_naive,test,173.0,199.0
Alfa,Germany,Analgesics,2019-02-01,transaction_count,moving_average,test,173.0,152.33333333333334
Alfa,Germany,Analgesics,2019-02-01,transaction_count,exponential_smoothing,test,173.0,164.29607986477754
Alfa,Germany,Analgesics,2019-03-01,transaction_count,seasonal_naive,test,213.0,190.0
Alfa,Germany,Analgesics,2019-03-01,transaction_count,moving_average,test,213.0,141.0
Alfa,Germany,Analgesics,2019-03-01,transaction_count,exponential_smoothing,test,213.0,166.90725590534427
Alfa,Germany,Analgesics,2019-04-01,transaction_count,seasonal_naive,test,140.0,175.0
Alfa,Germany,Analgesics,2019-04-01,transaction_count,moving_average,test,140.0,173.66666666666666
Alfa,Germany,Analgesics,2019-04-01,transaction_count,exponential_smoothing,test,140.0,180.73507913374098
Alfa,Germany,Analgesics,2018-07-01,distinct_products,seasonal_naive,validation,42.0,42.0
Alfa,Germany,Analgesics,2018-07-01,distinct_products,moving_average,validation,42.0,42.0
Alfa,Germany,Analgesics,2018-07-01,distinct_products,exponential_smoothing,validation,42.0,41.93923598099492
Alfa,Germany,Analgesics,2018-08-01,distinct_products,seasonal_naive,validation,39.0,42.0
Alfa,Germany,Analgesics,2018-08-01,distinct_products,moving_average,validation,39.0,42.0
Alfa,Germany,Analgesics,2018-08-01,distinct_products,exponential_smoothing,validation,39.0,41.957465186696446
Alfa,Germany,Analgesics,2018-09-01,distinct_products,seasonal_naive,validation,42.0,41.0
Alfa,Germany,Analgesics,2018-09-01,distinct_products,moving_average,validation,42.0,41.0
Alfa,Germany,Analgesics,2018-09-01,distinct_products,exponential_smoothing,validation,42.0,41.07022563068751
Alfa,Germany,Analgesics,2018-10-01,distinct_products,seasonal_naive,validation,42.0,41.0
Alfa,Germany,Analgesics,2018-10-01,distinct_products,moving_average,validation,42.0,41.0
Alfa,Germany,Analgesics,2018-10-01,distinct_products,exponential_smoothing,validation,42.0,41.34915794148125
Alfa,Germany,Analgesics,2018-11-01,distinct_products,seasonal_naive,validation,42.0,41.0
Alfa,Germany,Analgesics,2018-11-01,distinct_products,moving_average,validation,42.0,41.0
Alfa,Germany,Analgesics,2018-11-01,distinct_products,exponential_smoothing,validation,42.0,41.544410559036876
Alfa,Germany,Analgesics,2018-12-01,distinct_products,seasonal_naive,validation,38.0,42.0
Alfa,Germany,Analgesics,2018-12-01,distinct_products,moving_average,validation,38.0,42.0
Alfa,Germany,Analgesics,2018-12-01,distinct_products,exponential_smoothing,validation,38.0,41.68108739132581
Alfa,Germany,Analgesics,2019-01-01,distinct_products,seasonal_naive,test,41.0,42.0
Alfa,Germany,Analgesics,2019-01-01,distinct_products,moving_average,test,41.0,40.666666666666664
Alfa,Germany,Analgesics,2019-01-01,distinct_products,exponential_smoothing,test,41.0,40.57676117392806
Alfa,Germany,Analgesics,2019-02-01,distinct_products,seasonal_naive,test,42.0,42.0
Alfa,Germany,Analgesics,2019-02-01,distinct_products,moving_average,test,42.0,40.333333333333336
Alfa,Germany,Analgesics,2019-02-01,distinct_products,exponential_smoothing,test,42.0,40.70373282174964
Alfa,Germany,Analgesics,2019-03-01,distinct_products,seasonal_naive,test,42.0,42.0
Alfa,Germany,Analgesics,2019-03-01,distinct_products,moving_average,test,42.0,40.333333333333336
Alfa,Germany,Analgesics,2019-03-01,distinct_products,exponential_smoothing,test,42.0,41.092612975224746
Alfa,Germany,Analgesics,2019-04-01,distinct_products,seasonal_naive,test,42.0,42.0
Alfa,Germany,Analgesics,2019-04-01,distinct_products,moving_average,test,42.0,41.666666666666664
Alfa,Germany,Analgesics,2019-04-01,distinct_products,exponential_smoothing,test,42.0,41.36482908265732
Alfa,Germany,Analgesics,2018-07-01,distinct_cities,seasonal_naive,validation,176.0,172.0
Alfa,Germany,Analgesics,2018-07-01,distinct_cities,moving_average,validation,176.0,151.66666666666666
Alfa,Germany,Analgesics,2018-07-01,distinct_cities,exponential_smoothing,validation,176.0,152.41891841667803
Alfa,Germany,Analgesics,2018-08-01,distinct_cities,seasonal_naive,validation,140.0,185.0
Alfa,Germany,Analgesics,2018-08-01,distinct_cities,moving_average,validation,140.0,161.66666666666666
Alfa,Germany,Analgesics,2018-08-01,distinct_cities,exponential_smoothing,validation,140.0,159.4932428916746
Alfa,Germany,Analgesics,2018-09-01,distinct_cities,seasonal_naive,validation,157.0,141.0
Alfa,Germany,Analgesics,2018-09-01,distinct_cities,moving_average,validation,157.0,155.33333333333334
Alfa,Germany,Analgesics,2018-09-01,distinct_cities,exponential_smoothing,validation,157.0,153.64527002417222
Alfa,Germany,Analgesics,2018-10-01,distinct_cities,seasonal_naive,validation,202.0,154.0
Alfa,Germany,Analgesics,2018-10-01,distinct_cities,moving_average,validation,202.0,157.66666666666666
Alfa,Germany,Analgesics,2018-10-01,distinct_cities,exponential_smoothing,validation,202.0,154.65168901692056
Alfa,Germany,Analgesics,2018-11-01,distinct_cities,seasonal_naive,validation,170.0,155.0
Alfa,Germany,Analgesics,2018-11-01,distinct_cities,moving_average,validation,170.0,166.33333333333334
Alfa,Germany,Analgesics,2018-11-01,distinct_cities,exponential_smoothing,validation,170.0,168.85618231184438
Alfa,Germany,Analgesics,2018-12-01,distinct_cities,seasonal_naive,validation,104.0,117.0
Alfa,Germany,Analgesics,2018-12-01,distinct_cities,moving_average,validation,104.0,176.33333333333334
Alfa,Germany,Analgesics,2018-12-01,distinct_cities,exponential_smoothing,validation,104.0,169.19932761829105
Alfa,Germany,Analgesics,2019-01-01,distinct_cities,seasonal_naive,test,120.0,137.0
Alfa,Germany,Analgesics,2019-01-01,distinct_cities,moving_average,test,120.0,158.66666666666666
Alfa,Germany,Analgesics,2019-01-01,distinct_cities,exponential_smoothing,test,120.0,149.63952933280373
Alfa,Germany,Analgesics,2019-02-01,distinct_cities,seasonal_naive,test,153.0,160.0
Alfa,Germany,Analgesics,2019-02-01,distinct_cities,moving_average,test,153.0,131.33333333333334
Alfa,Germany,Analgesics,2019-02-01,distinct_cities,exponential_smoothing,test,153.0,140.74767053296262
Alfa,Germany,Analgesics,2019-03-01,distinct_cities,seasonal_naive,test,177.0,165.0
Alfa,Germany,Analgesics,2019-03-01,distinct_cities,moving_average,test,177.0,125.66666666666667
Alfa,Germany,Analgesics,2019-03-01,distinct_cities,exponential_smoothing,test,177.0,144.42336937307383
Alfa,Germany,Analgesics,2019-04-01,distinct_cities,seasonal_naive,test,119.0,146.0
Alfa,Germany,Analgesics,2019-04-01,distinct_cities,moving_average,test,119.0,150.0
Alfa,Germany,Analgesics,2019-04-01,distinct_cities,exponential_smoothing,test,119.0,154.19635856115167
Alfa,Germany,Analgesics,2018-07-01,distributor_count,seasonal_naive,validation,7.0,14.0
Alfa,Germany,Analgesics,2018-07-01,distributor_count,moving_average,validation,7.0,9.333333333333334
Alfa,Germany,Analgesics,2018-07-01,distributor_count,exponential_smoothing,validation,7.0,9.832639750073348
Alfa,Germany,Analgesics,2018-08-01,distributor_count,seasonal_naive,validation,8.0,11.0
Alfa,Germany,Analgesics,2018-08-01,distributor_count,moving_average,validation,8.0,9.0
Alfa,Germany,Analgesics,2018-08-01,distributor_count,exponential_smoothing,validation,8.0,8.982847825051342
Alfa,Germany,Analgesics,2018-09-01,distributor_count,seasonal_naive,validation,11.0,11.0
Alfa,Germany,Analgesics,2018-09-01,distributor_count,moving_average,validation,11.0,8.666666666666666
Alfa,Germany,Analgesics,2018-09-01,distributor_count,exponential_smoothing,validation,11.0,8.687993477535938
Alfa,Germany,Analgesics,2018-10-01,distributor_count,seasonal_naive,validation,9.0,11.0
Alfa,Germany,Analgesics,2018-10-01,distributor_count,moving_average,validation,9.0,8.666666666666666
Alfa,Germany,Analgesics,2018-10-01,distributor_count,exponential_smoothing,validation,9.0,9.381595434275155
Alfa,Germany,Analgesics,2018-11-01,distributor_count,seasonal_naive,validation,8.0,10.0
Alfa,Germany,Analgesics,2018-11-01,distributor_count,moving_average,validation,8.0,9.333333333333334
Alfa,Germany,Analgesics,2018-11-01,distributor_count,exponential_smoothing,validation,8.0,9.267116803992607
Alfa,Germany,Analgesics,2018-12-01,distributor_count,seasonal_naive,validation,8.0,11.0
Alfa,Germany,Analgesics,2018-12-01,distributor_count,moving_average,validation,8.0,9.333333333333334
Alfa,Germany,Analgesics,2018-12-01,distributor_count,exponential_smoothing,validation,8.0,8.886981762794825
Alfa,Germany,Analgesics,2019-01-01,distributor_count,seasonal_naive,test,3.0,9.0
Alfa,Germany,Analgesics,2019-01-01,distributor_count,moving_average,test,3.0,8.333333333333334
Alfa,Germany,Analgesics,2019-01-01,distributor_count,exponential_smoothing,test,3.0,8.620887233956378
Alfa,Germany,Analgesics,2019-02-01,distributor_count,seasonal_naive,test,7.0,8.0
Alfa,Germany,Analgesics,2019-02-01,distributor_count,moving_average,test,7.0,6.333333333333333
Alfa,Germany,Analgesics,2019-02-01,distributor_count,exponential_smoothing,test,7.0,6.934621063769464
Alfa,Germany,Analgesics,2019-03-01,distributor_count,seasonal_naive,test,4.0,11.0
Alfa,Germany,Analgesics,2019-03-01,distributor_count,moving_average,test,4.0,6.0
Alfa,Germany,Analgesics,2019-03-01,distributor_count,exponential_smoothing,test,4.0,6.954234744638624
Alfa,Germany,Analgesics,2019-04-01,distributor_count,seasonal_naive,test,4.0,8.0
Alfa,Germany,Analgesics,2019-04-01,distributor_count,moving_average,test,4.0,4.666666666666667
Alfa,Germany,Analgesics,2019-04-01,distributor_count,exponential_smoothing,test,4.0,6.067964321247037
Alfa,Germany,Analgesics,2018-07-01,workload,seasonal_naive,validation,3.700638837910643,3.6873775180570316
Alfa,Germany,Analgesics,2018-07-01,workload,moving_average,validation,3.700638837910643,3.372232149564807
Alfa,Germany,Analgesics,2018-07-01,workload,exponential_smoothing,validation,3.700638837910643,3.380956595518418
Alfa,Germany,Analgesics,2018-08-01,workload,seasonal_naive,validation,2.889866329673632,4.160034396900523
Alfa,Germany,Analgesics,2018-08-01,workload,moving_average,validation,2.889866329673632,3.557122734151132
Alfa,Germany,Analgesics,2018-08-01,workload,exponential_smoothing,validation,2.889866329673632,3.4768612682360853
Alfa,Germany,Analgesics,2018-09-01,workload,seasonal_naive,validation,3.407201884585252,3.2135078935788877
Alfa,Germany,Analgesics,2018-09-01,workload,moving_average,validation,3.407201884585252,3.344003795643417
Alfa,Germany,Analgesics,2018-09-01,workload,exponential_smoothing,validation,3.407201884585252,3.3007627866673492
Alfa,Germany,Analgesics,2018-10-01,workload,seasonal_naive,validation,4.450325455852839,3.4342764308788647
Alfa,Germany,Analgesics,2018-10-01,workload,moving_average,validation,4.450325455852839,3.3325690173898423
Alfa,Germany,Analgesics,2018-10-01,workload,exponential_smoothing,validation,4.450325455852839,3.3326945160427197
Alfa,Germany,Analgesics,2018-11-01,workload,seasonal_naive,validation,3.6236090988119383,3.3412896959550107
Alfa,Germany,Analgesics,2018-11-01,workload,moving_average,validation,3.6236090988119383,3.5824645567039077
Alfa,Germany,Analgesics,2018-11-01,workload,exponential_smoothing,validation,3.6236090988119383,3.6679837979857552
Alfa,Germany,Analgesics,2018-12-01,workload,seasonal_naive,validation,2.1596748661150285,2.604253463837642
Alfa,Germany,Analgesics,2018-12-01,workload,moving_average,validation,2.1596748661150285,3.82704547975001
Alfa,Germany,Analgesics,2018-12-01,workload,exponential_smoothing,validation,2.1596748661150285,3.65467138823361
Alfa,Germany,Analgesics,2019-01-01,workload,seasonal_naive,test,2.4059378923983386,2.963902304216706
Alfa,Germany,Analgesics,2019-01-01,workload,moving_average,test,2.4059378923983386,3.4112031402599357
Alfa,Germany,Analgesics,2019-01-01,workload,exponential_smoothing,test,2.4059378923983386,3.2061724315980356
Alfa,Germany,Analgesics,2019-02-01,workload,seasonal_naive,test,3.093744432638956,3.5321578823100124
Alfa,Germany,Analgesics,2019-02-01,workload,moving_average,test,3.093744432638956,2.7297406191084352
Alfa,Germany,Analgesics,2019-02-01,workload,exponential_smoothing,test,3.093744432638956,2.966102069838126
Alfa,Germany,Analgesics,2019-03-01,workload,seasonal_naive,test,3.647460478444252,3.5154936304023527
Alfa,Germany,Analgesics,2019-03-01,workload,moving_average,test,3.647460478444252,2.5531190637174412
Alfa,Germany,Analgesics,2019-03-01,workload,exponential_smoothing,test,3.647460478444252,3.0043947786783747
Alfa,Germany,Analgesics,2019-04-01,workload,seasonal_naive,test,2.5715713105165436,3.145967084151668
Alfa,Germany,Analgesics,2019-04-01,workload,moving_average,test,2.5715713105165436,3.0490476011605154
Alfa,Germany,Analgesics,2019-04-01,workload,exponential_smoothing,test,2.5715713105165436,3.1973144886081375
Alfa,Germany,Antibiotics,2018-07-01,total_sales,seasonal_naive,validation,6261362.0,8860335.0
Alfa,Germany,Antibiotics,2018-07-01,total_sales,moving_average,validation,6261362.0,6861281.666666667
Alfa,Germany,Antibiotics,2018-07-01,total_sales,exponential_smoothing,validation,6261362.0,7215155.988056772
Alfa,Germany,Antibiotics,2018-08-01,total_sales,seasonal_naive,validation,5965242.0,11775997.0
Alfa,Germany,Antibiotics,2018-08-01,total_sales,moving_average,validation,5965242.0,7432174.333333333
Alfa,Germany,Antibiotics,2018-08-01,total_sales,exponential_smoothing,validation,5965242.0,6929017.79163974
Alfa,Germany,Antibiotics,2018-09-01,total_sales,seasonal_naive,validation,3854042.0,9598074.0
Alfa,Germany,Antibiotics,2018-09-01,total_sales,moving_average,validation,3854042.0,6328284.666666667
Alfa,Germany,Antibiotics,2018-09-01,total_sales,exponential_smoothing,validation,3854042.0,6639885.054147817
Alfa,Germany,Antibiotics,2018-10-01,total_sales,seasonal_naive,validation,6802823.0,7920070.0
Alfa,Germany,Antibiotics,2018-10-01,total_sales,moving_average,validation,6802823.0,5360215.333333333
Alfa,Germany,Antibiotics,2018-10-01,total_sales,exponential_smoothing,validation,6802823.0,5804132.1379034715
Alfa,Germany,Antibiotics,2018-11-01,total_sales,seasonal_naive,validation,8569315.0,7370540.0
Alfa,Germany,Antibiotics,2018-11-01,total_sales,moving_average,validation,8569315.0,5540702.333333333
Alfa,Germany,Antibiotics,2018-11-01,total_sales,exponential_smoothing,validation,8569315.0,6103739.396532429
Alfa,Germany,Antibiotics,2018-12-01,total_sales,seasonal_naive,validation,4604143.0,4800374.0
Alfa,Germany,Antibiotics,2018-12-01,total_sales,moving_average,validation,4604143.0,6408726.666666667
Alfa,Germany,Antibiotics,2018-12-01,total_sales,exponential_smoothing,validation,4604143.0,6843412.077572701
Alfa,Germany,Antibiotics,2019-01-01,total_sales,seasonal_naive,test,1633385.0,3934442.0
Alfa,Germany,Antibiotics,2019-01-01,total_sales,moving_average,test,1633385.0,6658760.333333333
Alfa,Germany,Antibiotics,2019-01-01,total_sales,exponential_smoothing,test,1633385.0,6171631.35430089
Alfa,Germany,Antibiotics,2019-02-01,total_sales,seasonal_naive,test,8652464.0,10761720.0
Alfa,Germany,Antibiotics,2019-02-01,total_sales,moving_average,test,8652464.0,4935614.333333333
Alfa,Germany,Antibiotics,2019-02-01,total_sales,exponential_smoothing,test,8652464.0,4810157.4480106225
Alfa,Germany,Antibiotics,2019-03-01,total_sales,seasonal_naive,test,10347617.0,6790271.0
Alfa,Germany,Antibiotics,2019-03-01,total_sales,moving_average,test,10347617.0,4963330.666666667
Alfa,Germany,Antibiotics,2019-03-01,total_sales,exponential_smoothing,test,10347617.0,5962849.413607435
Alfa,Germany,Antibiotics,2019-04-01,total_sales,seasonal_naive,test,4387140.0,4548684.0
Alfa,Germany,Antibiotics,2019-04-01,total_sales,moving_average,test,4387140.0,6877822.0
Alfa,Germany,Antibiotics,2019-04-01,total_sales,exponential_smoothing,test,4387140.0,7278279.689525205
Alfa,Germany,Antibiotics,2018-07-01,distinct_customers,seasonal_naive,validation,140.0,155.0
Alfa,Germany,Antibiotics,2018-07-01,distinct_customers,moving_average,validation,140.0,140.0
Alfa,Germany,Antibiotics,2018-07-01,distinct_customers,exponential_smoothing,validation,140.0,139.2715369008805
Alfa,Germany,Antibiotics,2018-08-01,distinct_customers,seasonal_naive,validation,122.0,173.0
Alfa,Germany,Antibiotics,2018-08-01,distinct_customers,moving_average,validation,122.0,140.33333333333334
Alfa,Germany,Antibiotics,2018-08-01,distinct_customers,exponential_smoothing,validation,122.0,139.49007583061635
Alfa,Germany,Antibiotics,2018-09-01,distinct_customers,seasonal_naive,validation,123.0,140.0
Alfa,Germany,Antibiotics,2018-09-01,distinct_customers,moving_average,validation,123.0,136.0
Alfa,Germany,Antibiotics,2018-09-01,distinct_customers,exponential_smoothing,validation,123.0,134.24305308143144
Alfa,Germany,Antibiotics,2018-10-01,distinct_customers,seasonal_naive,validation,178.0,140.0
Alfa,Germany,Antibiotics,2018-10-01,distinct_customers,moving_average,validation,178.0,128.33333333333334
Alfa,Germany,Antibiotics,2018-10-01,distinct_customers,exponential_smoothing,validation,178.0,130.870137157002
Alfa,Germany,Antibiotics,2018-11-01,distinct_customers,seasonal_naive,validation,155.0,152.0
Alfa,Germany,Antibiotics,2018-11-01,distinct_customers,moving_average,validation,155.0,141.0
Alfa,Germany,Antibiotics,2018-11-01,distinct_customers,exponential_smoothing,validation,155.0,145.00909600990138
Alfa,Germany,Antibiotics,2018-12-01,distinct_customers,seasonal_naive,validation,108.0,118.0
Alfa,Germany,Antibiotics,2018-12-01,distinct_customers,moving_average,validation,108.0,152.0
Alfa,Germany,Antibiotics,2018-12-01,distinct_customers,exponential_smoothing,validation,108.0,148.00636720693097
Alfa,Germany,Antibiotics,2019-01-01,distinct_customers,seasonal_naive,test,102.0,124.0
Alfa,Germany,Antibiotics,2019-01-01,distinct_customers,moving_average,test,102.0,147.0
Alfa,Germany,Antibiotics,2019-01-01,distinct_customers,exponential_smoothing,test,102.0,136.00445704485168
Alfa,Germany,Antibiotics,2019-02-01,distinct_customers,seasonal_naive,test,128.0,142.0
Alfa,Germany,Antibiotics,2019-02-01,distinct_customers,moving_average,test,128.0,121.66666666666667
Alfa,Germany,Antibiotics,2019-02-01,distinct_customers,exponential_smoothing,test,128.0,125.80311993139617
Alfa,Germany,Antibiotics,2019-03-01,distinct_customers,seasonal_naive,test,168.0,136.0
Alfa,Germany,Antibiotics,2019-03-01,distinct_customers,moving_average,test,168.0,112.66666666666667
Alfa,Germany,Antibiotics,2019-03-01,distinct_customers,exponential_smoothing,test,168.0,126.46218395197732
Alfa,Germany,Antibiotics,2019-04-01,distinct_customers,seasonal_naive,test,117.0,139.0
Alfa,Germany,Antibiotics,2019-04-01,distinct_customers,moving_average,test,117.0,132.66666666666666
Alfa,Germany,Antibiotics,2019-04-01,distinct_customers,exponential_smoothing,test,117.0,138.92352876638412
Alfa,Germany,Antibiotics,2018-07-01,transaction_count,seasonal_naive,validation,163.0,184.0
Alfa,Germany,Antibiotics,2018-07-01,transaction_count,moving_average,validation,163.0,162.33333333333334
Alfa,Germany,Antibiotics,2018-07-01,transaction_count,exponential_smoothing,validation,163.0,161.4354804673928
Alfa,Germany,Antibiotics,2018-08-01,transaction_count,seasonal_naive,validation,142.0,209.0
Alfa,Germany,Antibiotics,2018-08-01,transaction_count,moving_average,validation,142.0,162.33333333333334
Alfa,Germany,Antibiotics,2018-08-01,transaction_count,exponential_smoothing,validation,142.0,161.90483632717496
Alfa,Germany,Antibiotics,2018-09-01,transaction_count,seasonal_naive,validation,138.0,165.0
Alfa,Germany,Antibiotics,2018-09-01,transaction_count,moving_average,validation,138.0,157.0
Alfa,Germany,Antibiotics,2018-09-01,transaction_count,exponential_smoothing,validation,138.0,155.93338542902248
Alfa,Germany,Antibiotics,2018-10-01,transaction_count,seasonal_naive,validation,214.0,161.0
Alfa,Germany,Antibiotics,2018-10-01,transaction_count,moving_average,validation,214.0,147.66666666666666
