team,country,product_class,scenario,scenario_change,workload_before,capacity_before,utilization_before,fte_gap_before,workload_after,capacity_after,utilization_after,remaining_gap
Delta,Germany,Antibiotics,Base case,demand=+0%; FTE=+0; capacity=+0%,3.379724481909679,4.161991619349919,0.8120449993692139,-0.10455752818263125,3.379724481909679,4.161991619349919,0.8120449993692139,-0.10455752818263125
Alfa,Germany,Antimalarial,Add 2 representatives,demand=+0%; FTE=+2; capacity=+0%,2.614352210612992,2.9929366965854394,0.8735073526933049,-0.05060145846225711,2.614352210612992,17.95631907635727,0.14559510774428472,-2.0506014584622574
Alfa,Germany,Antimalarial,Capacity -10%,demand=+0%; FTE=+0; capacity=-10%,2.614352210612992,2.9929366965854394,0.8735073526933049,-0.05060145846225711,2.614352210612992,2.6936430269268956,0.9705637252147832,-0.011775533736883836
Alfa,Germany,Antimalarial,Product launch +30%,demand=+30%; FTE=+0; capacity=+0%,2.614352210612992,2.9929366965854394,0.8735073526933049,-0.05060145846225711,3.39865787379689,2.9929366965854394,1.1355595585012963,0.054228538296250794
Delta,Germany,Antimalarial,Base case,demand=+0%; FTE=+0; capacity=+0%,3.4320579118001744,4.084406263461143,0.8402831869354332,-0.0871926326687798,3.4320579118001744,4.084406263461143,0.8402831869354332,-0.0871926326687798
Delta,Germany,Antimalarial,Demand +10%,demand=+10%; FTE=+0; capacity=+0%,3.4320579118001744,4.084406263461143,0.8402831869354332,-0.0871926326687798,3.775263702980192,4.084406263461143,0.9243115056289766,-0.041319877101966496
Delta,Germany,Antimalarial,Demand +20%,demand=+20%; FTE=+0; capacity=+0%,3.4320579118001744,4.084406263461143,0.8402831869354332,-0.0871926326687798,4.118469494160209,4.084406263461143,1.0083398243225197,0.004552878464846755
Delta,Germany,Antimalarial,Add 1 representative,demand=+0%; FTE=+1; capacity=+0%,3.4320579118001744,4.084406263461143,0.8402831869354332,-0.0871926326687798,3.4320579118001744,11.56609745334706,0.2967343069383344,-1.0871926326687797
Delta,Germany,Antimalarial,Add 2 representatives,demand=+0%; FTE=+2; capacity=+0%,3.4320579118001744,4.084406263461143,0.8402831869354332,-0.0871926326687798,3.4320579118001744,19.047788643232973,0.1801814360754925,-2.0871926326687795
Delta,Germany,Antimalarial,Capacity -10%,demand=+0%; FTE=+0; capacity=-10%,3.4320579118001744,4.084406263461143,0.8402831869354332,-0.0871926326687798,3.4320579118001744,3.6759656371150293,0.9336479854838148,-0.03622290426120944
Delta,Germany,Antimalarial,Product launch +30%,demand=+30%; FTE=+0; capacity=+0%,3.4320579118001744,4.084406263461143,0.8402831869354332,-0.0871926326687798,4.461675285340227,4.084406263461143,1.0923681430160634,0.05042563403166023
Charlie,Germany,Analgesics,Base case,demand=+0%; FTE=+0; capacity=+0%,3.1414852680296788,3.8014429889522217,0.8263928400766456,-0.08820969807130014,3.1414852680296788,3.8014429889522217,0.8263928400766456,-0.08820969807130014
Charlie,Germany,Analgesics,Demand +10%,demand=+10%; FTE=+0; capacity=+0%,3.1414852680296788,3.8014429889522217,0.8263928400766456,-0.08820969807130014,3.455633794832647,3.8014429889522217,0.9090321240843101,-0.04622072541393518
Charlie,Germany,Analgesics,Demand +20%,demand=+20%; FTE=+0; capacity=+0%,3.1414852680296788,3.8014429889522217,0.8263928400766456,-0.08820969807130014,3.7697823216356143,3.8014429889522217,0.9916714080919746,-0.004231752756570284
Charlie,Germany,Analgesics,Add 1 representative,demand=+0%; FTE=+1; capacity=+0%,3.1414852680296788,3.8014429889522217,0.8263928400766456,-0.08820969807130014,3.1414852680296788,11.283134178838138,0.2784231064026191,-1.0882096980713
Charlie,Germany,Analgesics,Add 2 representatives,demand=+0%; FTE=+2; capacity=+0%,3.1414852680296788,3.8014429889522217,0.8263928400766456,-0.08820969807130014,3.1414852680296788,18.764825368724054,0.16741350938792612,-2.0882096980713003
Charlie,Germany,Analgesics,Capacity -10%,demand=+0%; FTE=+0; capacity=-10%,3.1414852680296788,3.8014429889522217,0.8263928400766456,-0.08820969807130014,3.1414852680296788,3.4212986900569997,0.9182142667518283,-0.041555284007561366
Charlie,Germany,Analgesics,Product launch +30%,demand=+30%; FTE=+0; capacity=+0%,3.1414852680296788,3.8014429889522217,0.8263928400766456,-0.08820969807130014,4.083930848438582,3.8014429889522217,1.074310692099639,0.037757219900794614
Bravo,Germany,Antipiretics,Base case,demand=+0%; FTE=+0; capacity=+0%,2.612689489164614,3.213612656555266,0.8130069701571336,-0.08031916209038492,2.612689489164614,3.213612656555266,0.8130069701571336,-0.08031916209038492
Bravo,Germany,Antipiretics,Demand +10%,demand=+10%; FTE=+0; capacity=+0%,2.612689489164614,3.213612656555266,0.8130069701571336,-0.08031916209038492,2.873958438081076,3.213612656555266,0.8943076671728472,-0.04539805370921346
Bravo,Germany,Antipiretics,Demand +20%,demand=+20%; FTE=+0; capacity=+0%,2.612689489164614,3.213612656555266,0.8130069701571336,-0.08031916209038492,3.135227386997537,3.213612656555266,0.9756083641885603,-0.010476945328042109
Bravo,Germany,Antipiretics,Add 1 representative,demand=+0%; FTE=+1; capacity=+0%,2.612689489164614,3.213612656555266,0.8130069701571336,-0.08031916209038492,2.612689489164614,10.695303846441183,0.24428380218800197,-1.080319162090385
Bravo,Germany,Antipiretics,Add 2 representatives,demand=+0%; FTE=+2; capacity=+0%,2.612689489164614,3.213612656555266,0.8130069701571336,-0.08031916209038492,2.612689489164614,18.1769950363271,0.14373605119785202,-2.080319162090385
Bravo,Germany,Antipiretics,Capacity -10%,demand=+0%; FTE=+0; capacity=-10%,2.612689489164614,3.213612656555266,0.8130069701571336,-0.08031916209038492,2.612689489164614,2.8922513908997396,0.9033410779523707,-0.04151793055575004
Bravo,Germany,Antipiretics,Product launch +30%,demand=+30%; FTE=+0; capacity=+0%,2.612689489164614,3.213612656555266,0.8130069701571336,-0.08031916209038492,3.3964963359139984,3.213612656555266,1.0569090612042737,0.024444163053129297
Charlie,Germany,Antipiretics,Base case,demand=+0%; FTE=+0; capacity=+0%,2.535510144139673,3.1438960947402115,0.8064866228822327,-0.08131663485696677,2.535510144139673,3.1438960947402115,0.8064866228822327,-0.08131663485696677
Charlie,Germany,Antipiretics,Demand +10%,demand=+10%; FTE=+0; capacity=+0%,2.535510144139673,3.1438960947402115,0.8064866228822327,-0.08131663485696677,2.7890611585536407,3.1438960947402115,0.887135285170456,-0.04742710266714195
Charlie,Germany,Antipiretics,Demand +20%,demand=+20%; FTE=+0; capacity=+0%,2.535510144139673,3.1438960947402115,0.8064866228822327,-0.08131663485696677,3.0426121729676074,3.1438960947402115,0.9677839474586792,-0.013537570477317185
Charlie,Germany,Antipiretics,Add 1 representative,demand=+0%; FTE=+1; capacity=+0%,2.535510144139673,3.1438960947402115,0.8064866228822327,-0.08131663485696677,2.535510144139673,10.625587284626128,0.2386230592456977,-1.0813166348569667
Charlie,Germany,Antipiretics,Add 2 representatives,demand=+0%; FTE=+2; capacity=+0%,2.535510144139673,3.1438960947402115,0.8064866228822327,-0.08131663485696677,2.535510144139673,18.107278474512043,0.14002712487736232,-2.0813166348569667
Charlie,Germany,Antipiretics,Capacity -10%,demand=+0%; FTE=+0; capacity=-10%,2.535510144139673,3.1438960947402115,0.8064866228822327,-0.08131663485696677,2.535510144139673,2.82950648526619,0.8960962476469253,-0.043661599090494774
Charlie,Germany,Antipiretics,Product launch +30%,demand=+30%; FTE=+0; capacity=+0%,2.535510144139673,3.1438960947402115,0.8064866228822327,-0.08131663485696677,3.296163187381575,3.1438960947402115,1.0484326097469026,0.020351961712507638
Delta,Germany,Analgesics,Base case,demand=+0%; FTE=+0; capacity=+0%,4.177992853650434,5.187334268118068,0.8054219446255548,-0.13490818971947238,4.177992853650434,5.187334268118068,0.8054219446255548,-0.13490818971947238
Delta,Germany,Analgesics,Demand +10%,demand=+10%; FTE=+0; capacity=+0%,4.177992853650434,5.187334268118068,0.8054219446255548,-0.13490818971947238,4.595792139015478,5.187334268118068,0.8859641390881106,-0.07906529607934942
Delta,Germany,Analgesics,Demand +20%,demand=+20%; FTE=+0; capacity=+0%,4.177992853650434,5.187334268118068,0.8054219446255548,-0.13490818971947238,5.01359142438052,5.187334268118068,0.9665063335506657,-0.023222402439226797
Delta,Germany,Analgesics,Add 1 representative,demand=+0%; FTE=+1; capacity=+0%,4.177992853650434,5.187334268118068,0.8054219446255548,-0.13490818971947238,4.177992853650434,12.669025458003984,0.3297801293003858,-1.1349081897194724
Delta,Germany,Analgesics,Add 2 representatives,demand=+0%; FTE=+2; capacity=+0%,4.177992853650434,5.187334268118068,0.8054219446255548,-0.13490818971947238,4.177992853650434,20.1507166478899,0.20733718441164897,-2.1349081897194724
Delta,Germany,Analgesics,Capacity -10%,demand=+0%; FTE=+0; capacity=-10%,4.177992853650434,5.187334268118068,0.8054219446255548,-0.13490818971947238,4.177992853650434,4.668600841306262,0.8949132718061721,-0.07286053011933591
Delta,Germany,Analgesics,Product launch +30%,demand=+30%; FTE=+0; capacity=+0%,4.177992853650434,5.187334268118068,0.8054219446255548,-0.13490818971947238,5.431390709745564,5.187334268118068,1.0470485280132213,0.03262049120089616
Bravo,Germany,Antibiotics,Base case,demand=+0%; FTE=+0; capacity=+0%,2.4799907671780503,3.1111504268944894,0.7971298159483551,-0.08436056015913468,2.4799907671780503,3.1111504268944894,0.7971298159483551,-0.08436056015913468
Bravo,Germany,Antibiotics,Demand +10%,demand=+10%; FTE=+0; capacity=+0%,2.4799907671780503,3.1111504268944894,0.7971298159483551,-0.08436056015913468,2.7279898438958554,3.1111504268944894,0.8768427975431905,-0.051213097851005585
Bravo,Germany,Antibiotics,Demand +20%,demand=+20%; FTE=+0; capacity=+0%,2.4799907671780503,3.1111504268944894,0.7971298159483551,-0.08436056015913468,2.9759889206136605,3.1111504268944894,0.956555779138026,-0.01806563554287649
Bravo,Germany,Antibiotics,Add 1 representative,demand=+0%; FTE=+1; capacity=+0%,2.4799907671780503,3.1111504268944894,0.7971298159483551,-0.08436056015913468,2.4799907671780503,10.592841616780406,0.23411949851581187,-1.0843605601591348
Bravo,Germany,Antibiotics,Add 2 representatives,demand=+0%; FTE=+2; capacity=+0%,2.4799907671780503,3.1111504268944894,0.7971298159483551,-0.08436056015913468,2.4799907671780503,18.074532806666323,0.13720912145863987,-2.084360560159135
Bravo,Germany,Antibiotics,Capacity -10%,demand=+0%; FTE=+0; capacity=-10%,2.4799907671780503,3.1111504268944894,0.7971298159483551,-0.08436056015913468,2.4799907671780503,2.8000353842050405,0.8856997954981721,-0.04753004648343573
Bravo,Germany,Antibiotics,Product launch +30%,demand=+30%; FTE=+0; capacity=+0%,2.4799907671780503,3.1111504268944894,0.7971298159483551,-0.08436056015913468,3.2239879973314656,3.1111504268944894,1.0362687607328616,0.01508182676525266
Delta,Germany,Mood Stabilizers,Base case,demand=+0%; FTE=+0; capacity=+0%,4.349598258957839,5.466140945464293,0.7957347427286994,-0.14923667098367366,4.349598258957839,5.466140945464293,0.7957347427286994,-0.14923667098367366
Delta,Germany,Mood Stabilizers,Demand +10%,demand=+10%; FTE=+0; capacity=+0%,4.349598258957839,5.466140945464293,0.7957347427286994,-0.14923667098367366,4.784558084853622,5.466140945464293,0.8753082170015692,-0.09110010602042284
Delta,Germany,Mood Stabilizers,Demand +20%,demand=+20%; FTE=+0; capacity=+0%,4.349598258957839,5.466140945464293,0.7957347427286994,-0.14923667098367366,5.219517910749406,5.466140945464293,0.9548816912744392,-0.03296354105717203
Delta,Germany,Mood Stabilizers,Add 1 representative,demand=+0%; FTE=+1; capacity=+0%,4.349598258957839,5.466140945464293,0.7957347427286994,-0.14923667098367366,4.349598258957839,12.94783213535021,0.3359325494406552,-1.1492366709836737
Delta,Germany,Mood Stabilizers,Add 2 representatives,demand=+0%; FTE=+2; capacity=+0%,4.349598258957839,5.466140945464293,0.7957347427286994,-0.14923667098367366,4.349598258957839,20.429523325236126,0.21290747658242612,-2.1492366709836737
Delta,Germany,Mood Stabilizers,Capacity -10%,demand=+0%; FTE=+0; capacity=-10%,4.349598258957839,5.466140945464293,0.7957347427286994,-0.14923667098367366,4.349598258957839,4.919526850917864,0.8841497141429991,-0.08464048769117283
Delta,Germany,Mood Stabilizers,Product launch +30%,demand=+30%; FTE=+0; capacity=+0%,4.349598258957839,5.466140945464293,0.7957347427286994,-0.14923667098367366,5.65447773664519,5.466140945464293,1.034455165547309,0.025173023906078784
Charlie,Germany,Mood Stabilizers,Base case,demand=+0%; FTE=+0; capacity=+0%,3.197040876393861,4.0433749074358305,0.7906862335507034,-0.11312068482405174,3.197040876393861,4.0433749074358305,0.7906862335507034,-0.11312068482405174
Charlie,Germany,Mood Stabilizers,Demand +10%,demand=+10%; FTE=+0; capacity=+0%,3.197040876393861,4.0433749074358305,0.7906862335507034,-0.11312068482405174,3.516744964033247,4.0433749074358305,0.8697548569057738,-0.070389158017442
Charlie,Germany,Mood Stabilizers,Demand +20%,demand=+20%; FTE=+0; capacity=+0%,3.197040876393861,4.0433749074358305,0.7906862335507034,-0.11312068482405174,3.836449051672633,4.0433749074358305,0.948823480260844,-0.027657631210832312
Charlie,Germany,Mood Stabilizers,Add 1 representative,demand=+0%; FTE=+1; capacity=+0%,3.197040876393861,4.0433749074358305,0.7906862335507034,-0.11312068482405174,3.197040876393861,11.525066097321748,0.2773989189647082,-1.1131206848240518
Charlie,Germany,Mood Stabilizers,Add 2 representatives,demand=+0%; FTE=+2; capacity=+0%,3.197040876393861,4.0433749074358305,0.7906862335507034,-0.11312068482405174,3.197040876393861,19.006757287207662,0.16820548755813292,-2.113120684824052
Charlie,Germany,Mood Stabilizers,Capacity -10%,demand=+0%; FTE=+0; capacity=-10%,3.197040876393861,4.0433749074358305,0.7906862335507034,-0.11312068482405174,3.197040876393861,3.6390374166922475,0.8785402595007815,-0.06564121059448541
Charlie,Germany,Mood Stabilizers,Product launch +30%,demand=+30%; FTE=+0; capacity=+0%,3.197040876393861,4.0433749074358305,0.7906862335507034,-0.11312068482405174,4.1561531393120195,4.0433749074358305,1.0278921036159145,0.015073895595777542
Alfa,Germany,Antibiotics,Base case,demand=+0%; FTE=+0; capacity=+0%,2.689109594596772,3.423985849105808,0.7853740386511957,-0.09822328078743403,2.689109594596772,3.423985849105808,0.7853740386511957,-0.09822328078743403
Alfa,Germany,Antibiotics,Demand +10%,demand=+10%; FTE=+0; capacity=+0%,2.689109594596772,3.423985849105808,0.7853740386511957,-0.09822328078743403,2.9580205540564495,3.423985849105808,0.8639114425163154,-0.062280744182447834
Alfa,Germany,Antibiotics,Demand +20%,demand=+20%; FTE=+0; capacity=+0%,2.689109594596772,3.423985849105808,0.7853740386511957,-0.09822328078743403,3.2269315135161265,3.423985849105808,0.942448846381435,-0.026338207577461636
Alfa,Germany,Antibiotics,Add 1 representative,demand=+0%; FTE=+1; capacity=+0%,2.689109594596772,3.423985849105808,0.7853740386511957,-0.09822328078743403,2.689109594596772,10.905677038991724,0.24657887676136347,-1.0982232807874341
Alfa,Germany,Antibiotics,Add 2 representatives,demand=+0%; FTE=+2; capacity=+0%,2.689109594596772,3.423985849105808,0.7853740386511957,-0.09822328078743403,2.689109594596772,18.38736822887764,0.14624766095527933,-2.098223280787434
Alfa,Germany,Antibiotics,Capacity -10%,demand=+0%; FTE=+0; capacity=-10%,2.689109594596772,3.423985849105808,0.7853740386511957,-0.09822328078743403,2.689109594596772,3.0815872641952273,0.8726378207235508,-0.05828712900411609
Alfa,Germany,Antibiotics,Product launch +30%,demand=+30%; FTE=+0; capacity=+0%,2.689109594596772,3.423985849105808,0.7853740386511957,-0.09822328078743403,3.4958424729758035,3.423985849105808,1.0209862502465545,0.009604329027524505
Delta,Germany,Antipiretics,Base case,demand=+0%; FTE=+0; capacity=+0%,3.4551165593548765,4.412070818567148,0.7831054172600408,-0.12790614246494497,3.4551165593548765,4.412070818567148,0.7831054172600408,-0.12790614246494497
Delta,Germany,Antipiretics,Demand +10%,demand=+10%; FTE=+0; capacity=+0%,3.4551165593548765,4.412070818567148,0.7831054172600408,-0.12790614246494497,3.8006282152903643,4.412070818567148,0.8614159589860451,-0.08172518589157474
Delta,Germany,Antipiretics,Demand +20%,demand=+20%; FTE=+0; capacity=+0%,3.4551165593548765,4.412070818567148,0.7831054172600408,-0.12790614246494497,4.146139871225851,4.412070818567148,0.939726500712049,-0.03554422931820467
Delta,Germany,Antipiretics,Add 1 representative,demand=+0%; FTE=+1; capacity=+0%,3.4551165593548765,4.412070818567148,0.7831054172600408,-0.12790614246494497,3.4551165593548765,11.893762008453065,0.2904982088004852,-1.127906142464945
Delta,Germany,Antipiretics,Add 2 representatives,demand=+0%; FTE=+2; capacity=+0%,3.4551165593548765,4.412070818567148,0.7831054172600408,-0.12790614246494497,3.4551165593548765,19.37545319833898,0.17832442544626914,-2.1279061424649446
Delta,Germany,Antipiretics,Capacity -10%,demand=+0%; FTE=+0; capacity=-10%,3.4551165593548765,4.412070818567148,0.7831054172600408,-0.12790614246494497,3.4551165593548765,3.9708637367104336,0.8701171302889342,-0.0765939684945337
Delta,Germany,Antipiretics,Product launch +30%,demand=+30%; FTE=+0; capacity=+0%,3.4551165593548765,4.412070818567148,0.7831054172600408,-0.12790614246494497,4.4916515271613395,4.412070818567148,1.0180370424380532,0.010636727255165512
Bravo,Germany,Antiseptics,Base case,demand=+0%; FTE=+0; capacity=+0%,3.528157610227979,4.529010782026589,0.7790128529235341,-0.13377365443144834,3.528157610227979,4.529010782026589,0.7790128529235341,-0.13377365443144834
Bravo,Germany,Antiseptics,Demand +10%,demand=+10%; FTE=+0; capacity=+0%,3.528157610227979,4.529010782026589,0.7790128529235341,-0.13377365443144834,3.8809733712507772,4.529010782026589,0.8569141382158875,-0.08661643394903251
Bravo,Germany,Antiseptics,Demand +20%,demand=+20%; FTE=+0; capacity=+0%,3.528157610227979,4.529010782026589,0.7790128529235341,-0.13377365443144834,4.233789132273575,4.529010782026589,0.9348154235082409,-0.03945921346661674
Bravo,Germany,Antiseptics,Add 1 representative,demand=+0%; FTE=+1; capacity=+0%,3.528157610227979,4.529010782026589,0.7790128529235341,-0.13377365443144834,3.528157610227979,12.010701971912505,0.2937511577989957,-1.1337736544314483
Bravo,Germany,Antiseptics,Add 2 representatives,demand=+0%; FTE=+2; capacity=+0%,3.528157610227979,4.529010782026589,0.7790128529235341,-0.13377365443144834,3.528157610227979,19.49239316179842,0.18100176725054634,-2.1337736544314483
Bravo,Germany,Antiseptics,Capacity -10%,demand=+0%; FTE=+0; capacity=-10%,3.528157610227979,4.529010782026589,0.7790128529235341,-0.13377365443144834,3.528157610227979,4.0761097038239305,0.8655698365817044,-0.08137674278431972
Bravo,Germany,Antiseptics,Product launch +30%,demand=+30%; FTE=+0; capacity=+0%,3.528157610227979,4.529010782026589,0.7790128529235341,-0.13377365443144834,4.586604893296373,4.529010782026589,1.0127167088005944,0.0076980070157991465
Charlie,Germany,Antimalarial,Base case,demand=+0%; FTE=+0; capacity=+0%,2.6688182159155422,3.4284862639028666,0.7784246488062212,-0.1015369424782297,2.6688182159155422,3.4284862639028666,0.7784246488062212,-0.1015369424782297
Charlie,Germany,Antimalarial,Demand +10%,demand=+10%; FTE=+0; capacity=+0%,2.6688182159155422,3.4284862639028666,0.7784246488062212,-0.1015369424782297,2.9357000375070967,3.4284862639028666,0.8562671136868434,-0.06586561966924537
Charlie,Germany,Antimalarial,Demand +20%,demand=+20%; FTE=+0; capacity=+0%,2.6688182159155422,3.4284862639028666,0.7784246488062212,-0.1015369424782297,3.202581859098651,3.4284862639028666,0.9341095785674655,-0.03019429686026115
Charlie,Germany,Antimalarial,Add 1 representative,demand=+0%; FTE=+1; capacity=+0%,2.6688182159155422,3.4284862639028666,0.7784246488062212,-0.1015369424782297,2.6688182159155422,10.910177453788783,0.24461730592555486,-1.1015369424782298
Charlie,Germany,Antimalarial,Add 2 representatives,demand=+0%; FTE=+2; capacity=+0%,2.6688182159155422,3.4284862639028666,0.7784246488062212,-0.1015369424782297,2.6688182159155422,18.3918686436747,0.14510859486990724,-2.10153694247823
Charlie,Germany,Antimalarial,Capacity -10%,demand=+0%; FTE=+0; capacity=-10%,2.6688182159155422,3.4284862639028666,0.7784246488062212,-0.1015369424782297,2.6688182159155422,3.08563763751258,0.8649162764513568,-0.061902139357136066
Charlie,Germany,Antimalarial,Product launch +30%,demand=+30%; FTE=+0; capacity=+0%,2.6688182159155422,3.4284862639028666,0.7784246488062212,-0.1015369424782297,3.469463680690205,3.4284862639028666,1.0119520434480875,0.005477025948723124
Alfa,Germany,Analgesics,Base case,demand=+0%; FTE=+0; capacity=+0%,3.0095915351806592,3.8682555125326386,0.7780229422358422,-0.11476870076016493,3.0095915351806592,3.8682555125326386,0.7780229422358422,-0.11476870076016493
Alfa,Germany,Analgesics,Demand +10%,demand=+10%; FTE=+0; capacity=+0%,3.0095915351806592,3.8682555125326386,0.7780229422358422,-0.11476870076016493,3.3105506886987253,3.8682555125326386,0.8558252364594265,-0.07454261472163448
Alfa,Germany,Analgesics,Demand +20%,demand=+20%; FTE=+0; capacity=+0%,3.0095915351806592,3.8682555125326386,0.7780229422358422,-0.11476870076016493,3.611509842216791,3.8682555125326386,0.9336275306830106,-0.03431652868310414
Alfa,Germany,Analgesics,Add 1 representative,demand=+0%; FTE=+1; capacity=+0%,3.0095915351806592,3.8682555125326386,0.7780229422358422,-0.11476870076016493,3.0095915351806592,11.349946702418555,0.2651634949562668,-1.114768700760165
Alfa,Germany,Analgesics,Add 2 representatives,demand=+0%; FTE=+2; capacity=+0%,3.0095915351806592,3.8682555125326386,0.7780229422358422,-0.11476870076016493,3.0095915351806592,18.83163789230447,0.15981570760823335,-2.1147687007601648
Alfa,Germany,Analgesics,Capacity -10%,demand=+0%; FTE=+0; capacity=-10%,3.0095915351806592,3.8682555125326386,0.7780229422358422,-0.11476870076016493,3.0095915351806592,3.4814299612793747,0.8644699358176025,-0.07007304960624228
Alfa,Germany,Analgesics,Product launch +30%,demand=+30%; FTE=+0; capacity=+0%,3.0095915351806592,3.8682555125326386,0.7780229422358422,-0.11476870076016493,3.9124689957348573,3.8682555125326386,1.011429824906595,0.005909557355426309
Alfa,Germany,Antipiretics,Base case,demand=+0%; FTE=+0; capacity=+0%,2.565687173006647,3.3085381383427896,0.7754745648154359,-0.0992891776047054,2.565687173006647,3.3085381383427896,0.7754745648154359,-0.0992891776047054
Alfa,Germany,Antipiretics,Demand +10%,demand=+10%; FTE=+0; capacity=+0%,2.565687173006647,3.3085381383427896,0.7754745648154359,-0.0992891776047054,2.8222558903073116,3.3085381383427896,0.8530220212969795,-0.0649963003943354
Alfa,Germany,Antipiretics,Demand +20%,demand=+20%; FTE=+0; capacity=+0%,2.565687173006647,3.3085381383427896,0.7754745648154359,-0.0992891776047054,3.078824607607976,3.3085381383427896,0.930569477778523,-0.03070342318396546
Alfa,Germany,Antipiretics,Add 1 representative,demand=+0%; FTE=+1; capacity=+0%,2.565687173006647,3.3085381383427896,0.7754745648154359,-0.0992891776047054,2.565687173006647,10.790229328228707,0.23777874361710374,-1.0992891776047053
Alfa,Germany,Antipiretics,Add 2 representatives,demand=+0%; FTE=+2; capacity=+0%,2.565687173006647,3.3085381383427896,0.7754745648154359,-0.0992891776047054,2.565687173006647,18.271920518114623,0.14041694032452948,-2.099289177604706
Alfa,Germany,Antipiretics,Capacity -10%,demand=+0%; FTE=+0; capacity=-10%,2.565687173006647,3.3085381383427896,0.7754745648154359,-0.0992891776047054,2.565687173006647,2.9776843245085107,0.8616384053504843,-0.06118598070429432
Alfa,Germany,Antipiretics,Product launch +30%,demand=+30%; FTE=+0; capacity=+0%,2.565687173006647,3.3085381383427896,0.7754745648154359,-0.0992891776047054,3.335393324908641,3.3085381383427896,1.0081169342600667,0.0035894540264045927
Charlie,Germany,Antiseptics,Base case,demand=+0%; FTE=+0; capacity=+0%,3.5618096507402384,4.667532328196602,0.7631033703233969,-0.147790472687663,3.5618096507402384,4.667532328196602,0.7631033703233969,-0.147790472687663
Charlie,Germany,Antiseptics,Demand +10%,demand=+10%; FTE=+0; capacity=+0%,3.5618096507402384,4.667532328196602,0.7631033703233969,-0.147790472687663,3.9179906158142623,4.667532328196602,0.8394137073557367,-0.10018346031116643
Charlie,Germany,Antiseptics,Demand +20%,demand=+20%; FTE=+0; capacity=+0%,3.5618096507402384,4.667532328196602,0.7631033703233969,-0.147790472687663,4.274171580888286,4.667532328196602,0.9157240443880762,-0.05257644793466998
Charlie,Germany,Antiseptics,Add 1 representative,demand=+0%; FTE=+1; capacity=+0%,3.5618096507402384,4.667532328196602,0.7631033703233969,-0.147790472687663,3.5618096507402384,12.149223518082518,0.29317179369026786,-1.1477904726876629
Charlie,Germany,Antiseptics,Add 2 representatives,demand=+0%; FTE=+2; capacity=+0%,3.5618096507402384,4.667532328196602,0.7631033703233969,-0.147790472687663,3.5618096507402384,19.630914707968433,0.18143880220183806,-2.147790472687663
Charlie,Germany,Antiseptics,Capacity -10%,demand=+0%; FTE=+0; capacity=-10%,3.5618096507402384,4.667532328196602,0.7631033703233969,-0.147790472687663,3.5618096507402384,4.200779095376942,0.8478926336926631,-0.09489379226933359
