rep_id,period,manager_id,team_id,territory_id,observation_id,population,anomaly_score,primary_reason_code,primary_reason,secondary_reason,recommended_review_action,driver_rank,feature,name,value,peer_value,percentile,contribution
REP_0dfc420450a6,2017-06-01,MGR_eb86f856200b,TEAM_f144a6907dc4,TERR_07a5ea4d7ed4,RPER_142e61e4b1139796,injected,0.6914893617021277,PCA_RECONSTRUCTION_CALCULATED_INCENTIVE,Calculated incentive was the largest PCA reconstruction deviation (observed 2.5e+04).,Final incentive paid was the next-largest reconstruction deviation (observed 2.5e+04).,"Validate the target, policy tier, adjustment approval, and payout reconciliation before action.",2,final_incentive_paid,Final incentive paid,25000.0,25000.0,0.6666666666666666,46.78616355737805
REP_0dfc420450a6,2017-06-01,MGR_eb86f856200b,TEAM_f144a6907dc4,TERR_07a5ea4d7ed4,RPER_142e61e4b1139796,injected,0.6914893617021277,PCA_RECONSTRUCTION_CALCULATED_INCENTIVE,Calculated incentive was the largest PCA reconstruction deviation (observed 2.5e+04).,Final incentive paid was the next-largest reconstruction deviation (observed 2.5e+04).,"Validate the target, policy tier, adjustment approval, and payout reconciliation before action.",3,expected_incentive,Expected incentive,25000.0,,0.5769230769230769,46.78616355737805
REP_0dfc420450a6,2017-07-01,MGR_eb86f856200b,TEAM_f144a6907dc4,TERR_07a5ea4d7ed4,RPER_ea18e4d5a7139ac6,injected,0.6319148936170212,PCA_RECONSTRUCTION_CALCULATED_INCENTIVE,Calculated incentive was the largest PCA reconstruction deviation (observed 2.5e+04).,Final incentive paid was the next-largest reconstruction deviation (observed 2.5e+04).,"Validate the target, policy tier, adjustment approval, and payout reconciliation before action.",1,calculated_incentive,Calculated incentive,25000.0,,0.6153846153846154,46.78616085207395
REP_0dfc420450a6,2017-07-01,MGR_eb86f856200b,TEAM_f144a6907dc4,TERR_07a5ea4d7ed4,RPER_ea18e4d5a7139ac6,injected,0.6319148936170212,PCA_RECONSTRUCTION_CALCULATED_INCENTIVE,Calculated incentive was the largest PCA reconstruction deviation (observed 2.5e+04).,Final incentive paid was the next-largest reconstruction deviation (observed 2.5e+04).,"Validate the target, policy tier, adjustment approval, and payout reconciliation before action.",2,final_incentive_paid,Final incentive paid,25000.0,25000.0,0.8333333333333334,46.78616085207395
REP_0dfc420450a6,2017-07-01,MGR_eb86f856200b,TEAM_f144a6907dc4,TERR_07a5ea4d7ed4,RPER_ea18e4d5a7139ac6,injected,0.6319148936170212,PCA_RECONSTRUCTION_CALCULATED_INCENTIVE,Calculated incentive was the largest PCA reconstruction deviation (observed 2.5e+04).,Final incentive paid was the next-largest reconstruction deviation (observed 2.5e+04).,"Validate the target, policy tier, adjustment approval, and payout reconciliation before action.",3,expected_incentive,Expected incentive,25000.0,,0.6153846153846154,46.78616085207395
REP_0dfc420450a6,2017-08-01,MGR_eb86f856200b,TEAM_f144a6907dc4,TERR_07a5ea4d7ed4,RPER_92f5efa416810af6,injected,0.10851063829787234,PCA_RECONSTRUCTION_REP_HISTORICAL_MEAN,Rep historical mean was the largest PCA reconstruction deviation (observed 1.844e+07).,Rolling sales mean was the next-largest reconstruction deviation (observed 2.518e+07).,"Validate the source record, peer context, and relevant commercial activity before action.",1,rep_historical_mean,Rep historical mean,18442413.467252087,,1.0,17.5130254279938
REP_0dfc420450a6,2017-08-01,MGR_eb86f856200b,TEAM_f144a6907dc4,TERR_07a5ea4d7ed4,RPER_92f5efa416810af6,injected,0.10851063829787234,PCA_RECONSTRUCTION_REP_HISTORICAL_MEAN,Rep historical mean was the largest PCA reconstruction deviation (observed 1.844e+07).,Rolling sales mean was the next-largest reconstruction deviation (observed 2.518e+07).,"Validate the source record, peer context, and relevant commercial activity before action.",2,rolling_sales_mean,Rolling sales mean,25183145.826753613,,1.0,17.47951997875066
REP_0dfc420450a6,2017-08-01,MGR_eb86f856200b,TEAM_f144a6907dc4,TERR_07a5ea4d7ed4,RPER_92f5efa416810af6,injected,0.10851063829787234,PCA_RECONSTRUCTION_REP_HISTORICAL_MEAN,Rep historical mean was the largest PCA reconstruction deviation (observed 1.844e+07).,Rolling sales mean was the next-largest reconstruction deviation (observed 2.518e+07).,"Validate the source record, peer context, and relevant commercial activity before action.",3,calculated_incentive,Calculated incentive,18617.25,,0.23076923076923078,14.041072058091132
REP_0dfc420450a6,2017-09-01,MGR_eb86f856200b,TEAM_f144a6907dc4,TERR_07a5ea4d7ed4,RPER_0c0bfd5ed13ffea2,injected,0.6787234042553192,PCA_RECONSTRUCTION_CALCULATED_INCENTIVE,Calculated incentive was the largest PCA reconstruction deviation (observed 2.5e+04).,Final incentive paid was the next-largest reconstruction deviation (observed 2.5e+04).,"Validate the target, policy tier, adjustment approval, and payout reconciliation before action.",1,calculated_incentive,Calculated incentive,25000.0,,0.5384615384615384,46.786156858340405
REP_0dfc420450a6,2017-09-01,MGR_eb86f856200b,TEAM_f144a6907dc4,TERR_07a5ea4d7ed4,RPER_0c0bfd5ed13ffea2,injected,0.6787234042553192,PCA_RECONSTRUCTION_CALCULATED_INCENTIVE,Calculated incentive was the largest PCA reconstruction deviation (observed 2.5e+04).,Final incentive paid was the next-largest reconstruction deviation (observed 2.5e+04).,"Validate the target, policy tier, adjustment approval, and payout reconciliation before action.",2,final_incentive_paid,Final incentive paid,25000.0,25000.0,0.6666666666666666,46.786156858340405
REP_0dfc420450a6,2017-09-01,MGR_eb86f856200b,TEAM_f144a6907dc4,TERR_07a5ea4d7ed4,RPER_0c0bfd5ed13ffea2,injected,0.6787234042553192,PCA_RECONSTRUCTION_CALCULATED_INCENTIVE,Calculated incentive was the largest PCA reconstruction deviation (observed 2.5e+04).,Final incentive paid was the next-largest reconstruction deviation (observed 2.5e+04).,"Validate the target, policy tier, adjustment approval, and payout reconciliation before action.",3,expected_incentive,Expected incentive,25000.0,,0.5384615384615384,46.786156858340405
REP_0dfc420450a6,2017-10-01,MGR_eb86f856200b,TEAM_f144a6907dc4,TERR_07a5ea4d7ed4,RPER_7444942dd8d9920e,injected,0.04893617021276596,PCA_RECONSTRUCTION_REP_HISTORICAL_MEAN,Rep historical mean was the largest PCA reconstruction deviation (observed 2.089e+07).,Rolling sales mean was the next-largest reconstruction deviation (observed 2.353e+07).,"Validate the source record, peer context, and relevant commercial activity before action.",1,rep_historical_mean,Rep historical mean,20888204.189865824,,1.0,21.630684136483897
REP_0dfc420450a6,2017-10-01,MGR_eb86f856200b,TEAM_f144a6907dc4,TERR_07a5ea4d7ed4,RPER_7444942dd8d9920e,injected,0.04893617021276596,PCA_RECONSTRUCTION_REP_HISTORICAL_MEAN,Rep historical mean was the largest PCA reconstruction deviation (observed 2.089e+07).,Rolling sales mean was the next-largest reconstruction deviation (observed 2.353e+07).,"Validate the source record, peer context, and relevant commercial activity before action.",2,rolling_sales_mean,Rolling sales mean,23533996.954794973,,1.0,15.825515593877299
REP_0dfc420450a6,2017-10-01,MGR_eb86f856200b,TEAM_f144a6907dc4,TERR_07a5ea4d7ed4,RPER_7444942dd8d9920e,injected,0.04893617021276596,PCA_RECONSTRUCTION_REP_HISTORICAL_MEAN,Rep historical mean was the largest PCA reconstruction deviation (observed 2.089e+07).,Rolling sales mean was the next-largest reconstruction deviation (observed 2.353e+07).,"Validate the source record, peer context, and relevant commercial activity before action.",3,calculated_incentive,Calculated incentive,17381.05,,0.15384615384615385,9.158287393642084
REP_0dfc420450a6,2017-11-01,MGR_eb86f856200b,TEAM_f144a6907dc4,TERR_07a5ea4d7ed4,RPER_9252962f47ad7a6a,injected,0.37659574468085105,PCA_RECONSTRUCTION_CALCULATED_INCENTIVE,Calculated incentive was the largest PCA reconstruction deviation (observed 2.5e+04).,Final incentive paid was the next-largest reconstruction deviation (observed 2.5e+04).,"Validate the target, policy tier, adjustment approval, and payout reconciliation before action.",1,calculated_incentive,Calculated incentive,25000.0,,0.6538461538461539,46.78615246040118
REP_0dfc420450a6,2017-11-01,MGR_eb86f856200b,TEAM_f144a6907dc4,TERR_07a5ea4d7ed4,RPER_9252962f47ad7a6a,injected,0.37659574468085105,PCA_RECONSTRUCTION_CALCULATED_INCENTIVE,Calculated incentive was the largest PCA reconstruction deviation (observed 2.5e+04).,Final incentive paid was the next-largest reconstruction deviation (observed 2.5e+04).,"Validate the target, policy tier, adjustment approval, and payout reconciliation before action.",2,final_incentive_paid,Final incentive paid,25000.0,25000.0,0.8333333333333334,46.78615246040118
REP_0dfc420450a6,2017-11-01,MGR_eb86f856200b,TEAM_f144a6907dc4,TERR_07a5ea4d7ed4,RPER_9252962f47ad7a6a,injected,0.37659574468085105,PCA_RECONSTRUCTION_CALCULATED_INCENTIVE,Calculated incentive was the largest PCA reconstruction deviation (observed 2.5e+04).,Final incentive paid was the next-largest reconstruction deviation (observed 2.5e+04).,"Validate the target, policy tier, adjustment approval, and payout reconciliation before action.",3,expected_incentive,Expected incentive,25000.0,,0.6538461538461539,46.78615246040118
REP_0dfc420450a6,2017-12-01,MGR_eb86f856200b,TEAM_f144a6907dc4,TERR_07a5ea4d7ed4,RPER_c507c4a06ca478dc,injected,0.9851063829787234,PCA_RECONSTRUCTION_INCENTIVE_PEER_MEDIAN,Incentive peer median was the largest PCA reconstruction deviation (observed 0).,Calculated incentive was the next-largest reconstruction deviation (observed 0).,"Validate the target, policy tier, adjustment approval, and payout reconciliation before action.",1,incentive_peer_median,Incentive peer median,0.0,,0.15384615384615385,10704.032761344613
REP_0dfc420450a6,2017-12-01,MGR_eb86f856200b,TEAM_f144a6907dc4,TERR_07a5ea4d7ed4,RPER_c507c4a06ca478dc,injected,0.9851063829787234,PCA_RECONSTRUCTION_INCENTIVE_PEER_MEDIAN,Incentive peer median was the largest PCA reconstruction deviation (observed 0).,Calculated incentive was the next-largest reconstruction deviation (observed 0).,"Validate the target, policy tier, adjustment approval, and payout reconciliation before action.",2,calculated_incentive,Calculated incentive,0.0,,0.23076923076923078,9883.063246206457
REP_0dfc420450a6,2017-12-01,MGR_eb86f856200b,TEAM_f144a6907dc4,TERR_07a5ea4d7ed4,RPER_c507c4a06ca478dc,injected,0.9851063829787234,PCA_RECONSTRUCTION_INCENTIVE_PEER_MEDIAN,Incentive peer median was the largest PCA reconstruction deviation (observed 0).,Calculated incentive was the next-largest reconstruction deviation (observed 0).,"Validate the target, policy tier, adjustment approval, and payout reconciliation before action.",3,final_incentive_paid,Final incentive paid,0.0,0.0,0.5,9883.063246206457
REP_0dfc420450a6,2018-01-01,MGR_eb86f856200b,TEAM_f144a6907dc4,TERR_07a5ea4d7ed4,RPER_7d6c66da7837cf61,injected,0.7723404255319148,PCA_RECONSTRUCTION_CALCULATED_INCENTIVE,Calculated incentive was the largest PCA reconstruction deviation (observed 2.75e+04).,Final incentive paid was the next-largest reconstruction deviation (observed 2.75e+04).,"Validate the target, policy tier, adjustment approval, and payout reconciliation before action.",1,calculated_incentive,Calculated incentive,27500.0,,0.5384615384615384,61.466223242745016
REP_0dfc420450a6,2018-01-01,MGR_eb86f856200b,TEAM_f144a6907dc4,TERR_07a5ea4d7ed4,RPER_7d6c66da7837cf61,injected,0.7723404255319148,PCA_RECONSTRUCTION_CALCULATED_INCENTIVE,Calculated incentive was the largest PCA reconstruction deviation (observed 2.75e+04).,Final incentive paid was the next-largest reconstruction deviation (observed 2.75e+04).,"Validate the target, policy tier, adjustment approval, and payout reconciliation before action.",2,final_incentive_paid,Final incentive paid,27500.0,27500.0,0.6666666666666666,61.466223242745016
REP_0dfc420450a6,2018-01-01,MGR_eb86f856200b,TEAM_f144a6907dc4,TERR_07a5ea4d7ed4,RPER_7d6c66da7837cf61,injected,0.7723404255319148,PCA_RECONSTRUCTION_CALCULATED_INCENTIVE,Calculated incentive was the largest PCA reconstruction deviation (observed 2.75e+04).,Final incentive paid was the next-largest reconstruction deviation (observed 2.75e+04).,"Validate the target, policy tier, adjustment approval, and payout reconciliation before action.",3,expected_incentive,Expected incentive,27500.0,,0.5384615384615384,61.466223242745016
REP_0dfc420450a6,2018-02-01,MGR_eb86f856200b,TEAM_f144a6907dc4,TERR_07a5ea4d7ed4,RPER_0ae6354508d10a3e,injected,0.7510638297872341,PCA_RECONSTRUCTION_CALCULATED_INCENTIVE,Calculated incentive was the largest PCA reconstruction deviation (observed 2.75e+04).,Final incentive paid was the next-largest reconstruction deviation (observed 2.75e+04).,"Validate the target, policy tier, adjustment approval, and payout reconciliation before action.",1,calculated_incentive,Calculated incentive,27500.0,,0.5769230769230769,61.46622393702709
REP_0dfc420450a6,2018-02-01,MGR_eb86f856200b,TEAM_f144a6907dc4,TERR_07a5ea4d7ed4,RPER_0ae6354508d10a3e,injected,0.7510638297872341,PCA_RECONSTRUCTION_CALCULATED_INCENTIVE,Calculated incentive was the largest PCA reconstruction deviation (observed 2.75e+04).,Final incentive paid was the next-largest reconstruction deviation (observed 2.75e+04).,"Validate the target, policy tier, adjustment approval, and payout reconciliation before action.",2,final_incentive_paid,Final incentive paid,27500.0,27500.0,0.6666666666666666,61.46622393702709
REP_0dfc420450a6,2018-02-01,MGR_eb86f856200b,TEAM_f144a6907dc4,TERR_07a5ea4d7ed4,RPER_0ae6354508d10a3e,injected,0.7510638297872341,PCA_RECONSTRUCTION_CALCULATED_INCENTIVE,Calculated incentive was the largest PCA reconstruction deviation (observed 2.75e+04).,Final incentive paid was the next-largest reconstruction deviation (observed 2.75e+04).,"Validate the target, policy tier, adjustment approval, and payout reconciliation before action.",3,expected_incentive,Expected incentive,27500.0,,0.5769230769230769,61.46622393702709
REP_0dfc420450a6,2018-03-01,MGR_eb86f856200b,TEAM_f144a6907dc4,TERR_07a5ea4d7ed4,RPER_f8de8a85248958e5,injected,0.8148936170212766,PCA_RECONSTRUCTION_CALCULATED_INCENTIVE,Calculated incentive was the largest PCA reconstruction deviation (observed 2.75e+04).,Final incentive paid was the next-largest reconstruction deviation (observed 2.75e+04).,"Validate the target, policy tier, adjustment approval, and payout reconciliation before action.",1,calculated_incentive,Calculated incentive,27500.0,,0.5384615384615384,61.46622772212073
REP_0dfc420450a6,2018-03-01,MGR_eb86f856200b,TEAM_f144a6907dc4,TERR_07a5ea4d7ed4,RPER_f8de8a85248958e5,injected,0.8148936170212766,PCA_RECONSTRUCTION_CALCULATED_INCENTIVE,Calculated incentive was the largest PCA reconstruction deviation (observed 2.75e+04).,Final incentive paid was the next-largest reconstruction deviation (observed 2.75e+04).,"Validate the target, policy tier, adjustment approval, and payout reconciliation before action.",2,final_incentive_paid,Final incentive paid,27500.0,27500.0,0.6666666666666666,61.46622772212073
REP_0dfc420450a6,2018-03-01,MGR_eb86f856200b,TEAM_f144a6907dc4,TERR_07a5ea4d7ed4,RPER_f8de8a85248958e5,injected,0.8148936170212766,PCA_RECONSTRUCTION_CALCULATED_INCENTIVE,Calculated incentive was the largest PCA reconstruction deviation (observed 2.75e+04).,Final incentive paid was the next-largest reconstruction deviation (observed 2.75e+04).,"Validate the target, policy tier, adjustment approval, and payout reconciliation before action.",3,expected_incentive,Expected incentive,27500.0,,0.5384615384615384,61.46622772212073
REP_0dfc420450a6,2018-04-01,MGR_eb86f856200b,TEAM_f144a6907dc4,TERR_07a5ea4d7ed4,RPER_61fa5ecd52929f18,injected,0.9680851063829787,PCA_RECONSTRUCTION_CALCULATED_INCENTIVE,Calculated incentive was the largest PCA reconstruction deviation (observed 0).,Final incentive paid was the next-largest reconstruction deviation (observed 0).,"Validate the target, policy tier, adjustment approval, and payout reconciliation before action.",1,calculated_incentive,Calculated incentive,0.0,,0.11538461538461539,9883.064523871315
REP_0dfc420450a6,2018-04-01,MGR_eb86f856200b,TEAM_f144a6907dc4,TERR_07a5ea4d7ed4,RPER_61fa5ecd52929f18,injected,0.9680851063829787,PCA_RECONSTRUCTION_CALCULATED_INCENTIVE,Calculated incentive was the largest PCA reconstruction deviation (observed 0).,Final incentive paid was the next-largest reconstruction deviation (observed 0).,"Validate the target, policy tier, adjustment approval, and payout reconciliation before action.",2,final_incentive_paid,Final incentive paid,0.0,15267.76,0.3333333333333333,9883.064523871315
REP_0dfc420450a6,2018-04-01,MGR_eb86f856200b,TEAM_f144a6907dc4,TERR_07a5ea4d7ed4,RPER_61fa5ecd52929f18,injected,0.9680851063829787,PCA_RECONSTRUCTION_CALCULATED_INCENTIVE,Calculated incentive was the largest PCA reconstruction deviation (observed 0).,Final incentive paid was the next-largest reconstruction deviation (observed 0).,"Validate the target, policy tier, adjustment approval, and payout reconciliation before action.",3,expected_incentive,Expected incentive,0.0,,0.11538461538461539,9883.064523871315
REP_0dfc420450a6,2018-05-01,MGR_eb86f856200b,TEAM_f144a6907dc4,TERR_07a5ea4d7ed4,RPER_0d1245f1ac61b5ba,injected,0.9638297872340426,PCA_RECONSTRUCTION_CALCULATED_INCENTIVE,Calculated incentive was the largest PCA reconstruction deviation (observed 0).,Final incentive paid was the next-largest reconstruction deviation (observed 0).,"Validate the target, policy tier, adjustment approval, and payout reconciliation before action.",1,calculated_incentive,Calculated incentive,0.0,,0.15384615384615385,9883.06457938926
REP_0dfc420450a6,2018-05-01,MGR_eb86f856200b,TEAM_f144a6907dc4,TERR_07a5ea4d7ed4,RPER_0d1245f1ac61b5ba,injected,0.9638297872340426,PCA_RECONSTRUCTION_CALCULATED_INCENTIVE,Calculated incentive was the largest PCA reconstruction deviation (observed 0).,Final incentive paid was the next-largest reconstruction deviation (observed 0).,"Validate the target, policy tier, adjustment approval, and payout reconciliation before action.",2,final_incentive_paid,Final incentive paid,0.0,26499.91,0.3333333333333333,9883.06457938926
REP_0dfc420450a6,2018-05-01,MGR_eb86f856200b,TEAM_f144a6907dc4,TERR_07a5ea4d7ed4,RPER_0d1245f1ac61b5ba,injected,0.9638297872340426,PCA_RECONSTRUCTION_CALCULATED_INCENTIVE,Calculated incentive was the largest PCA reconstruction deviation (observed 0).,Final incentive paid was the next-largest reconstruction deviation (observed 0).,"Validate the target, policy tier, adjustment approval, and payout reconciliation before action.",3,expected_incentive,Expected incentive,0.0,,0.15384615384615385,9883.06457938926
REP_0dfc420450a6,2018-06-01,MGR_eb86f856200b,TEAM_f144a6907dc4,TERR_07a5ea4d7ed4,RPER_f4b9f8e4b80227d5,injected,0.8021276595744681,PCA_RECONSTRUCTION_CALCULATED_INCENTIVE,Calculated incentive was the largest PCA reconstruction deviation (observed 2.75e+04).,Final incentive paid was the next-largest reconstruction deviation (observed 2.75e+04).,"Validate the target, policy tier, adjustment approval, and payout reconciliation before action.",1,calculated_incentive,Calculated incentive,27500.0,,0.5769230769230769,61.466228301048886
REP_0dfc420450a6,2018-06-01,MGR_eb86f856200b,TEAM_f144a6907dc4,TERR_07a5ea4d7ed4,RPER_f4b9f8e4b80227d5,injected,0.8021276595744681,PCA_RECONSTRUCTION_CALCULATED_INCENTIVE,Calculated incentive was the largest PCA reconstruction deviation (observed 2.75e+04).,Final incentive paid was the next-largest reconstruction deviation (observed 2.75e+04).,"Validate the target, policy tier, adjustment approval, and payout reconciliation before action.",2,final_incentive_paid,Final incentive paid,27500.0,27500.0,0.6666666666666666,61.466228301048886
REP_0dfc420450a6,2018-06-01,MGR_eb86f856200b,TEAM_f144a6907dc4,TERR_07a5ea4d7ed4,RPER_f4b9f8e4b80227d5,injected,0.8021276595744681,PCA_RECONSTRUCTION_CALCULATED_INCENTIVE,Calculated incentive was the largest PCA reconstruction deviation (observed 2.75e+04).,Final incentive paid was the next-largest reconstruction deviation (observed 2.75e+04).,"Validate the target, policy tier, adjustment approval, and payout reconciliation before action.",3,expected_incentive,Expected incentive,27500.0,,0.5769230769230769,61.466228301048886
