team,country,product_class,forecast_horizon,eligible_for_capacity_recommendation,selected_forecast_method,forecast_workload,forecast_error_metric_used_for_selection,sustainable_workload_per_rep,allocated_fte,required_fte,fte_gap,required_fte_lower,required_fte_upper,fte_gap_lower,fte_gap_upper,forecast_lower_scenario,forecast_upper_scenario,forecast_scenario_basis,workload_score_raw,workload_score_winsorized,customer_load,transaction_load,geography_load,product_load,distributor_load,workload_components_basis,last_observed_month,coverage_note,validation_wape,test_wape,forecast_metric_scope,latest_observed_workload,recent_workload_growth,recent_workload_growth_basis,capacity_priority
Alfa,Germany,Analgesics,2019-05-01,True,exponential_smoothing,3.0095915351806592,WAPE,7.481691189885916,0.5170295611454692,0.4022608603853042,-0.1147687007601649,0.1777443310933292,0.5911403238296483,-0.33928523005213995,0.07411076268417915,1.8919605953705392,4.127222474990779,"Recovered from saved FTE scenario bounds and TRAIN capacity quantiles; validation absolute-error sensitivity, not a statistical confidence interval.",3.009591535180659,3.134152898032612,143.68910200776668,193.0,143.63745099280615,41.55538035786012,5.0,"Independently forecast counts of customers, transactions, cities, products, and distributors; not additive weighted-workload contributions.",2019-04-01,Observed latest-month rep allocation,0.1302142856080636,0.1568863030007079,Pooled workload WAPE across available business-unit observations in each split; not unit-specific. Validation and test coverage may differ.,2.571571310516544,0.13719916053677572,"Mean workload in the latest 3 calendar months / mean in the preceding 3 months - 1; as of last_observed_month, requiring all 6 saved actuals.",Potential Spare Capacity
Alfa,Poland,Mood Stabilizers,2019-05-01,False,,,,,,,,,,,,,,"Recovered from saved FTE scenario bounds and TRAIN capacity quantiles; validation absolute-error sensitivity, not a statistical confidence interval.",,,,,,,,"Independently forecast counts of customers, transactions, cities, products, and distributors; not additive weighted-workload contributions.",2018-12-01,Stale source coverage: missing months are NOT zero demand or zero staffing,,,Pooled workload WAPE across available business-unit observations in each split; not unit-specific. Validation and test coverage may differ.,2.532115758180667,0.16442702664118913,"Mean workload in the latest 3 calendar months / mean in the preceding 3 months - 1; as of last_observed_month, requiring all 6 saved actuals.",Ineligible / Stale Coverage
Bravo,Germany,Analgesics,2019-05-01,True,exponential_smoothing,2.961901520340595,WAPE,7.481691189885916,0.5236442104992445,0.3958866311328949,-0.1277575793663495,0.1960449644186095,0.5495783791850049,-0.32759924608063495,0.025934168685760373,2.086757677835999,3.837045362845191,"Recovered from saved FTE scenario bounds and TRAIN capacity quantiles; validation absolute-error sensitivity, not a statistical confidence interval.",2.961901520340595,3.058246522754428,141.2261685878972,192.0,141.12278006381786,41.11417953985644,5.333333333333333,"Independently forecast counts of customers, transactions, cities, products, and distributors; not additive weighted-workload contributions.",2019-04-01,Observed latest-month rep allocation,0.1302142856080636,0.1568863030007079,Pooled workload WAPE across available business-unit observations in each split; not unit-specific. Validation and test coverage may differ.,2.6066201959711086,0.0005879957948506931,"Mean workload in the latest 3 calendar months / mean in the preceding 3 months - 1; as of last_observed_month, requiring all 6 saved actuals.",Potential Spare Capacity
Bravo,Germany,Antibiotics,2019-05-01,True,exponential_smoothing,2.4799907671780503,WAPE,7.481691189885916,0.4158351832404258,0.3314746230812911,-0.0843605601591346,0.1527910636821041,0.4774744859479194,-0.2630441195583217,0.061639302707493626,1.626351006713714,3.333630527642387,"Recovered from saved FTE scenario bounds and TRAIN capacity quantiles; validation absolute-error sensitivity, not a statistical confidence interval.",2.4799907671780503,2.5830517328783626,122.28502226524331,152.0,122.24972756524328,33.24886007792771,5.333333333333333,"Independently forecast counts of customers, transactions, cities, products, and distributors; not additive weighted-workload contributions.",2019-04-01,Observed latest-month rep allocation,0.1302142856080636,0.1568863030007079,Pooled workload WAPE across available business-unit observations in each split; not unit-specific. Validation and test coverage may differ.,2.0706598731446606,0.10418338003799699,"Mean workload in the latest 3 calendar months / mean in the preceding 3 months - 1; as of last_observed_month, requiring all 6 saved actuals.",Potential Spare Capacity
Bravo,Germany,Antimalarial,2019-05-01,True,exponential_smoothing,2.609356146143603,WAPE,7.481691189885916,0.4738075697362022,0.3487655504508188,-0.1250420192853834,0.1572260932927727,0.5077708436177445,-0.3165814764434295,0.0339632738815423,1.673558707859922,3.5451535844272843,"Recovered from saved FTE scenario bounds and TRAIN capacity quantiles; validation absolute-error sensitivity, not a statistical confidence interval.",2.609356146143603,2.6536033719031136,126.97181155942312,172.0,126.97119716647472,34.22371927539632,5.333333333333333,"Independently forecast counts of customers, transactions, cities, products, and distributors; not additive weighted-workload contributions.",2019-04-01,Observed latest-month rep allocation,0.1302142856080636,0.1568863030007079,Pooled workload WAPE across available business-unit observations in each split; not unit-specific. Validation and test coverage may differ.,2.3594468055421403,0.11134045041268381,"Mean workload in the latest 3 calendar months / mean in the preceding 3 months - 1; as of last_observed_month, requiring all 6 saved actuals.",Potential Spare Capacity
Bravo,Germany,Antipiretics,2019-05-01,True,exponential_smoothing,2.612689489164614,WAPE,7.481691189885916,0.4295302459020991,0.3492110838117142,-0.0803191620903849,0.1866165733843593,0.4639176942915812,-0.2429136725177398,0.0343874483894821,1.9863992348700745,3.238979743459154,"Recovered from saved FTE scenario bounds and TRAIN capacity quantiles; validation absolute-error sensitivity, not a statistical confidence interval.",2.612689489164614,2.693653697267769,126.56885929142756,160.0,126.3588592914276,34.16964546770812,4.0,"Independently forecast counts of customers, transactions, cities, products, and distributors; not additive weighted-workload contributions.",2019-04-01,Observed latest-month rep allocation,0.1302142856080636,0.1568863030007079,Pooled workload WAPE across available business-unit observations in each split; not unit-specific. Validation and test coverage may differ.,2.138762248194297,0.13138107975809188,"Mean workload in the latest 3 calendar months / mean in the preceding 3 months - 1; as of last_observed_month, requiring all 6 saved actuals.",Potential Spare Capacity
Bravo,Germany,Antiseptics,2019-05-01,True,exponential_smoothing,3.528157610227979,WAPE,7.481691189885916,0.6053458592556062,0.4715722048241579,-0.1337736544314483,0.2530949387377576,0.6248106054997369,-0.3522509205178486,0.019464746244130637,2.6940136320191717,4.362301588436787,"Recovered from saved FTE scenario bounds and TRAIN capacity quantiles; validation absolute-error sensitivity, not a statistical confidence interval.",3.528157610227979,3.6445197003778396,165.9364893152753,244.0,165.9220134364383,47.83170316998026,5.0,"Independently forecast counts of customers, transactions, cities, products, and distributors; not additive weighted-workload contributions.",2019-04-01,Observed latest-month rep allocation,0.1302142856080636,0.1568863030007079,Pooled workload WAPE across available business-unit observations in each split; not unit-specific. Validation and test coverage may differ.,3.007161638601801,0.0779609527942362,"Mean workload in the latest 3 calendar months / mean in the preceding 3 months - 1; as of last_observed_month, requiring all 6 saved actuals.",Potential Spare Capacity
Bravo,Germany,Mood Stabilizers,2019-05-01,True,exponential_smoothing,3.101154338109576,WAPE,7.481691189885916,0.5518369313664222,0.4144991098138151,-0.1373378215526071,0.2197003924464002,0.5534041290788165,-0.33213653892002204,0.0015671977123943304,2.3385526994825905,3.863755976736561,"Recovered from saved FTE scenario bounds and TRAIN capacity quantiles; validation absolute-error sensitivity, not a statistical confidence interval.",3.1011543381095756,3.22233553708511,148.63068810498714,200.0,148.47504499556146,42.38653887412023,5.0,"Independently forecast counts of customers, transactions, cities, products, and distributors; not additive weighted-workload contributions.",2019-04-01,Observed latest-month rep allocation,0.1302142856080636,0.1568863030007079,Pooled workload WAPE across available business-unit observations in each split; not unit-specific. Validation and test coverage may differ.,2.7463899352844585,0.09071073704774135,"Mean workload in the latest 3 calendar months / mean in the preceding 3 months - 1; as of last_observed_month, requiring all 6 saved actuals.",Potential Spare Capacity
Bravo,Poland,Analgesics,2019-05-01,False,,,,,,,,,,,,,,"Recovered from saved FTE scenario bounds and TRAIN capacity quantiles; validation absolute-error sensitivity, not a statistical confidence interval.",,,,,,,,"Independently forecast counts of customers, transactions, cities, products, and distributors; not additive weighted-workload contributions.",2018-12-01,Stale source coverage: missing months are NOT zero demand or zero staffing,,,Pooled workload WAPE across available business-unit observations in each split; not unit-specific. Validation and test coverage may differ.,2.8686118892001247,0.22588370567376592,"Mean workload in the latest 3 calendar months / mean in the preceding 3 months - 1; as of last_observed_month, requiring all 6 saved actuals.",Ineligible / Stale Coverage
Bravo,Poland,Antibiotics,2019-05-01,False,,,,,,,,,,,,,,"Recovered from saved FTE scenario bounds and TRAIN capacity quantiles; validation absolute-error sensitivity, not a statistical confidence interval.",,,,,,,,"Independently forecast counts of customers, transactions, cities, products, and distributors; not additive weighted-workload contributions.",2018-12-01,Stale source coverage: missing months are NOT zero demand or zero staffing,,,Pooled workload WAPE across available business-unit observations in each split; not unit-specific. Validation and test coverage may differ.,2.427941981390257,0.05113250002629943,"Mean workload in the latest 3 calendar months / mean in the preceding 3 months - 1; as of last_observed_month, requiring all 6 saved actuals.",Ineligible / Stale Coverage
Bravo,Poland,Antimalarial,2019-05-01,False,,,,,,,,,,,,,,"Recovered from saved FTE scenario bounds and TRAIN capacity quantiles; validation absolute-error sensitivity, not a statistical confidence interval.",,,,,,,,"Independently forecast counts of customers, transactions, cities, products, and distributors; not additive weighted-workload contributions.",2018-12-01,Stale source coverage: missing months are NOT zero demand or zero staffing,,,Pooled workload WAPE across available business-unit observations in each split; not unit-specific. Validation and test coverage may differ.,2.2041955096214734,0.1953046550367239,"Mean workload in the latest 3 calendar months / mean in the preceding 3 months - 1; as of last_observed_month, requiring all 6 saved actuals.",Ineligible / Stale Coverage
Bravo,Poland,Antipiretics,2019-05-01,False,,,,,,,,,,,,,,"Recovered from saved FTE scenario bounds and TRAIN capacity quantiles; validation absolute-error sensitivity, not a statistical confidence interval.",,,,,,,,"Independently forecast counts of customers, transactions, cities, products, and distributors; not additive weighted-workload contributions.",2018-12-01,Stale source coverage: missing months are NOT zero demand or zero staffing,,,Pooled workload WAPE across available business-unit observations in each split; not unit-specific. Validation and test coverage may differ.,2.092806969531108,0.07575160593436414,"Mean workload in the latest 3 calendar months / mean in the preceding 3 months - 1; as of last_observed_month, requiring all 6 saved actuals.",Ineligible / Stale Coverage
Bravo,Poland,Antiseptics,2019-05-01,False,,,,,,,,,,,,,,"Recovered from saved FTE scenario bounds and TRAIN capacity quantiles; validation absolute-error sensitivity, not a statistical confidence interval.",,,,,,,,"Independently forecast counts of customers, transactions, cities, products, and distributors; not additive weighted-workload contributions.",2018-12-01,Stale source coverage: missing months are NOT zero demand or zero staffing,,,Pooled workload WAPE across available business-unit observations in each split; not unit-specific. Validation and test coverage may differ.,2.8555547506358865,0.05306710079587251,"Mean workload in the latest 3 calendar months / mean in the preceding 3 months - 1; as of last_observed_month, requiring all 6 saved actuals.",Ineligible / Stale Coverage
Bravo,Poland,Mood Stabilizers,2019-05-01,False,,,,,,,,,,,,,,"Recovered from saved FTE scenario bounds and TRAIN capacity quantiles; validation absolute-error sensitivity, not a statistical confidence interval.",,,,,,,,"Independently forecast counts of customers, transactions, cities, products, and distributors; not additive weighted-workload contributions.",2018-12-01,Stale source coverage: missing months are NOT zero demand or zero staffing,,,Pooled workload WAPE across available business-unit observations in each split; not unit-specific. Validation and test coverage may differ.,2.6743748457237304,0.1121010434930172,"Mean workload in the latest 3 calendar months / mean in the preceding 3 months - 1; as of last_observed_month, requiring all 6 saved actuals.",Ineligible / Stale Coverage
Charlie,Germany,Analgesics,2019-05-01,True,exponential_smoothing,3.1414852680296788,WAPE,7.481691189885916,0.5080994246449495,0.4198897265736493,-0.0882096980713001,0.2270988629422653,0.5536777636498421,-0.28100056170268417,0.04557833900489261,2.417304097955257,3.8656664381041,"Recovered from saved FTE scenario bounds and TRAIN capacity quantiles; validation absolute-error sensitivity, not a statistical confidence interval.",3.1414852680296783,3.2851485383344894,150.9976164695458,159.0,150.7871279454664,41.333658853845854,5.666666666666667,"Independently forecast counts of customers, transactions, cities, products, and distributors; not additive weighted-workload contributions.",2019-04-01,Observed latest-month rep allocation,0.1302142856080636,0.1568863030007079,Pooled workload WAPE across available business-unit observations in each split; not unit-specific. Validation and test coverage may differ.,2.5878642261502303,0.11848017508377606,"Mean workload in the latest 3 calendar months / mean in the preceding 3 months - 1; as of last_observed_month, requiring all 6 saved actuals.",Potential Spare Capacity
Charlie,Germany,Antibiotics,2019-05-01,True,exponential_smoothing,2.521952734781384,WAPE,7.481691189885916,0.4491418986889857,0.3370832437177669,-0.1120586549712187,0.1622025913784078,0.4751462878127049,-0.2869393073105779,0.026004389123719218,1.7265299515729762,3.317375517989792,"Recovered from saved FTE scenario bounds and TRAIN capacity quantiles; validation absolute-error sensitivity, not a statistical confidence interval.",2.5219527347813835,2.676444161281115,122.86906755770396,145.0,122.48335185770397,34.43497706713137,5.333333333333333,"Independently forecast counts of customers, transactions, cities, products, and distributors; not additive weighted-workload contributions.",2019-04-01,Observed latest-month rep allocation,0.1302142856080636,0.1568863030007079,Pooled workload WAPE across available business-unit observations in each split; not unit-specific. Validation and test coverage may differ.,2.316706376037005,0.19910749138689354,"Mean workload in the latest 3 calendar months / mean in the preceding 3 months - 1; as of last_observed_month, requiring all 6 saved actuals.",Potential Spare Capacity
Charlie,Germany,Antimalarial,2019-05-01,True,exponential_smoothing,2.6688182159155422,WAPE,7.481691189885916,0.4582501705680725,0.3567132280898428,-0.1015369424782297,0.1887133145720669,0.4767996407613768,-0.26953685599600563,0.01854947019330433,2.0087175371272092,3.3289188947038757,"Recovered from saved FTE scenario bounds and TRAIN capacity quantiles; validation absolute-error sensitivity, not a statistical confidence interval.",2.6688182159155422,2.702651898100042,130.1372733959449,160.0,130.0108289116933,33.78930984164906,5.333333333333333,"Independently forecast counts of customers, transactions, cities, products, and distributors; not additive weighted-workload contributions.",2019-04-01,Observed latest-month rep allocation,0.1302142856080636,0.1568863030007079,Pooled workload WAPE across available business-unit observations in each split; not unit-specific. Validation and test coverage may differ.,2.348413235025811,0.13425994215253523,"Mean workload in the latest 3 calendar months / mean in the preceding 3 months - 1; as of last_observed_month, requiring all 6 saved actuals.",Potential Spare Capacity
Charlie,Germany,Antipiretics,2019-05-01,True,exponential_smoothing,2.535510144139673,WAPE,7.481691189885916,0.4202119567552146,0.3388953218982479,-0.0813166348569667,0.1745607652085066,0.4601889585166802,-0.245651191546708,0.03997700176146557,1.858073825706489,3.212946462572857,"Recovered from saved FTE scenario bounds and TRAIN capacity quantiles; validation absolute-error sensitivity, not a statistical confidence interval.",2.535510144139673,2.6664475826546408,123.0749278820303,164.0,123.07359232195186,34.71900090385056,4.333333333333333,"Independently forecast counts of customers, transactions, cities, products, and distributors; not additive weighted-workload contributions.",2019-04-01,Observed latest-month rep allocation,0.1302142856080636,0.1568863030007079,Pooled workload WAPE across available business-unit observations in each split; not unit-specific. Validation and test coverage may differ.,2.1495570258754846,0.05415708261051222,"Mean workload in the latest 3 calendar months / mean in the preceding 3 months - 1; as of last_observed_month, requiring all 6 saved actuals.",Potential Spare Capacity
Charlie,Germany,Antiseptics,2019-05-01,True,exponential_smoothing,3.5618096507402384,WAPE,7.481691189885916,0.6238605964526283,0.4760701237649652,-0.147790472687663,0.2262636191967872,0.675356922053705,-0.3975969772558411,0.05149632560107675,2.4084135288763227,4.715205772604155,"Recovered from saved FTE scenario bounds and TRAIN capacity quantiles; validation absolute-error sensitivity, not a statistical confidence interval.",3.561809650740238,3.6390202735537573,170.05913672075448,218.0,169.99387777383433,47.38996823584058,4.333333333333333,"Independently forecast counts of customers, transactions, cities, products, and distributors; not additive weighted-workload contributions.",2019-04-01,Observed latest-month rep allocation,0.1302142856080636,0.1568863030007079,Pooled workload WAPE across available business-unit observations in each split; not unit-specific. Validation and test coverage may differ.,3.212034085664917,0.10857715415018698,"Mean workload in the latest 3 calendar months / mean in the preceding 3 months - 1; as of last_observed_month, requiring all 6 saved actuals.",Potential Spare Capacity
Charlie,Germany,Mood Stabilizers,2019-05-01,True,exponential_smoothing,3.197040876393861,WAPE,7.481691189885916,0.5404359528901493,0.4273152680660976,-0.1131206848240517,0.2145680742932847,0.5886963137334446,-0.3258678785968646,0.048260360843295214,2.2839228631954303,4.110158889592292,"Recovered from saved FTE scenario bounds and TRAIN capacity quantiles; validation absolute-error sensitivity, not a statistical confidence interval.",3.197040876393861,3.3144145939409073,151.7013053644079,178.0,151.65289008580905,42.82570958255207,5.0,"Independently forecast counts of customers, transactions, cities, products, and distributors; not additive weighted-workload contributions.",2019-04-01,Observed latest-month rep allocation,0.1302142856080636,0.1568863030007079,Pooled workload WAPE across available business-unit observations in each split; not unit-specific. Validation and test coverage may differ.,2.775004024598345,0.12497039502482576,"Mean workload in the latest 3 calendar months / mean in the preceding 3 months - 1; as of last_observed_month, requiring all 6 saved actuals.",Potential Spare Capacity
Charlie,Poland,Analgesics,2019-05-01,False,,,,,,,,,,,,,,"Recovered from saved FTE scenario bounds and TRAIN capacity quantiles; validation absolute-error sensitivity, not a statistical confidence interval.",,,,,,,,"Independently forecast counts of customers, transactions, cities, products, and distributors; not additive weighted-workload contributions.",2018-12-01,Stale source coverage: missing months are NOT zero demand or zero staffing,,,Pooled workload WAPE across available business-unit observations in each split; not unit-specific. Validation and test coverage may differ.,2.5970145529476154,0.13958032452318103,"Mean workload in the latest 3 calendar months / mean in the preceding 3 months - 1; as of last_observed_month, requiring all 6 saved actuals.",Ineligible / Stale Coverage
Charlie,Poland,Antibiotics,2019-05-01,False,,,,,,,,,,,,,,"Recovered from saved FTE scenario bounds and TRAIN capacity quantiles; validation absolute-error sensitivity, not a statistical confidence interval.",,,,,,,,"Independently forecast counts of customers, transactions, cities, products, and distributors; not additive weighted-workload contributions.",2018-12-01,Stale source coverage: missing months are NOT zero demand or zero staffing,,,Pooled workload WAPE across available business-unit observations in each split; not unit-specific. Validation and test coverage may differ.,1.8488798201272847,-0.011631843717880841,"Mean workload in the latest 3 calendar months / mean in the preceding 3 months - 1; as of last_observed_month, requiring all 6 saved actuals.",Ineligible / Stale Coverage
Charlie,Poland,Antimalarial,2019-05-01,False,,,,,,,,,,,,,,"Recovered from saved FTE scenario bounds and TRAIN capacity quantiles; validation absolute-error sensitivity, not a statistical confidence interval.",,,,,,,,"Independently forecast counts of customers, transactions, cities, products, and distributors; not additive weighted-workload contributions.",2018-12-01,Stale source coverage: missing months are NOT zero demand or zero staffing,,,Pooled workload WAPE across available business-unit observations in each split; not unit-specific. Validation and test coverage may differ.,2.1740255105873767,0.07208719558760723,"Mean workload in the latest 3 calendar months / mean in the preceding 3 months - 1; as of last_observed_month, requiring all 6 saved actuals.",Ineligible / Stale Coverage
