team,country,product_class,forecast_horizon,scenario_name,scenario_description,forecast_workload,allocated_fte,sustainable_capacity_per_rep,required_fte,fte_gap,capacity_priority,eligible_for_capacity_recommendation,source_unit,target_unit,fte_reallocated,reallocation_role,allocated_fte_change,scenario_source_name,scenario_source_description
Alfa,Germany,Antibiotics,2019-05-01,Capacity -10%,Sustainable per-rep capacity decreases 10%; workload and allocated FTE are unchanged.,2.689109594596772,0.4576486468372959,6.733522070897326,0.39936151783317975,-0.058287129004116,Potential Spare Capacity,True,,,,,0.0,Capacity -10%,demand=+0%; FTE=+0; capacity=-10%
Alfa,Germany,Antibiotics,2019-05-01,Demand +10%,Workload increases 10%; allocated FTE and sustainable per-rep capacity are unchanged.,2.958020554056449,0.4576486468372959,7.481691189885916,0.395367902654848,-0.0622807441824478,Potential Spare Capacity,True,,,,,0.0,Demand +10%,demand=+10%; FTE=+0; capacity=+0%
Alfa,Germany,Antibiotics,2019-05-01,Demand +20%,Workload increases 20%; allocated FTE and sustainable per-rep capacity are unchanged.,3.2269315135161265,0.4576486468372959,7.481691189885916,0.43131043925983426,-0.0263382075774616,Potential Spare Capacity,True,,,,,0.0,Demand +20%,demand=+20%; FTE=+0; capacity=+0%
Alfa,Germany,Antibiotics,2019-05-01,Product Launch,Existing launch assumption: workload increases 30%; FTE and per-rep capacity are unchanged.,3.4958424729758035,0.4576486468372959,7.481691189885916,0.4672529758648204,0.0096043290275245,Potential Capacity Gap,True,,,,,0.0,Product launch +30%,demand=+30%; FTE=+0; capacity=+0%
Alfa,Germany,Antimalarial,2019-05-01,Add 1 FTE,One FTE is added to this unit independently; workload and per-rep capacity are unchanged.,2.614352210612992,1.4000347809906168,7.481691189885916,0.3494333225283596,-1.0506014584622572,Potential Spare Capacity,True,,,,,1.0000000000000002,Add 1 representative,demand=+0%; FTE=+1; capacity=+0%
Alfa,Germany,Antimalarial,2019-05-01,Add 2 FTE,Two FTE are added to this unit independently; workload and per-rep capacity are unchanged.,2.614352210612992,2.400034780990617,7.481691189885916,0.3494333225283596,-2.0506014584622574,Potential Spare Capacity,True,,,,,2.0,Add 2 representatives,demand=+0%; FTE=+2; capacity=+0%
Alfa,Germany,Antimalarial,2019-05-01,Base,"Persisted base workload forecast, fractional FTE allocation, and sustainable per-rep capacity.",2.614352210612992,0.4000347809906168,7.481691189885916,0.3494333225283596,-0.0506014584622571,Potential Spare Capacity,True,,,,,1.1102230246251565e-16,Base case,demand=+0%; FTE=+0; capacity=+0%
Alfa,Germany,Antimalarial,2019-05-01,Capacity -10%,Sustainable per-rep capacity decreases 10%; workload and allocated FTE are unchanged.,2.614352210612992,0.4000347809906167,6.733522070897328,0.38825924725373273,-0.0117755337368838,Potential Spare Capacity,True,,,,,0.0,Capacity -10%,demand=+0%; FTE=+0; capacity=-10%
Alfa,Germany,Antimalarial,2019-05-01,Demand +10%,Workload increases 10%; allocated FTE and sustainable per-rep capacity are unchanged.,2.875787431674292,0.4000347809906168,7.481691189885916,0.3843766547811957,-0.015658126209421,Potential Spare Capacity,True,,,,,1.1102230246251565e-16,Demand +10%,demand=+10%; FTE=+0; capacity=+0%
Alfa,Germany,Antimalarial,2019-05-01,Demand +20%,Workload increases 20%; allocated FTE and sustainable per-rep capacity are unchanged.,3.1372226527355904,0.4000347809906168,7.481691189885916,0.41931998703403156,0.0192852060434148,Potential Capacity Gap,True,,,,,1.1102230246251565e-16,Demand +20%,demand=+20%; FTE=+0; capacity=+0%
Alfa,Germany,Antimalarial,2019-05-01,Product Launch,Existing launch assumption: workload increases 30%; FTE and per-rep capacity are unchanged.,3.39865787379689,0.4000347809906168,7.481691189885916,0.45426331928686753,0.0542285382962507,Potential Capacity Gap,True,,,,,1.1102230246251565e-16,Product launch +30%,demand=+30%; FTE=+0; capacity=+0%
Alfa,Germany,Antipiretics,2019-05-01,Add 1 FTE,One FTE is added to this unit independently; workload and per-rep capacity are unchanged.,2.565687173006647,1.4422179497084056,7.481691189885916,0.34292877210369993,-1.0992891776047051,Potential Spare Capacity,True,,,,,1.0000000000000002,Add 1 representative,demand=+0%; FTE=+1; capacity=+0%
Alfa,Germany,Antipiretics,2019-05-01,Add 2 FTE,Two FTE are added to this unit independently; workload and per-rep capacity are unchanged.,2.565687173006647,2.4422179497084056,7.481691189885916,0.34292877210369993,-2.099289177604706,Potential Spare Capacity,True,,,,,2.0000000000000004,Add 2 representatives,demand=+0%; FTE=+2; capacity=+0%
Alfa,Germany,Antipiretics,2019-05-01,Base,"Persisted base workload forecast, fractional FTE allocation, and sustainable per-rep capacity.",2.565687173006647,0.44221794970840533,7.481691189885916,0.34292877210369993,-0.0992891776047054,Potential Spare Capacity,True,,,,,5.551115123125783e-17,Base case,demand=+0%; FTE=+0; capacity=+0%
Alfa,Germany,Antipiretics,2019-05-01,Capacity -10%,Sustainable per-rep capacity decreases 10%; workload and allocated FTE are unchanged.,2.565687173006647,0.4422179497084053,6.733522070897326,0.38103196900411096,-0.0611859807042943,Potential Spare Capacity,True,,,,,0.0,Capacity -10%,demand=+0%; FTE=+0; capacity=-10%
Alfa,Germany,Antipiretics,2019-05-01,Demand +10%,Workload increases 10%; allocated FTE and sustainable per-rep capacity are unchanged.,2.822255890307312,0.44221794970840533,7.481691189885916,0.37722164931407,-0.0649963003943354,Potential Spare Capacity,True,,,,,5.551115123125783e-17,Demand +10%,demand=+10%; FTE=+0; capacity=+0%
Alfa,Germany,Antipiretics,2019-05-01,Demand +20%,Workload increases 20%; allocated FTE and sustainable per-rep capacity are unchanged.,3.078824607607976,0.44221794970840533,7.481691189885916,0.41151452652443987,-0.0307034231839654,Potential Spare Capacity,True,,,,,5.551115123125783e-17,Demand +20%,demand=+20%; FTE=+0; capacity=+0%
Alfa,Germany,Antipiretics,2019-05-01,Product Launch,Existing launch assumption: workload increases 30%; FTE and per-rep capacity are unchanged.,3.335393324908641,0.44221794970840533,7.481691189885916,0.4458074037348099,0.0035894540264045,Potential Capacity Gap,True,,,,,5.551115123125783e-17,Product launch +30%,demand=+30%; FTE=+0; capacity=+0%
Alfa,Germany,Antiseptics,2019-05-01,Add 1 FTE,One FTE is added to this unit independently; workload and per-rep capacity are unchanged.,3.506608475629501,1.622018539207358,7.481691189885916,0.46869195568642164,-1.1533265835209363,Potential Spare Capacity,True,,,,,1.0,Add 1 representative,demand=+0%; FTE=+1; capacity=+0%
Alfa,Germany,Antiseptics,2019-05-01,Add 2 FTE,Two FTE are added to this unit independently; workload and per-rep capacity are unchanged.,3.506608475629501,2.622018539207358,7.481691189885916,0.46869195568642164,-2.1533265835209363,Potential Spare Capacity,True,,,,,2.0,Add 2 representatives,demand=+0%; FTE=+2; capacity=+0%
Alfa,Germany,Antiseptics,2019-05-01,Base,"Persisted base workload forecast, fractional FTE allocation, and sustainable per-rep capacity.",3.506608475629501,0.6220185392073581,7.481691189885916,0.46869195568642164,-0.1533265835209364,Potential Spare Capacity,True,,,,,0.0,Base case,demand=+0%; FTE=+0; capacity=+0%
Alfa,Germany,Antiseptics,2019-05-01,Capacity -10%,Sustainable per-rep capacity decreases 10%; workload and allocated FTE are unchanged.,3.506608475629501,0.6220185392073581,6.733522070897325,0.5207688396515796,-0.1012496995557784,Potential Spare Capacity,True,,,,,0.0,Capacity -10%,demand=+0%; FTE=+0; capacity=-10%
Alfa,Germany,Antiseptics,2019-05-01,Demand +10%,Workload increases 10%; allocated FTE and sustainable per-rep capacity are unchanged.,3.857269323192452,0.6220185392073581,7.481691189885916,0.5155611512550639,-0.1064573879522942,Potential Spare Capacity,True,,,,,0.0,Demand +10%,demand=+10%; FTE=+0; capacity=+0%
Alfa,Germany,Antiseptics,2019-05-01,Demand +20%,Workload increases 20%; allocated FTE and sustainable per-rep capacity are unchanged.,4.207930170755401,0.6220185392073581,7.481691189885916,0.562430346823706,-0.059588192383652,Potential Spare Capacity,True,,,,,0.0,Demand +20%,demand=+20%; FTE=+0; capacity=+0%
Alfa,Germany,Antiseptics,2019-05-01,Product Launch,Existing launch assumption: workload increases 30%; FTE and per-rep capacity are unchanged.,4.558591018318351,0.6220185392073581,7.481691189885916,0.6092995423923481,-0.0127189968150099,Potential Spare Capacity,True,,,,,0.0,Product launch +30%,demand=+30%; FTE=+0; capacity=+0%
Alfa,Germany,Mood Stabilizers,2019-05-01,Add 1 FTE,One FTE is added to this unit independently; workload and per-rep capacity are unchanged.,3.182826522285218,1.5610505221108546,7.481691189885916,0.42541538290004605,-1.1356351392108088,Potential Spare Capacity,True,,,,,0.9999999999999998,Add 1 representative,demand=+0%; FTE=+1; capacity=+0%
Alfa,Germany,Mood Stabilizers,2019-05-01,Add 2 FTE,Two FTE are added to this unit independently; workload and per-rep capacity are unchanged.,3.182826522285218,2.561050522110855,7.481691189885916,0.42541538290004605,-2.135635139210809,Potential Spare Capacity,True,,,,,2.0,Add 2 representatives,demand=+0%; FTE=+2; capacity=+0%
Alfa,Germany,Mood Stabilizers,2019-05-01,Base,"Persisted base workload forecast, fractional FTE allocation, and sustainable per-rep capacity.",3.182826522285218,0.5610505221108548,7.481691189885916,0.42541538290004605,-0.1356351392108087,Potential Spare Capacity,True,,,,,0.0,Base case,demand=+0%; FTE=+0; capacity=+0%
Alfa,Germany,Mood Stabilizers,2019-05-01,Capacity -10%,Sustainable per-rep capacity decreases 10%; workload and allocated FTE are unchanged.,3.182826522285218,0.5610505221108548,6.733522070897325,0.4726837587778289,-0.0883667633330259,Potential Spare Capacity,True,,,,,0.0,Capacity -10%,demand=+0%; FTE=+0; capacity=-10%
Alfa,Germany,Mood Stabilizers,2019-05-01,Demand +10%,Workload increases 10%; allocated FTE and sustainable per-rep capacity are unchanged.,3.5011091745137404,0.5610505221108548,7.481691189885916,0.46795692119005067,-0.0930936009208041,Potential Spare Capacity,True,,,,,0.0,Demand +10%,demand=+10%; FTE=+0; capacity=+0%
Alfa,Germany,Mood Stabilizers,2019-05-01,Demand +20%,Workload increases 20%; allocated FTE and sustainable per-rep capacity are unchanged.,3.8193918267422617,0.5610505221108548,7.481691189885916,0.5104984594800552,-0.0505520626307995,Potential Spare Capacity,True,,,,,0.0,Demand +20%,demand=+20%; FTE=+0; capacity=+0%
Alfa,Germany,Mood Stabilizers,2019-05-01,Product Launch,Existing launch assumption: workload increases 30%; FTE and per-rep capacity are unchanged.,4.137674478970784,0.5610505221108548,7.481691189885916,0.55303999777006,-0.0080105243407949,Potential Spare Capacity,True,,,,,0.0,Product launch +30%,demand=+30%; FTE=+0; capacity=+0%
Bravo,Germany,Analgesics,2019-05-01,Add 1 FTE,One FTE is added to this unit independently; workload and per-rep capacity are unchanged.,2.961901520340595,1.5236442104992445,7.481691189885916,0.3958866311328949,-1.1277575793663497,Potential Spare Capacity,True,,,,,1.0,Add 1 representative,demand=+0%; FTE=+1; capacity=+0%
Bravo,Germany,Analgesics,2019-05-01,Add 2 FTE,Two FTE are added to this unit independently; workload and per-rep capacity are unchanged.,2.961901520340595,2.523644210499245,7.481691189885916,0.3958866311328949,-2.12775757936635,Potential Spare Capacity,True,,,,,2.000000000000001,Add 2 representatives,demand=+0%; FTE=+2; capacity=+0%
Bravo,Germany,Analgesics,2019-05-01,Base,"Persisted base workload forecast, fractional FTE allocation, and sustainable per-rep capacity.",2.961901520340595,0.5236442104992445,7.481691189885916,0.3958866311328949,-0.1277575793663495,Potential Spare Capacity,True,,,,,0.0,Base case,demand=+0%; FTE=+0; capacity=+0%
Bravo,Germany,Analgesics,2019-05-01,Capacity -10%,Sustainable per-rep capacity decreases 10%; workload and allocated FTE are unchanged.,2.961901520340595,0.5236442104992445,6.733522070897326,0.43987403459210533,-0.083770175907139,Potential Spare Capacity,True,,,,,0.0,Capacity -10%,demand=+0%; FTE=+0; capacity=-10%
Bravo,Germany,Analgesics,2019-05-01,Demand +10%,Workload increases 10%; allocated FTE and sustainable per-rep capacity are unchanged.,3.258091672374655,0.5236442104992445,7.481691189885916,0.4354752942461844,-0.08816891625306,Potential Spare Capacity,True,,,,,0.0,Demand +10%,demand=+10%; FTE=+0; capacity=+0%
Bravo,Germany,Analgesics,2019-05-01,Demand +20%,Workload increases 20%; allocated FTE and sustainable per-rep capacity are unchanged.,3.554281824408714,0.5236442104992445,7.481691189885916,0.4750639573594739,-0.0485802531397706,Potential Spare Capacity,True,,,,,0.0,Demand +20%,demand=+20%; FTE=+0; capacity=+0%
Bravo,Germany,Analgesics,2019-05-01,Product Launch,Existing launch assumption: workload increases 30%; FTE and per-rep capacity are unchanged.,3.850471976442774,0.5236442104992445,7.481691189885916,0.5146526204727634,-0.008991590026481,Potential Spare Capacity,True,,,,,0.0,Product launch +30%,demand=+30%; FTE=+0; capacity=+0%
Bravo,Germany,Antibiotics,2019-05-01,Add 1 FTE,One FTE is added to this unit independently; workload and per-rep capacity are unchanged.,2.4799907671780503,1.415835183240426,7.481691189885916,0.3314746230812911,-1.0843605601591348,Potential Spare Capacity,True,,,,,1.0,Add 1 representative,demand=+0%; FTE=+1; capacity=+0%
Bravo,Germany,Antibiotics,2019-05-01,Add 2 FTE,Two FTE are added to this unit independently; workload and per-rep capacity are unchanged.,2.4799907671780503,2.415835183240426,7.481691189885916,0.3314746230812911,-2.084360560159135,Potential Spare Capacity,True,,,,,2.0,Add 2 representatives,demand=+0%; FTE=+2; capacity=+0%
Bravo,Germany,Antibiotics,2019-05-01,Base,"Persisted base workload forecast, fractional FTE allocation, and sustainable per-rep capacity.",2.4799907671780503,0.4158351832404258,7.481691189885916,0.3314746230812911,-0.0843605601591346,Potential Spare Capacity,True,,,,,0.0,Base case,demand=+0%; FTE=+0; capacity=+0%
Bravo,Germany,Antibiotics,2019-05-01,Capacity -10%,Sustainable per-rep capacity decreases 10%; workload and allocated FTE are unchanged.,2.4799907671780503,0.4158351832404258,6.733522070897325,0.36830513675699006,-0.0475300464834357,Potential Spare Capacity,True,,,,,0.0,Capacity -10%,demand=+0%; FTE=+0; capacity=-10%
Bravo,Germany,Antibiotics,2019-05-01,Demand +10%,Workload increases 10%; allocated FTE and sustainable per-rep capacity are unchanged.,2.7279898438958554,0.4158351832404258,7.481691189885916,0.3646220853894202,-0.0512130978510055,Potential Spare Capacity,True,,,,,0.0,Demand +10%,demand=+10%; FTE=+0; capacity=+0%
Bravo,Germany,Antibiotics,2019-05-01,Demand +20%,Workload increases 20%; allocated FTE and sustainable per-rep capacity are unchanged.,2.9759889206136605,0.4158351832404258,7.481691189885916,0.3977695476975493,-0.0180656355428764,Potential Spare Capacity,True,,,,,0.0,Demand +20%,demand=+20%; FTE=+0; capacity=+0%
Bravo,Germany,Antibiotics,2019-05-01,Product Launch,Existing launch assumption: workload increases 30%; FTE and per-rep capacity are unchanged.,3.2239879973314656,0.4158351832404258,7.481691189885916,0.43091701000567845,0.0150818267652526,Potential Capacity Gap,True,,,,,0.0,Product launch +30%,demand=+30%; FTE=+0; capacity=+0%
Bravo,Germany,Antimalarial,2019-05-01,Add 1 FTE,One FTE is added to this unit independently; workload and per-rep capacity are unchanged.,2.609356146143603,1.473807569736202,7.481691189885916,0.3487655504508188,-1.1250420192853832,Potential Spare Capacity,True,,,,,0.9999999999999999,Add 1 representative,demand=+0%; FTE=+1; capacity=+0%
Bravo,Germany,Antimalarial,2019-05-01,Add 2 FTE,Two FTE are added to this unit independently; workload and per-rep capacity are unchanged.,2.609356146143603,2.4738075697362025,7.481691189885916,0.3487655504508188,-2.125042019285383,Potential Spare Capacity,True,,,,,2.0000000000000004,Add 2 representatives,demand=+0%; FTE=+2; capacity=+0%
Bravo,Germany,Antimalarial,2019-05-01,Base,"Persisted base workload forecast, fractional FTE allocation, and sustainable per-rep capacity.",2.609356146143603,0.4738075697362022,7.481691189885916,0.3487655504508188,-0.1250420192853834,Potential Spare Capacity,True,,,,,0.0,Base case,demand=+0%; FTE=+0; capacity=+0%
Bravo,Germany,Antimalarial,2019-05-01,Capacity -10%,Sustainable per-rep capacity decreases 10%; workload and allocated FTE are unchanged.,2.609356146143603,0.47380756973620225,6.733522070897324,0.3875172782786876,-0.0862902914575146,Potential Spare Capacity,True,,,,,5.551115123125783e-17,Capacity -10%,demand=+0%; FTE=+0; capacity=-10%
Bravo,Germany,Antimalarial,2019-05-01,Demand +10%,Workload increases 10%; allocated FTE and sustainable per-rep capacity are unchanged.,2.870291760757964,0.4738075697362022,7.481691189885916,0.3836421054959008,-0.0901654642403014,Potential Spare Capacity,True,,,,,0.0,Demand +10%,demand=+10%; FTE=+0; capacity=+0%
Bravo,Germany,Antimalarial,2019-05-01,Demand +20%,Workload increases 20%; allocated FTE and sustainable per-rep capacity are unchanged.,3.1312273753723234,0.4738075697362022,7.481691189885916,0.4185186605409825,-0.0552889091952196,Potential Spare Capacity,True,,,,,0.0,Demand +20%,demand=+20%; FTE=+0; capacity=+0%
Bravo,Germany,Antimalarial,2019-05-01,Product Launch,Existing launch assumption: workload increases 30%; FTE and per-rep capacity are unchanged.,3.392162989986684,0.4738075697362022,7.481691189885916,0.45339521558606444,-0.0204123541501377,Potential Spare Capacity,True,,,,,0.0,Product launch +30%,demand=+30%; FTE=+0; capacity=+0%
Bravo,Germany,Antipiretics,2019-05-01,Add 1 FTE,One FTE is added to this unit independently; workload and per-rep capacity are unchanged.,2.612689489164614,1.4295302459020993,7.481691189885916,0.3492110838117142,-1.080319162090385,Potential Spare Capacity,True,,,,,1.0000000000000002,Add 1 representative,demand=+0%; FTE=+1; capacity=+0%
Bravo,Germany,Antipiretics,2019-05-01,Add 2 FTE,Two FTE are added to this unit independently; workload and per-rep capacity are unchanged.,2.612689489164614,2.4295302459020993,7.481691189885916,0.3492110838117142,-2.080319162090385,Potential Spare Capacity,True,,,,,2.0,Add 2 representatives,demand=+0%; FTE=+2; capacity=+0%
Bravo,Germany,Antipiretics,2019-05-01,Base,"Persisted base workload forecast, fractional FTE allocation, and sustainable per-rep capacity.",2.612689489164614,0.4295302459020991,7.481691189885916,0.3492110838117142,-0.0803191620903849,Potential Spare Capacity,True,,,,,0.0,Base case,demand=+0%; FTE=+0; capacity=+0%
Bravo,Germany,Antipiretics,2019-05-01,Capacity -10%,Sustainable per-rep capacity decreases 10%; workload and allocated FTE are unchanged.,2.612689489164614,0.4295302459020991,6.733522070897326,0.388012315346349,-0.04151793055575,Potential Spare Capacity,True,,,,,0.0,Capacity -10%,demand=+0%; FTE=+0; capacity=-10%
Bravo,Germany,Antipiretics,2019-05-01,Demand +10%,Workload increases 10%; allocated FTE and sustainable per-rep capacity are unchanged.,2.873958438081076,0.4295302459020991,7.481691189885916,0.38413219219288564,-0.0453980537092134,Potential Spare Capacity,True,,,,,0.0,Demand +10%,demand=+10%; FTE=+0; capacity=+0%
Bravo,Germany,Antipiretics,2019-05-01,Demand +20%,Workload increases 20%; allocated FTE and sustainable per-rep capacity are unchanged.,3.135227386997537,0.4295302459020991,7.481691189885916,0.419053300574057,-0.0104769453280421,Potential Spare Capacity,True,,,,,0.0,Demand +20%,demand=+20%; FTE=+0; capacity=+0%
Bravo,Germany,Antipiretics,2019-05-01,Product Launch,Existing launch assumption: workload increases 30%; FTE and per-rep capacity are unchanged.,3.3964963359139984,0.4295302459020991,7.481691189885916,0.4539744089552284,0.0244441630531292,Potential Capacity Gap,True,,,,,0.0,Product launch +30%,demand=+30%; FTE=+0; capacity=+0%
Bravo,Germany,Antiseptics,2019-05-01,Add 1 FTE,One FTE is added to this unit independently; workload and per-rep capacity are unchanged.,3.528157610227979,1.605345859255606,7.481691189885916,0.4715722048241579,-1.1337736544314485,Potential Spare Capacity,True,,,,,0.9999999999999998,Add 1 representative,demand=+0%; FTE=+1; capacity=+0%
Bravo,Germany,Antiseptics,2019-05-01,Add 2 FTE,Two FTE are added to this unit independently; workload and per-rep capacity are unchanged.,3.528157610227979,2.605345859255606,7.481691189885916,0.4715722048241579,-2.1337736544314483,Potential Spare Capacity,True,,,,,1.9999999999999998,Add 2 representatives,demand=+0%; FTE=+2; capacity=+0%
Bravo,Germany,Antiseptics,2019-05-01,Base,"Persisted base workload forecast, fractional FTE allocation, and sustainable per-rep capacity.",3.528157610227979,0.6053458592556062,7.481691189885916,0.4715722048241579,-0.1337736544314483,Potential Spare Capacity,True,,,,,0.0,Base case,demand=+0%; FTE=+0; capacity=+0%
Bravo,Germany,Antiseptics,2019-05-01,Capacity -10%,Sustainable per-rep capacity decreases 10%; workload and allocated FTE are unchanged.,3.528157610227979,0.6053458592556062,6.733522070897325,0.5239691164712865,-0.0813767427843197,Potential Spare Capacity,True,,,,,0.0,Capacity -10%,demand=+0%; FTE=+0; capacity=-10%
Bravo,Germany,Antiseptics,2019-05-01,Demand +10%,Workload increases 10%; allocated FTE and sustainable per-rep capacity are unchanged.,3.880973371250777,0.6053458592556062,7.481691189885916,0.5187294253065736,-0.0866164339490325,Potential Spare Capacity,True,,,,,0.0,Demand +10%,demand=+10%; FTE=+0; capacity=+0%
Bravo,Germany,Antiseptics,2019-05-01,Demand +20%,Workload increases 20%; allocated FTE and sustainable per-rep capacity are unchanged.,4.233789132273575,0.6053458592556062,7.481691189885916,0.5658866457889895,-0.0394592134666167,Potential Spare Capacity,True,,,,,0.0,Demand +20%,demand=+20%; FTE=+0; capacity=+0%
Bravo,Germany,Antiseptics,2019-05-01,Product Launch,Existing launch assumption: workload increases 30%; FTE and per-rep capacity are unchanged.,4.586604893296373,0.6053458592556062,7.481691189885916,0.6130438662714054,0.0076980070157991,Potential Capacity Gap,True,,,,,0.0,Product launch +30%,demand=+30%; FTE=+0; capacity=+0%
Bravo,Germany,Mood Stabilizers,2019-05-01,Add 1 FTE,One FTE is added to this unit independently; workload and per-rep capacity are unchanged.,3.101154338109576,1.5518369313664222,7.481691189885916,0.4144991098138152,-1.137337821552607,Potential Spare Capacity,True,,,,,1.0,Add 1 representative,demand=+0%; FTE=+1; capacity=+0%
Bravo,Germany,Mood Stabilizers,2019-05-01,Add 2 FTE,Two FTE are added to this unit independently; workload and per-rep capacity are unchanged.,3.101154338109576,2.5518369313664215,7.481691189885916,0.4144991098138152,-2.137337821552607,Potential Spare Capacity,True,,,,,1.9999999999999993,Add 2 representatives,demand=+0%; FTE=+2; capacity=+0%
Bravo,Germany,Mood Stabilizers,2019-05-01,Base,"Persisted base workload forecast, fractional FTE allocation, and sustainable per-rep capacity.",3.101154338109576,0.5518369313664222,7.481691189885916,0.4144991098138152,-0.1373378215526071,Potential Spare Capacity,True,,,,,0.0,Base case,demand=+0%; FTE=+0; capacity=+0%
Bravo,Germany,Mood Stabilizers,2019-05-01,Capacity -10%,Sustainable per-rep capacity decreases 10%; workload and allocated FTE are unchanged.,3.101154338109576,0.5518369313664222,6.733522070897324,0.4605545664597947,-0.0912823649066276,Potential Spare Capacity,True,,,,,0.0,Capacity -10%,demand=+0%; FTE=+0; capacity=-10%
Bravo,Germany,Mood Stabilizers,2019-05-01,Demand +10%,Workload increases 10%; allocated FTE and sustainable per-rep capacity are unchanged.,3.4112697719205336,0.5518369313664222,7.481691189885916,0.45594902079519667,-0.0958879105712255,Potential Spare Capacity,True,,,,,0.0,Demand +10%,demand=+10%; FTE=+0; capacity=+0%
Bravo,Germany,Mood Stabilizers,2019-05-01,Demand +20%,Workload increases 20%; allocated FTE and sustainable per-rep capacity are unchanged.,3.7213852057314902,0.5518369313664222,7.481691189885916,0.49739893177657807,-0.054437999589844,Potential Spare Capacity,True,,,,,0.0,Demand +20%,demand=+20%; FTE=+0; capacity=+0%
Bravo,Germany,Mood Stabilizers,2019-05-01,Product Launch,Existing launch assumption: workload increases 30%; FTE and per-rep capacity are unchanged.,4.031500639542449,0.5518369313664222,7.481691189885916,0.5388488427579597,-0.0129880886084624,Potential Spare Capacity,True,,,,,0.0,Product launch +30%,demand=+30%; FTE=+0; capacity=+0%
Charlie,Germany,Analgesics,2019-05-01,Add 1 FTE,One FTE is added to this unit independently; workload and per-rep capacity are unchanged.,3.1414852680296788,1.5080994246449495,7.481691189885916,0.41988972657364937,-1.0882096980713,Potential Spare Capacity,True,,,,,1.0,Add 1 representative,demand=+0%; FTE=+1; capacity=+0%
