false_positive_rate,true_positive_rate,threshold,curve_type,precision,recall,review_rank,review_fraction,captured_count,lift
,,2.255420582278371,precision_recall,0.47368421052631576,1.0,,,,
,,2.3616716359175127,precision_recall,0.4864864864864865,1.0,,,,
,,2.421385759580096,precision_recall,0.5,1.0,,,,
,,2.481523600971224,precision_recall,0.4857142857142857,0.9444444444444444,,,,
,,2.5131487580191627,precision_recall,0.5,0.9444444444444444,,,,
,,2.7669217124569925,precision_recall,0.5151515151515151,0.9444444444444444,,,,
,,2.9025741853232807,precision_recall,0.5,0.8888888888888888,,,,
,,3.0237785384961287,precision_recall,0.4838709677419355,0.8333333333333334,,,,
,,3.0890906407477083,precision_recall,0.5,0.8333333333333334,,,,
,,3.694270338500271,precision_recall,0.5172413793103449,0.8333333333333334,,,,
,,4.096438166158287,precision_recall,0.5,0.7777777777777778,,,,
,,4.831587602631342,precision_recall,0.5185185185185185,0.7777777777777778,,,,
,,5.563009624081649,precision_recall,0.5,0.7222222222222222,,,,
,,5.602017540565758,precision_recall,0.48,0.6666666666666666,,,,
,,5.606286772561936,precision_recall,0.4583333333333333,0.6111111111111112,,,,
,,5.91307614835035,precision_recall,0.43478260869565216,0.5555555555555556,,,,
,,6.6521142137617195,precision_recall,0.4090909090909091,0.5,,,,
,,6.694184073366355,precision_recall,0.38095238095238093,0.4444444444444444,,,,
,,9.273448894461595,precision_recall,0.35,0.3888888888888889,,,,
,,13.179598712543179,precision_recall,0.3157894736842105,0.3333333333333333,,,,
,,53.94050233613081,precision_recall,0.2777777777777778,0.2777777777777778,,,,
,,70.7688245773363,precision_recall,0.29411764705882354,0.2777777777777778,,,,
,,111.30189865883979,precision_recall,0.25,0.2222222222222222,,,,
,,115.58910655574351,precision_recall,0.2,0.16666666666666666,,,,
,,146.75480184036837,precision_recall,0.14285714285714285,0.1111111111111111,,,,
,,155.56038105310816,precision_recall,0.15384615384615385,0.1111111111111111,,,,
,,155.8133791044616,precision_recall,0.16666666666666666,0.1111111111111111,,,,
,,161.6039154036986,precision_recall,0.18181818181818182,0.1111111111111111,,,,
,,198.4117062911386,precision_recall,0.1,0.05555555555555555,,,,
,,198.4414455126367,precision_recall,0.1111111111111111,0.05555555555555555,,,,
,,198.54344700441578,precision_recall,0.125,0.05555555555555555,,,,
,,198.65478868012895,precision_recall,0.14285714285714285,0.05555555555555555,,,,
,,198.67392723226448,precision_recall,0.16666666666666666,0.05555555555555555,,,,
,,198.67802427692726,precision_recall,0.2,0.05555555555555555,,,,
,,198.92225489557902,precision_recall,0.25,0.05555555555555555,,,,
,,199.21927749365184,precision_recall,0.3333333333333333,0.05555555555555555,,,,
,,199.57548907725223,precision_recall,0.5,0.05555555555555555,,,,
,,264.3821623057947,precision_recall,1.0,0.05555555555555555,,,,
,,,precision_recall,1.0,0.0,,,,
,,264.3821623057947,lift,1.0,0.05555555555555555,1.0,0.019230769230769232,1.0,2.888888888888889
,,199.57548907725223,lift,0.5,0.05555555555555555,2.0,0.038461538461538464,1.0,1.4444444444444444
,,199.21927749365184,lift,0.3333333333333333,0.05555555555555555,3.0,0.057692307692307696,1.0,0.9629629629629629
,,198.92225489557902,lift,0.25,0.05555555555555555,4.0,0.07692307692307693,1.0,0.7222222222222222
,,198.67802427692726,lift,0.2,0.05555555555555555,5.0,0.09615384615384616,1.0,0.5777777777777778
,,198.67392723226448,lift,0.16666666666666666,0.05555555555555555,6.0,0.11538461538461539,1.0,0.48148148148148145
,,198.65478868012895,lift,0.14285714285714285,0.05555555555555555,7.0,0.1346153846153846,1.0,0.4126984126984127
,,198.54344700441578,lift,0.125,0.05555555555555555,8.0,0.15384615384615385,1.0,0.3611111111111111
,,198.4414455126367,lift,0.1111111111111111,0.05555555555555555,9.0,0.17307692307692307,1.0,0.32098765432098764
,,198.4117062911386,lift,0.1,0.05555555555555555,10.0,0.19230769230769232,1.0,0.2888888888888889
,,161.6039154036986,lift,0.18181818181818182,0.1111111111111111,11.0,0.21153846153846154,2.0,0.5252525252525253
,,155.8133791044616,lift,0.16666666666666666,0.1111111111111111,12.0,0.23076923076923078,2.0,0.48148148148148145
,,155.56038105310816,lift,0.15384615384615385,0.1111111111111111,13.0,0.25,2.0,0.4444444444444445
,,146.75480184036837,lift,0.14285714285714285,0.1111111111111111,14.0,0.2692307692307692,2.0,0.4126984126984127
,,115.58910655574351,lift,0.2,0.16666666666666666,15.0,0.28846153846153844,3.0,0.5777777777777778
,,111.30189865883979,lift,0.25,0.2222222222222222,16.0,0.3076923076923077,4.0,0.7222222222222222
,,70.7688245773363,lift,0.29411764705882354,0.2777777777777778,17.0,0.3269230769230769,5.0,0.8496732026143792
,,53.94050233613081,lift,0.2777777777777778,0.2777777777777778,18.0,0.34615384615384615,5.0,0.8024691358024691
,,13.179598712543179,lift,0.3157894736842105,0.3333333333333333,19.0,0.36538461538461536,6.0,0.9122807017543859
,,9.273448894461595,lift,0.35,0.3888888888888889,20.0,0.38461538461538464,7.0,1.011111111111111
,,6.694184073366355,lift,0.38095238095238093,0.4444444444444444,21.0,0.40384615384615385,8.0,1.1005291005291005
,,6.6521142137617195,lift,0.4090909090909091,0.5,22.0,0.4230769230769231,9.0,1.1818181818181819
,,5.91307614835035,lift,0.43478260869565216,0.5555555555555556,23.0,0.4423076923076923,10.0,1.2560386473429952
,,5.606286772561936,lift,0.4583333333333333,0.6111111111111112,24.0,0.46153846153846156,11.0,1.324074074074074
,,5.602017540565758,lift,0.48,0.6666666666666666,25.0,0.4807692307692308,12.0,1.3866666666666667
,,5.563009624081649,lift,0.5,0.7222222222222222,26.0,0.5,13.0,1.4444444444444444
,,4.831587602631342,lift,0.5185185185185185,0.7777777777777778,27.0,0.5192307692307693,14.0,1.4979423868312756
,,4.096438166158287,lift,0.5,0.7777777777777778,28.0,0.5384615384615384,14.0,1.4444444444444444
,,3.694270338500271,lift,0.5172413793103449,0.8333333333333334,29.0,0.5576923076923077,15.0,1.4942528735632186
,,3.0890906407477083,lift,0.5,0.8333333333333334,30.0,0.5769230769230769,15.0,1.4444444444444444
,,3.0237785384961287,lift,0.4838709677419355,0.8333333333333334,31.0,0.5961538461538461,15.0,1.3978494623655915
,,2.9025741853232807,lift,0.5,0.8888888888888888,32.0,0.6153846153846154,16.0,1.4444444444444444
,,2.7669217124569925,lift,0.5151515151515151,0.9444444444444444,33.0,0.6346153846153846,17.0,1.488215488215488
,,2.5131487580191627,lift,0.5,0.9444444444444444,34.0,0.6538461538461539,17.0,1.4444444444444444
,,2.481523600971224,lift,0.4857142857142857,0.9444444444444444,35.0,0.6730769230769231,17.0,1.4031746031746033
,,2.421385759580096,lift,0.5,1.0,36.0,0.6923076923076923,18.0,1.4444444444444444
,,2.3616716359175127,lift,0.4864864864864865,1.0,37.0,0.7115384615384616,18.0,1.4054054054054055
,,2.255420582278371,lift,0.47368421052631576,1.0,38.0,0.7307692307692307,18.0,1.368421052631579
,,2.1716953610186485,lift,0.46153846153846156,1.0,39.0,0.75,18.0,1.3333333333333335
,,2.1494033982441016,lift,0.45,1.0,40.0,0.7692307692307693,18.0,1.3
,,2.1421225258654704,lift,0.43902439024390244,1.0,41.0,0.7884615384615384,18.0,1.2682926829268293
,,2.1053899896401833,lift,0.42857142857142855,1.0,42.0,0.8076923076923077,18.0,1.2380952380952381
,,2.0328040702126766,lift,0.4186046511627907,1.0,43.0,0.8269230769230769,18.0,1.2093023255813955
,,2.027077394202594,lift,0.4090909090909091,1.0,44.0,0.8461538461538461,18.0,1.1818181818181819
,,1.994274253926145,lift,0.4,1.0,45.0,0.8653846153846154,18.0,1.1555555555555557
,,1.9325122225918185,lift,0.391304347826087,1.0,46.0,0.8846153846153846,18.0,1.1304347826086958
,,1.9289582928965083,lift,0.3829787234042553,1.0,47.0,0.9038461538461539,18.0,1.1063829787234043
,,1.8795384472126162,lift,0.375,1.0,48.0,0.9230769230769231,18.0,1.0833333333333333
,,1.8130333271463346,lift,0.3673469387755102,1.0,49.0,0.9423076923076923,18.0,1.0612244897959184
,,1.7101911533168768,lift,0.36,1.0,50.0,0.9615384615384616,18.0,1.04
,,1.4417315670482265,lift,0.35294117647058826,1.0,51.0,0.9807692307692307,18.0,1.019607843137255
,,1.1693529692925775,lift,0.34615384615384615,1.0,52.0,1.0,18.0,1.0
