population,period,observations,mean_raw_score,median_raw_score,std_raw_score,mean_anomaly_score,p95_anomaly_score,review_rate,selected_entity_overlap_previous_period,ground_truth_prevalence,precision_at_threshold,recall_at_threshold,mean_score_change_from_previous_period
clean,2018-02-01,13,1.565935389054676,1.5611056183910115,0.20271814511015296,0.5851063829787234,0.757872340425532,0.0,0.0,,,,0.008183306055646544
clean,2018-03-01,13,1.781470911622115,1.8020415400241712,0.29607301449856305,0.6721767594108019,0.8046808510638298,0.0,0.0,,,,0.08707037643207849
clean,2018-04-01,13,23.745291366107367,1.5058284709109646,52.2053855634832,0.5648117839607202,0.9578723404255319,0.0,0.0,,,,-0.10736497545008172
clean,2018-05-01,13,34.98464845370194,1.7536442523021336,60.85967072790345,0.7022913256955812,0.9587234042553191,0.0,0.0,,,,0.137479541734861
clean,2018-06-01,13,1.6723232667166696,1.6057019611926906,0.30231351171068305,0.6207855973813421,0.805531914893617,0.0,0.0,,,,-0.08150572831423908
clean,2018-07-01,13,1.688421854027099,1.6872866095182772,0.18278669978599774,0.657783517359191,0.7640429946801918,0.0,0.0,,,,0.03699791997784896
clean,2018-08-01,13,12.519880185902148,1.6566049624671095,38.58191989977185,0.4961455662950281,0.8602128444112497,0.0,0.0,,,,-0.16163795106416295
clean,2018-09-01,13,23.86516494563728,1.7273264802820139,52.14633404892291,0.6743273749836919,0.9572776648566655,0.0,0.0,,,,0.1781818086886638
clean,2018-10-01,13,1.7348329785445182,1.7427111842200143,0.07594509594980463,0.6924020346238239,0.7424345033404487,0.0,0.0,,,,0.018074659640131996
clean,2018-11-01,13,12.71866675683174,1.6324332835418596,38.5512822964991,0.6374078380121169,0.8313920700765687,0.0,0.0,,,,-0.054994196611707014
clean,2018-12-01,13,72.86077946580126,2.1898519118722253,84.0608556846965,0.6322849341200362,0.9843537375998794,0.3076923076923077,0.0,,,,-0.005122903892080699
clean,2019-01-01,13,198.87965597554026,198.6975351265051,0.33834629958666845,0.9851236945182448,0.9852461427945993,1.0,1.0,,,,0.3528387603982086
clean,2019-02-01,13,2.2833468537345643,2.171668354799997,0.5645053958241858,0.7804144651466842,0.8277549622515813,0.0,0.0,,,,-0.20470922937156055
clean,2019-03-01,13,2.0565689638784734,1.927069178356618,0.23549435376464897,0.7705008952499188,0.8142973659884616,0.0,0.0,,,,-0.009913569896765395
clean,2019-04-01,13,58.75193816477127,3.0914273586404346,78.48497650270954,0.8054166041120889,0.9845816706581024,0.15384615384615385,0.0,,,,0.0349157088621701
injected,2017-01-01,13,78.21406209183333,32.71540080025147,75.6349144512845,0.9252045826513912,0.9910638297872341,0.23076923076923078,,0.0,0.0,,
injected,2017-02-01,13,4.100639622785332,4.059718547225469,0.20353166736428852,0.8574468085106381,0.8804255319148936,0.0,0.0,0.0,0.0,,-0.06775777414075301
injected,2017-03-01,13,1.2198849951656328,1.2187264350485931,0.24274807638074436,0.3013093289689034,0.591914893617021,0.0,0.0,0.0,0.0,,-0.5561374795417348
injected,2017-04-01,13,1.234405607369001,1.1413323762751464,0.2968293688662522,0.2764320785597381,0.6472340425531912,0.0,0.0,0.0,0.0,,-0.024877250409165275
injected,2017-05-01,13,12.330366364991773,1.207151155504295,38.57075511476518,0.3428805237315876,0.7212765957446803,0.0,0.0,0.0,0.0,,0.0664484451718495
injected,2017-06-01,13,1.2693918233575952,1.2015412157696561,0.17604902813302395,0.33535188216039286,0.5919148936170211,0.0,0.0,0.0,0.0,,-0.007528641571194761
injected,2017-07-01,13,1.247835526358809,1.2392481311981007,0.30352655128046385,0.31407528641571203,0.6914893617021274,0.0,0.0,0.0,0.0,,-0.021276595744680826
injected,2017-08-01,13,1.111107750745241,1.1971784098832403,0.28482537900086796,0.2541734860883797,0.511063829787234,0.0,0.0,0.0,0.0,,-0.05990180032733233
injected,2017-09-01,13,1.3074881005680228,1.1902876426626683,0.2728499793287048,0.3445171849427168,0.7127659574468084,0.0,0.0,0.0,0.0,,0.09034369885433713
injected,2017-10-01,13,1.117668684088088,1.1052454783837118,0.41532839214903966,0.2220949263502455,0.581702127659574,0.0,0.0,0.0,0.0,,-0.12242225859247133
injected,2017-11-01,13,12.414742671395755,1.2635778382001994,38.510170601086166,0.37135842880523734,0.8472340425531912,0.0,0.0,0.0,0.0,,0.14926350245499184
injected,2017-12-01,13,69.37291367790948,3.2786502669519146,80.09770788552132,0.6947626841243862,0.9825531914893617,0.15384615384615385,0.0,0.0,0.0,,0.3234042553191489
injected,2018-01-01,13,1.640642832598042,1.5368364905040546,0.6795280100363793,0.5769230769230769,0.8208510638297872,0.0,0.0,0.0,0.0,,-0.11783960720130937
injected,2018-02-01,13,1.565935389054676,1.5611056183910115,0.20271814511015296,0.5851063829787234,0.757872340425532,0.0,0.0,0.0,0.0,,0.008183306055646544
injected,2018-03-01,13,1.781470911622115,1.8020415400241712,0.29607301449856305,0.6721767594108019,0.8046808510638298,0.0,0.0,0.0,0.0,,0.08707037643207849
injected,2018-04-01,13,23.745291366107367,1.5058284709109646,52.2053855634832,0.5648117839607202,0.9578723404255319,0.0,0.0,0.0,0.0,,-0.10736497545008172
injected,2018-05-01,13,34.98464845370194,1.7536442523021336,60.85967072790345,0.7022913256955812,0.9587234042553191,0.0,0.0,0.0,0.0,,0.137479541734861
injected,2018-06-01,13,1.6723232667166696,1.6057019611926906,0.30231351171068305,0.6207855973813421,0.805531914893617,0.0,0.0,0.0,0.0,,-0.08150572831423908
injected,2018-07-01,13,1.688421854027099,1.6872866095182772,0.18278669978599774,0.657783517359191,0.7640429946801918,0.0,0.0,0.0,0.0,,0.03699791997784896
injected,2018-08-01,13,12.519880185902148,1.6566049624671095,38.58191989977185,0.4961455662950281,0.8602128444112497,0.0,0.0,0.0,0.0,,-0.16163795106416295
injected,2018-09-01,13,24.11565625221078,1.7505881476006668,52.046888835546184,0.69132603201783,0.9572916702144453,0.0,0.0,0.07692307692307693,0.0,0.0,0.19518046572280195
injected,2018-10-01,13,1.7363222637000981,1.7427111842200143,0.07454432244037407,0.6928490476677709,0.7424345033404487,0.0,0.0,0.0,0.0,,0.0015230156499408398
injected,2018-11-01,13,12.718911472803399,1.6324332835418596,38.55121006828089,0.6377908192398023,0.8313920700765687,0.0,0.0,0.0,0.0,,-0.05505822842796859
injected,2018-12-01,13,72.86086930857415,2.1898519118722253,84.06077896148692,0.6323203134070853,0.9843537375998794,0.3076923076923077,0.0,0.0,0.0,,-0.005470505832717021
injected,2019-01-01,13,181.27061936475891,198.65478868012895,39.211785768725996,0.9752005173295009,0.989763489312572,0.6153846153846154,0.25,0.3076923076923077,0.125,0.25,0.3428802039224156
injected,2019-02-01,13,8.992647604593321,3.0237785384961287,17.962219530318844,0.8273403375995441,0.901304940061087,0.0,0.0,0.46153846153846156,0.0,0.0,-0.1478601797299568
injected,2019-03-01,13,3.798685261684695,2.3616716359175127,3.0930686820752187,0.8092997618621196,0.8836706692541118,0.0,0.0,0.46153846153846156,0.0,0.0,-0.018040575737424458
injected,2019-04-01,13,47.95766044379878,3.0890906407477083,75.13601721903649,0.800930394633314,0.9846668588454396,0.15384615384615385,0.0,0.15384615384615385,0.0,0.0,-0.008369367228805658
