population,split,bin,score_lower,score_upper,count,share,mean_raw_score,mean_anomaly_score
injected_all,test,20,0.95,1.0,14,0.2692307692307692,190.9453571551019,0.9824001876950018
injected_all,train,1,0.0,0.05,12,0.05128205128205128,0.6591353329232313,0.02553191489361702
injected_all,train,2,0.05,0.1,11,0.04700854700854701,1.0174829979198738,0.07446808510638298
injected_all,train,3,0.1,0.15,12,0.05128205128205128,1.0868212206563936,0.12340425531914893
injected_all,train,4,0.15,0.2,12,0.05128205128205128,1.1160626695262077,0.174468085106383
injected_all,train,5,0.2,0.25,12,0.05128205128205128,1.1478607926798834,0.225531914893617
injected_all,train,6,0.25,0.3,11,0.04700854700854701,1.1921069340093415,0.274468085106383
injected_all,train,7,0.3,0.35,12,0.05128205128205128,1.2282092826836415,0.3234042553191489
injected_all,train,8,0.35,0.4,12,0.05128205128205128,1.266617283313425,0.3744680851063829
injected_all,train,9,0.4,0.45,12,0.05128205128205128,1.3212912004235589,0.425531914893617
injected_all,train,10,0.45,0.5,11,0.04700854700854701,1.390474496408367,0.474468085106383
injected_all,train,11,0.5,0.55,12,0.05128205128205128,1.4656874419376102,0.523404255319149
injected_all,train,12,0.55,0.6,12,0.05128205128205128,1.509778627082133,0.5744680851063829
injected_all,train,13,0.6,0.65,12,0.05128205128205128,1.5993328610286592,0.6255319148936171
injected_all,train,14,0.65,0.7,11,0.04700854700854701,1.6960234710751185,0.6744680851063829
injected_all,train,15,0.7,0.75,12,0.05128205128205128,1.7992976186143885,0.723404255319149
injected_all,train,16,0.75,0.8,12,0.05128205128205128,2.035838184109078,0.7744680851063829
injected_all,train,17,0.8,0.85,12,0.05128205128205128,3.1914717853160344,0.825531914893617
injected_all,train,18,0.85,0.9,11,0.04700854700854701,11.90895059170893,0.8744680851063831
injected_all,train,19,0.9,0.95,12,0.05128205128205128,76.71875618596133,0.923404255319149
injected_all,train,20,0.95,1.0,11,0.04700854700854701,173.75375450321732,0.9723404255319149
injected_all,validation,1,0.0,0.05,5,0.0641025641025641,0.6812358540834681,0.02224422483886327
injected_all,validation,2,0.05,0.1,2,0.02564102564102564,0.9740046571335506,0.06724254740972324
injected_all,validation,3,0.1,0.15,1,0.01282051282051282,1.075826752850525,0.10280197057093157
injected_all,validation,4,0.15,0.2,0,0.0,,
injected_all,validation,5,0.2,0.25,1,0.01282051282051282,1.159055990178327,0.2382765350620043
injected_all,validation,6,0.25,0.3,0,0.0,,
injected_all,validation,7,0.3,0.35,0,0.0,,
injected_all,validation,8,0.35,0.4,0,0.0,,
injected_all,validation,9,0.4,0.45,3,0.038461538461538464,1.3306060685749423,0.4358409634130738
injected_all,validation,10,0.45,0.5,0,0.0,,
injected_all,validation,11,0.5,0.55,1,0.01282051282051282,1.4813530837128488,0.5431489190538021
injected_all,validation,12,0.55,0.6,8,0.10256410256410256,1.5167424143193078,0.5803819330530984
injected_all,validation,13,0.6,0.65,7,0.08974358974358974,1.5937935751189087,0.6213503432664653
injected_all,validation,14,0.65,0.7,20,0.2564102564102564,1.6899333333139617,0.6729181926017307
injected_all,validation,15,0.7,0.75,11,0.14102564102564102,1.802282428167186,0.7238101073680757
injected_all,validation,16,0.75,0.8,8,0.10256410256410256,1.974597719011749,0.7661573559831552
injected_all,validation,17,0.8,0.85,0,0.0,,
injected_all,validation,18,0.85,0.9,1,0.01282051282051282,4.915012583325849,0.8830039711082059
injected_all,validation,19,0.9,0.95,1,0.01282051282051282,55.12287201275402,0.925641331176558
injected_all,validation,20,0.95,1.0,9,0.11538461538461539,163.05662452244442,0.968739473707109
injected_normal,test,1,0.0,0.05,0,0.0,,
injected_normal,test,2,0.05,0.1,0,0.0,,
injected_normal,test,3,0.1,0.15,0,0.0,,
injected_normal,test,4,0.15,0.2,0,0.0,,
injected_normal,test,5,0.2,0.25,0,0.0,,
injected_normal,test,6,0.25,0.3,1,0.029411764705882353,1.1693529692925775,0.2515665432110338
injected_normal,test,7,0.3,0.35,0,0.0,,
injected_normal,test,8,0.35,0.4,0,0.0,,
injected_normal,test,9,0.4,0.45,0,0.0,,
injected_normal,test,10,0.45,0.5,1,0.029411764705882353,1.4417315670482265,0.4983352508917558
injected_normal,test,11,0.5,0.55,0,0.0,,
injected_normal,test,12,0.55,0.6,0,0.0,,
injected_normal,test,13,0.6,0.65,0,0.0,,
injected_normal,test,14,0.65,0.7,1,0.029411764705882353,1.7101911533168768,0.6760026515674947
injected_normal,test,15,0.7,0.75,1,0.029411764705882353,1.8130333271463346,0.7339044761081658
injected_normal,test,16,0.75,0.8,10,0.29411764705882354,2.0363775955810763,0.7735535898093379
injected_normal,test,17,0.8,0.85,6,0.17647058823529413,2.6207722927383514,0.815597999122308
injected_normal,test,18,0.85,0.9,1,0.029411764705882353,4.096438166158287,0.8712138539450338
injected_normal,test,19,0.9,0.95,1,0.029411764705882353,53.94050233613081,0.9254564588394284
injected_normal,test,20,0.95,1.0,12,0.35294117647058826,187.27074353849443,0.9818933210276907
injected_normal,train,1,0.0,0.05,12,0.05128205128205128,0.6591353329232313,0.02553191489361702
injected_normal,train,2,0.05,0.1,11,0.04700854700854701,1.0174829979198738,0.07446808510638298
injected_normal,train,3,0.1,0.15,12,0.05128205128205128,1.0868212206563936,0.12340425531914893
injected_normal,train,4,0.15,0.2,12,0.05128205128205128,1.1160626695262077,0.174468085106383
injected_normal,train,5,0.2,0.25,12,0.05128205128205128,1.1478607926798834,0.225531914893617
injected_normal,train,6,0.25,0.3,11,0.04700854700854701,1.1921069340093415,0.274468085106383
injected_normal,train,7,0.3,0.35,12,0.05128205128205128,1.2282092826836415,0.3234042553191489
injected_normal,train,8,0.35,0.4,12,0.05128205128205128,1.266617283313425,0.3744680851063829
injected_normal,train,9,0.4,0.45,12,0.05128205128205128,1.3212912004235589,0.425531914893617
injected_normal,train,10,0.45,0.5,11,0.04700854700854701,1.390474496408367,0.474468085106383
injected_normal,train,11,0.5,0.55,12,0.05128205128205128,1.4656874419376102,0.523404255319149
injected_normal,train,12,0.55,0.6,12,0.05128205128205128,1.509778627082133,0.5744680851063829
injected_normal,train,13,0.6,0.65,12,0.05128205128205128,1.5993328610286592,0.6255319148936171
injected_normal,train,14,0.65,0.7,11,0.04700854700854701,1.6960234710751185,0.6744680851063829
injected_normal,train,15,0.7,0.75,12,0.05128205128205128,1.7992976186143885,0.723404255319149
injected_normal,train,16,0.75,0.8,12,0.05128205128205128,2.035838184109078,0.7744680851063829
injected_normal,train,17,0.8,0.85,12,0.05128205128205128,3.1914717853160344,0.825531914893617
injected_normal,train,18,0.85,0.9,11,0.04700854700854701,11.90895059170893,0.8744680851063831
injected_normal,train,19,0.9,0.95,12,0.05128205128205128,76.71875618596133,0.923404255319149
injected_normal,train,20,0.95,1.0,11,0.04700854700854701,173.75375450321732,0.9723404255319149
injected_normal,validation,1,0.0,0.05,5,0.06493506493506493,0.6812358540834681,0.02224422483886327
injected_normal,validation,2,0.05,0.1,2,0.025974025974025976,0.9740046571335506,0.06724254740972324
injected_normal,validation,3,0.1,0.15,1,0.012987012987012988,1.075826752850525,0.10280197057093157
injected_normal,validation,4,0.15,0.2,0,0.0,,
injected_normal,validation,5,0.2,0.25,1,0.012987012987012988,1.159055990178327,0.2382765350620043
injected_normal,validation,6,0.25,0.3,0,0.0,,
injected_normal,validation,7,0.3,0.35,0,0.0,,
injected_normal,validation,8,0.35,0.4,0,0.0,,
injected_normal,validation,9,0.4,0.45,3,0.03896103896103896,1.3306060685749423,0.4358409634130738
injected_normal,validation,10,0.45,0.5,0,0.0,,
injected_normal,validation,11,0.5,0.55,1,0.012987012987012988,1.4813530837128488,0.5431489190538021
injected_normal,validation,12,0.55,0.6,8,0.1038961038961039,1.5167424143193078,0.5803819330530984
injected_normal,validation,13,0.6,0.65,7,0.09090909090909091,1.5937935751189087,0.6213503432664653
injected_normal,validation,14,0.65,0.7,20,0.2597402597402597,1.6899333333139617,0.6729181926017307
injected_normal,validation,15,0.7,0.75,11,0.14285714285714285,1.802282428167186,0.7238101073680757
injected_normal,validation,16,0.75,0.8,8,0.1038961038961039,1.974597719011749,0.7661573559831552
injected_normal,validation,17,0.8,0.85,0,0.0,,
injected_normal,validation,18,0.85,0.9,0,0.0,,
injected_normal,validation,19,0.9,0.95,1,0.012987012987012988,55.12287201275402,0.925641331176558
injected_normal,validation,20,0.95,1.0,9,0.11688311688311688,163.05662452244442,0.968739473707109
injected_anomaly,test,1,0.0,0.05,0,0.0,,
injected_anomaly,test,2,0.05,0.1,0,0.0,,
injected_anomaly,test,3,0.1,0.15,0,0.0,,
injected_anomaly,test,4,0.15,0.2,0,0.0,,
injected_anomaly,test,5,0.2,0.25,0,0.0,,
injected_anomaly,test,6,0.25,0.3,0,0.0,,
injected_anomaly,test,7,0.3,0.35,0,0.0,,
injected_anomaly,test,8,0.35,0.4,0,0.0,,
injected_anomaly,test,9,0.4,0.45,0,0.0,,
injected_anomaly,test,10,0.45,0.5,0,0.0,,
injected_anomaly,test,11,0.5,0.55,0,0.0,,
injected_anomaly,test,12,0.55,0.6,0,0.0,,
injected_anomaly,test,13,0.6,0.65,0,0.0,,
injected_anomaly,test,14,0.65,0.7,0,0.0,,
injected_anomaly,test,15,0.7,0.75,0,0.0,,
injected_anomaly,test,16,0.75,0.8,0,0.0,,
injected_anomaly,test,17,0.8,0.85,4,0.2222222222222222,2.9462879989651602,0.8214023141302645
injected_anomaly,test,18,0.85,0.9,9,0.5,7.035035953591542,0.8833290365703156
injected_anomaly,test,19,0.9,0.95,3,0.16666666666666666,99.2199432639732,0.930415602581386
injected_anomaly,test,20,0.95,1.0,2,0.1111111111111111,212.99303885474666,0.9854413876988686
injected_anomaly,validation,1,0.0,0.05,0,0.0,,
injected_anomaly,validation,2,0.05,0.1,0,0.0,,
injected_anomaly,validation,3,0.1,0.15,0,0.0,,
injected_anomaly,validation,4,0.15,0.2,0,0.0,,
injected_anomaly,validation,5,0.2,0.25,0,0.0,,
injected_anomaly,validation,6,0.25,0.3,0,0.0,,
injected_anomaly,validation,7,0.3,0.35,0,0.0,,
injected_anomaly,validation,8,0.35,0.4,0,0.0,,
injected_anomaly,validation,9,0.4,0.45,0,0.0,,
injected_anomaly,validation,10,0.45,0.5,0,0.0,,
injected_anomaly,validation,11,0.5,0.55,0,0.0,,
injected_anomaly,validation,12,0.55,0.6,0,0.0,,
injected_anomaly,validation,13,0.6,0.65,0,0.0,,
injected_anomaly,validation,14,0.65,0.7,0,0.0,,
injected_anomaly,validation,15,0.7,0.75,0,0.0,,
injected_anomaly,validation,16,0.75,0.8,0,0.0,,
injected_anomaly,validation,17,0.8,0.85,0,0.0,,
injected_anomaly,validation,18,0.85,0.9,1,1.0,4.915012583325849,0.8830039711082059
injected_anomaly,validation,19,0.9,0.95,0,0.0,,
injected_anomaly,validation,20,0.95,1.0,0,0.0,,
