rep_id,territory_id,country,city,sales_manager,sales_team,product_name,product_class,date,total_sales,target_attainment_pct,actual_incentive_paid,anomaly_score,anomaly_flag,model,top_anomaly_drivers,injected_anomaly_flag,anomaly_type,total_sales_all_rows,total_incentive_all_rows,flagged_observations,observations,flagged_observation_rate
REP_00006,TERR_UNITED_STATES_HOUSTON,United States,Houston,MGR_01,Team_Apex,Immunara,Immunology,2024-05-01,532.222914387906,36.203496771666934,982.1457417543048,0.9971160778658976,True,K-Means,Incentive variance below cluster center (79% of centroid distance; cluster-median difference -456.65) | Incentive variance percentage below cluster center (19% of centroid distance; cluster-median difference -0.41) | Incentive per call below cluster center (0% of centroid distance; cluster-median difference -376.40) | Incentive versus peer median below cluster center (0% of centroid distance; cluster-median difference -0.76) | Sales per call below cluster center (0% of centroid distance; cluster-median difference -215.57),True,duplicate_suspicious_activity_pattern,178752.4099405824,76642.59471835937,10,116,0.08620689655172414
REP_00024,TERR_INDIA_BENGALURU,India,Bengaluru,MGR_03,Team_Catalyst,Immunara,Immunology,2025-01-01,271.84268964647407,31.445711364055768,936.9475603619618,0.9966354241768806,True,K-Means,Incentive variance below cluster center (87% of centroid distance; cluster-median difference -441.65) | Incentive variance percentage below cluster center (9% of centroid distance; cluster-median difference -0.29) | Incentive-to-sales ratio above cluster center (1% of centroid distance; cluster-median difference 1.66) | Incentive per call above cluster center (0% of centroid distance; cluster-median difference 364.12) | Travel per customer below cluster center (0% of centroid distance; cluster-median difference -0.30),True,duplicate_suspicious_activity_pattern,281819.71809871454,99450.94359081751,5,130,0.038461538461538464
REP_00007,TERR_UNITED_KINGDOM_MANCHESTER,United Kingdom,Manchester,MGR_05,Team_Apex,Respira,Respiratory,2024-09-01,286.77752423913245,44.128721680567864,1711.2253687380148,0.996395097332372,True,K-Means,Incentive variance above cluster center (72% of centroid distance; cluster-median difference 281.44) | Incentive variance percentage above cluster center (11% of centroid distance; cluster-median difference 0.20) | Activity versus peer median above cluster center (5% of centroid distance; cluster-median difference 2.00) | Incentive-to-sales ratio above cluster center (5% of centroid distance; cluster-median difference 5.55) | Incentive versus peer median above cluster center (1% of centroid distance; cluster-median difference 1.52),True,high_incentive_low_target_attainment,184658.52912020386,102570.68829344997,8,119,0.06722689075630252
REP_00017,TERR_UNITED_KINGDOM_BIRMINGHAM,United Kingdom,Birmingham,MGR_06,Team_Bridge,Immunara,Immunology,2024-08-01,133.8680618968684,37.14133432692193,1101.8332274826582,0.9961547704878635,True,K-Means,"Incentive variance below cluster center (75% of centroid distance; cluster-median difference -389.20) | Incentive variance percentage below cluster center (20% of centroid distance; cluster-median difference -0.36) | Incentive-to-sales ratio above cluster center (1% of centroid distance; cluster-median difference 6.44) | Sales versus peer median below cluster center (0% of centroid distance; cluster-median difference -0.71) | Sales Per Product below cluster center (0% of centroid distance; cluster-median difference -1,175.05)",True,duplicate_suspicious_activity_pattern,149192.74903111657,90024.45602764236,10,108,0.09259259259259259
REP_00004,TERR_UNITED_STATES_HOUSTON,United States,Houston,MGR_01,Team_Apex,Neurocalm,Neurology,2025-02-01,718.2871531674367,59.0038043353649,1727.974140024708,0.9959144436433549,True,K-Means,"Incentive variance percentage below cluster center (75% of centroid distance; cluster-median difference -0.59) | Incentive variance below cluster center (21% of centroid distance; cluster-median difference -258.15) | Incentive per call above cluster center (1% of centroid distance; cluster-median difference 1,155.14) | Activity versus peer median below cluster center (1% of centroid distance; cluster-median difference -0.50) | Calls Per Customer below cluster center (0% of centroid distance; cluster-median difference -0.55)",True,duplicate_suspicious_activity_pattern,209134.04347277968,104948.54086286777,2,124,0.016129032258064516
REP_00014,TERR_INDIA_DELHI,India,Delhi,MGR_02,Team_Bridge,Cardiovex,Cardiovascular,2024-03-01,912.2780448414535,33.82151518191897,1015.9289578754834,0.9956741167988464,True,K-Means,Incentive variance below cluster center (84% of centroid distance; cluster-median difference -398.87) | Incentive variance percentage below cluster center (9% of centroid distance; cluster-median difference -0.27) | Activity versus peer median below cluster center (1% of centroid distance; cluster-median difference -0.67) | Activity efficiency above cluster center (1% of centroid distance; cluster-median difference 643.09) | Incentive per call above cluster center (1% of centroid distance; cluster-median difference 443.10),True,duplicate_suspicious_activity_pattern,267098.6575644564,85911.06051992784,3,125,0.024
REP_00011,TERR_BRAZIL_SAO_PAULO,Brazil,Sao Paulo,MGR_02,Team_Bridge,Oncora,Oncology,2025-04-01,1851.2612419249185,51.11979957938485,1444.5089945946559,0.9949531362653208,True,K-Means,Incentive variance percentage below cluster center (53% of centroid distance; cluster-median difference -0.46) | Incentive variance below cluster center (40% of centroid distance; cluster-median difference -285.45) | Incentive-to-sales ratio below cluster center (1% of centroid distance; cluster-median difference -1.01) | Incentive per call below cluster center (1% of centroid distance; cluster-median difference -392.27) | Customer coverage above cluster center (1% of centroid distance; cluster-median difference 19.28),True,high_incentive_low_target_attainment,269648.0463924858,91987.87137441602,7,122,0.05737704918032787
REP_00027,TERR_UNITED_STATES_NEW_YORK,United States,New York,MGR_07,Team_Catalyst,Renapro,Renal,2024-08-01,5136.12,164.0946041308331,2326.916982988045,0.9944724825763037,True,K-Means,"Incentive variance percentage below cluster center (51% of centroid distance; cluster-median difference -0.44) | Incentive variance above cluster center (34% of centroid distance; cluster-median difference 87.67) | Incentive-to-sales ratio below cluster center (2% of centroid distance; cluster-median difference -1.34) | Sales above cluster center (2% of centroid distance; cluster-median difference 4,223.84) | Target attainment above cluster center (1% of centroid distance; cluster-median difference 110.89)",True,large_manual_incentive_override,434526.45019904024,122329.5893795561,7,134,0.05223880597014925
REP_00034,TERR_UNITED_STATES_CHICAGO,United States,Chicago,MGR_08,Team_Delta,Dermasol,Dermatology,2024-06-01,394.2005805086653,33.35028354913013,1131.529226583531,0.9942321557317952,True,K-Means,Incentive variance below cluster center (82% of centroid distance; cluster-median difference -337.19) | Incentive variance percentage below cluster center (10% of centroid distance; cluster-median difference -0.25) | Incentive-to-sales ratio above cluster center (2% of centroid distance; cluster-median difference 1.08) | Incentive per customer below cluster center (1% of centroid distance; cluster-median difference -478.78) | Incentive per call below cluster center (1% of centroid distance; cluster-median difference -289.95),True,duplicate_suspicious_activity_pattern,172619.57372480087,75369.52555193653,4,110,0.03636363636363636
REP_00012,TERR_BRAZIL_SAO_PAULO,Brazil,Sao Paulo,MGR_02,Team_Bridge,Dermasol,Dermatology,2024-07-01,640.8728872355913,93.20186870033466,2535.346588084732,0.9939918288872867,True,K-Means,Incentive variance percentage below cluster center (53% of centroid distance; cluster-median difference -0.42) | Incentive variance above cluster center (39% of centroid distance; cluster-median difference 184.85) | Incentive-to-sales ratio above cluster center (2% of centroid distance; cluster-median difference 2.17) | Incentive per call above cluster center (1% of centroid distance; cluster-median difference 694.84) | Incentive versus peer median above cluster center (1% of centroid distance; cluster-median difference 1.36),True,duplicate_suspicious_activity_pattern,242585.718152493,96034.89713668142,6,114,0.05263157894736842
REP_00036,TERR_UNITED_STATES_CHICAGO,United States,Chicago,MGR_08,Team_Delta,Renapro,Renal,2024-12-01,25016.36684765357,4522.018334290699,1156.9559184989805,0.9935111751982696,True,K-Means,"Target attainment above cluster center (13% of centroid distance; cluster-median difference 4,377.45) | Sales versus peer median above cluster center (13% of centroid distance; cluster-median difference 42.81) | Sales growth above cluster center (11% of centroid distance; cluster-median difference 8.98) | Product concentration above cluster center (9% of centroid distance; cluster-median difference 0.33) | Sales per call above cluster center (7% of centroid distance; cluster-median difference 7,707.40)",True,sales_inconsistent_with_territory_opportunity,256866.03141275988,105382.39439910055,6,124,0.04838709677419355
REP_00002,TERR_INDIA_MUMBAI,India,Mumbai,MGR_01,Team_Apex,Neurocalm,Neurology,2024-07-01,36085.82889980668,3671.059723312823,563.5389934852085,0.992790194664744,True,K-Means,"Target attainment above cluster center (14% of centroid distance; cluster-median difference 3,526.49) | Sales versus peer median above cluster center (13% of centroid distance; cluster-median difference 14.18) | Sales growth above cluster center (12% of centroid distance; cluster-median difference 7.37) | Product concentration above cluster center (9% of centroid distance; cluster-median difference 0.31) | Sales per call above cluster center (8% of centroid distance; cluster-median difference 17,411.53)",True,sales_inconsistent_with_territory_opportunity,331441.8730430458,96034.26296247139,7,126,0.05555555555555555
REP_00018,TERR_UNITED_KINGDOM_BIRMINGHAM,United Kingdom,Birmingham,MGR_06,Team_Bridge,Dermasol,Dermatology,2024-05-01,163.4849477581241,51.86950888500771,1378.8237138761283,0.992309540975727,True,K-Means,Incentive variance below cluster center (47% of centroid distance; cluster-median difference -262.57) | Incentive variance percentage below cluster center (40% of centroid distance; cluster-median difference -0.35) | Incentive-to-sales ratio above cluster center (2% of centroid distance; cluster-median difference 6.65) | Incentive per call above cluster center (2% of centroid distance; cluster-median difference 805.99) | Incentive per customer above cluster center (1% of centroid distance; cluster-median difference 522.87),True,high_incentive_low_target_attainment,124293.21302572014,73896.5017040374,6,96,0.0625
REP_00020,TERR_BRAZIL_RIO_DE_JANEIRO,Brazil,Rio de Janeiro,MGR_03,Team_Catalyst,Cardiovex,Cardiovascular,2025-06-01,3389.94,84.4070715907324,1129.696237466605,0.9920692141312184,True,K-Means,Incentive variance below cluster center (65% of centroid distance; cluster-median difference -287.30) | Travel per customer above cluster center (15% of centroid distance; cluster-median difference 5.79) | Incentive-to-sales ratio below cluster center (4% of centroid distance; cluster-median difference -1.46) | Calls Per Customer above cluster center (2% of centroid distance; cluster-median difference 5.25) | Product concentration above cluster center (2% of centroid distance; cluster-median difference 0.14),True,low_coverage_high_incentive,144652.5737598803,69370.78233625102,5,112,0.044642857142857144
REP_00032,TERR_UNITED_KINGDOM_LONDON,United Kingdom,London,MGR_04,Team_Delta,Oncora,Oncology,2024-07-01,34374.71446583602,1824.0819879175106,890.4898151389299,0.9915885604422013,True,K-Means,"Target attainment above cluster center (15% of centroid distance; cluster-median difference 1,679.51) | Sales versus peer median above cluster center (14% of centroid distance; cluster-median difference 10.12) | Sales growth above cluster center (12% of centroid distance; cluster-median difference 8.98) | Product concentration above cluster center (10% of centroid distance; cluster-median difference 0.44) | Sales per call above cluster center (8% of centroid distance; cluster-median difference 7,962.29)",True,sales_inconsistent_with_territory_opportunity,271519.01648819825,85869.53548880154,6,121,0.049586776859504134
REP_00022,TERR_INDIA_BENGALURU,India,Bengaluru,MGR_03,Team_Catalyst,Immunara,Immunology,2025-05-01,39210.51229213467,2226.0526554664907,707.8965710120599,0.9913482335976929,True,K-Means,"Target attainment above cluster center (15% of centroid distance; cluster-median difference 2,081.48) | Sales versus peer median above cluster center (14% of centroid distance; cluster-median difference 21.71) | Sales growth above cluster center (13% of centroid distance; cluster-median difference 8.98) | Sales per call above cluster center (8% of centroid distance; cluster-median difference 9,171.24) | Rolling sales growth above cluster center (8% of centroid distance; cluster-median difference 9.30)",True,sales_inconsistent_with_territory_opportunity,322876.18224408117,105177.67708242004,7,129,0.05426356589147287
REP_00010,TERR_BRAZIL_SAO_PAULO,Brazil,Sao Paulo,MGR_02,Team_Bridge,Glycoban,Diabetes,2024-10-01,579.0635158791916,39.635190069783015,1107.0148833595904,0.9911079067531843,True,K-Means,Incentive variance below cluster center (92% of centroid distance; cluster-median difference -314.51) | Territory customer density above cluster center (1% of centroid distance; cluster-median difference 0.25) | Activity versus peer median below cluster center (1% of centroid distance; cluster-median difference -0.33) | Travel per customer below cluster center (0% of centroid distance; cluster-median difference -0.11) | Product concentration below cluster center (0% of centroid distance; cluster-median difference -0.04),True,high_incentive_weak_sales,197533.70304331882,69723.12500267368,7,114,0.06140350877192982
REP_00019,TERR_BRAZIL_RIO_DE_JANEIRO,Brazil,Rio de Janeiro,MGR_03,Team_Catalyst,Glycoban,Diabetes,2024-09-01,18602.24911408709,975.336542238685,716.2824998522028,0.9906272530641672,True,K-Means,"Target attainment above cluster center (16% of centroid distance; cluster-median difference 830.77) | Sales growth above cluster center (13% of centroid distance; cluster-median difference 8.98) | Sales versus peer median above cluster center (12% of centroid distance; cluster-median difference 2.98) | Product concentration above cluster center (10% of centroid distance; cluster-median difference 0.36) | Sales per call above cluster center (9% of centroid distance; cluster-median difference 3,089.06)",True,sales_inconsistent_with_territory_opportunity,207216.71738040165,103863.58366180492,5,119,0.04201680672268908
REP_00016,TERR_UNITED_KINGDOM_BIRMINGHAM,United Kingdom,Birmingham,MGR_06,Team_Bridge,Immunara,Immunology,2024-06-01,12217.398887565894,798.6822886100575,848.8790207392591,0.9896659456861331,True,K-Means,"Target attainment above cluster center (17% of centroid distance; cluster-median difference 654.11) | Sales versus peer median above cluster center (16% of centroid distance; cluster-median difference 5.07) | Sales per call above cluster center (9% of centroid distance; cluster-median difference 3,441.08) | Sales growth above cluster center (9% of centroid distance; cluster-median difference 5.63) | Rolling sales growth above cluster center (9% of centroid distance; cluster-median difference 6.18)",True,sales_inconsistent_with_territory_opportunity,136291.24062035864,75097.63233702903,4,112,0.03571428571428571
REP_00026,TERR_UNITED_STATES_NEW_YORK,United States,New York,MGR_07,Team_Catalyst,Immunara,Immunology,2025-05-01,2179.8500000000004,41.98957910104161,1435.4378095576794,0.988704638308099,True,K-Means,Incentive variance above cluster center (60% of centroid distance; cluster-median difference 466.27) | Incentive variance percentage above cluster center (20% of centroid distance; cluster-median difference 12.28) | Activity efficiency above cluster center (4% of centroid distance; cluster-median difference 820.74) | Incentive-to-sales ratio below cluster center (3% of centroid distance; cluster-median difference -1.13) | Sales per call above cluster center (2% of centroid distance; cluster-median difference 767.91),True,large_manual_incentive_override,275012.7936911343,74028.65980132614,4,118,0.03389830508474576
REP_00028,TERR_BRAZIL_BRASILIA,Brazil,Brasilia,MGR_04,Team_Delta,Glycoban,Diabetes,2024-05-01,1076.47,107.66523009570301,1984.6271812417194,0.9884643114635905,True,K-Means,Incentive variance above cluster center (62% of centroid distance; cluster-median difference 275.69) | Incentive variance percentage above cluster center (20% of centroid distance; cluster-median difference 0.23) | Travel per customer above cluster center (6% of centroid distance; cluster-median difference 1.62) | Calls Per Customer above cluster center (3% of centroid distance; cluster-median difference 1.25) | Incentive per call above cluster center (2% of centroid distance; cluster-median difference 419.48),True,low_coverage_high_incentive,117990.77241122889,77115.679563145,6,105,0.05714285714285714
REP_00001,TERR_INDIA_MUMBAI,India,Mumbai,MGR_01,Team_Apex,Neurocalm,Neurology,2024-03-01,1837.17,49.34196512455731,1315.4035456778627,0.9877433309300648,True,K-Means,Incentive variance above cluster center (63% of centroid distance; cluster-median difference 340.59) | Incentive variance percentage above cluster center (21% of centroid distance; cluster-median difference 10.37) | Incentive-to-sales ratio below cluster center (3% of centroid distance; cluster-median difference -1.07) | Rolling sales growth above cluster center (2% of centroid distance; cluster-median difference 1.93) | Sales per call above cluster center (1% of centroid distance; cluster-median difference 596.57),True,large_manual_incentive_override,230036.2389508338,67373.27489546975,8,115,0.06956521739130435
REP_00025,TERR_UNITED_STATES_NEW_YORK,United States,New York,MGR_07,Team_Catalyst,Renapro,Renal,2024-05-01,2265.42,155.5515784724085,2181.114877849684,0.9870223503965393,True,K-Means,Incentive variance above cluster center (63% of centroid distance; cluster-median difference 132.57) | Incentive variance percentage below cluster center (28% of centroid distance; cluster-median difference -0.29) | Incentive-to-sales ratio below cluster center (2% of centroid distance; cluster-median difference -0.83) | Target attainment above cluster center (2% of centroid distance; cluster-median difference 102.35) | Incentive versus peer median above cluster center (1% of centroid distance; cluster-median difference 1.27),True,large_manual_incentive_override,359785.3822437014,86077.48976732745,8,125,0.064
REP_00021,TERR_BRAZIL_RIO_DE_JANEIRO,Brazil,Rio de Janeiro,MGR_03,Team_Catalyst,Immunara,Immunology,2025-06-01,2973.36,79.13751155169177,1733.7300133933322,0.9848594087959625,True,K-Means,Incentive variance above cluster center (66% of centroid distance; cluster-median difference 308.66) | Incentive variance percentage above cluster center (22% of centroid distance; cluster-median difference 0.99) | Incentive-to-sales ratio below cluster center (4% of centroid distance; cluster-median difference -1.21) | Opportunity-adjusted sales above cluster center (1% of centroid distance; cluster-median difference 0.10) | Incentive per call below cluster center (1% of centroid distance; cluster-median difference -283.88),True,large_manual_incentive_override,123349.40670725722,64053.32830804117,3,100,0.03
REP_00008,TERR_UNITED_KINGDOM_MANCHESTER,United Kingdom,Manchester,MGR_05,Team_Apex,Glycoban,Diabetes,2024-08-01,877.3100000000001,31.562322037755592,1353.5768683015722,0.9826964671953857,True,K-Means,Incentive variance above cluster center (68% of centroid distance; cluster-median difference 415.20) | Incentive variance percentage above cluster center (22% of centroid distance; cluster-median difference 17.55) | Activity versus peer median below cluster center (2% of centroid distance; cluster-median difference -0.67) | Incentive per customer above cluster center (1% of centroid distance; cluster-median difference 497.62) | Workload below cluster center (1% of centroid distance; cluster-median difference -0.03),True,high_incentive_low_target_attainment,83644.02079090945,43754.229234881976,12,76,0.15789473684210525
REP_00015,TERR_INDIA_DELHI,India,Delhi,MGR_02,Team_Bridge,Renapro,Renal,2024-06-01,13902.70113402902,1859.3738728176934,1496.5918036403275,0.9776496034607065,True,K-Means,"Target attainment above cluster center (22% of centroid distance; cluster-median difference 1,714.80) | Sales versus peer median above cluster center (20% of centroid distance; cluster-median difference 17.00) | Sales per call above cluster center (12% of centroid distance; cluster-median difference 2,149.15) | Activity efficiency above cluster center (10% of centroid distance; cluster-median difference 1,472.34) | Rolling sales growth above cluster center (8% of centroid distance; cluster-median difference 3.40)",True,unusual_product_mix,296655.90867298236,89465.58962258704,6,129,0.046511627906976744
