Distributor,Customer,City,Country,Latitude,Longitude,Channel,Sub-channel,Product Name,Product Class,Quantity,Price,Sales,Month,Year,Sales Manager,Sales Team
DIST_06,CUST_11_028,Brasilia,Brazil,-15.817834462027713,-47.89950799623235,Hospital,Public Hospital,Respira,Respiratory,6,48.68,293.67,April,2024,MGR_04,Team_Delta
DIST_06,CUST_11_029,Brasilia,Brazil,-15.800669531709755,-47.87463295654201,Clinic,Specialist Clinic,Oncora,Oncology,2,192.51,382.54,April,2024,MGR_04,Team_Delta
DIST_06,CUST_11_030,Brasilia,Brazil,-15.769062125444453,-47.87569442322016,Hospital,Public Hospital,Renapro,Renal,9,107.47,948.79,April,2024,MGR_04,Team_Delta
DIST_06,CUST_11_033,Brasilia,Brazil,-15.808837051312645,-47.842186731354744,Clinic,Specialist Clinic,Renapro,Renal,5,121.88,626.41,April,2024,MGR_04,Team_Delta
DIST_06,CUST_11_036,Brasilia,Brazil,-15.833777887880727,-47.920424870498266,Clinic,Primary Care,Neurocalm,Neurology,9,94.17,850.96,April,2024,MGR_04,Team_Delta
DIST_06,CUST_11_039,Brasilia,Brazil,-15.75683359334072,-47.87010262313658,Retail,Pharmacy Chain,Glycoban,Diabetes,9,69.57,656.61,April,2024,MGR_04,Team_Delta
DIST_06,CUST_11_039,Brasilia,Brazil,-15.786871352510257,-47.9107089804768,Hospital,Private Hospital,Cardiovex,Cardiovascular,6,79.45,480.5,April,2024,MGR_04,Team_Delta
DIST_06,CUST_11_040,Brasilia,Brazil,-15.829513142336467,-47.845901922306595,Retail,Pharmacy Chain,Oncora,Oncology,3,225.2,668.14,April,2024,MGR_04,Team_Delta
DIST_06,CUST_11_041,Brasilia,Brazil,-15.77043722075491,-47.887591845405005,Clinic,Primary Care,Cardiovex,Cardiovascular,12,79.39,929.1,April,2024,MGR_04,Team_Delta
DIST_06,CUST_11_041,Brasilia,Brazil,-15.809803830645771,-47.8915941684505,Hospital,Public Hospital,Cardiovex,Cardiovascular,9,83.27,721.23,April,2024,MGR_04,Team_Delta
DIST_06,CUST_11_043,Brasilia,Brazil,-15.783945549710847,-47.908091189121286,Clinic,Primary Care,Renapro,Renal,5,107.5,563.88,April,2024,MGR_04,Team_Delta
DIST_06,CUST_11_043,Brasilia,Brazil,-15.837042396431313,-47.86057718286911,Retail,Pharmacy Chain,Renapro,Renal,13,144.05,1823.06,April,2024,MGR_04,Team_Delta
DIST_06,CUST_11_044,Brasilia,Brazil,-15.773202547753161,-47.875524119262465,Hospital,Private Hospital,Dermasol,Dermatology,10,43.88,454.95,April,2024,MGR_04,Team_Delta
DIST_06,CUST_11_044,Brasilia,Brazil,-15.791250795555372,-47.87662603465769,Hospital,Public Hospital,Cardiovex,Cardiovascular,8,78.97,625.42,April,2024,MGR_04,Team_Delta
DIST_05,CUST_10_001,Rio de Janeiro,Brazil,-22.8862133348608,-43.146871473493626,Clinic,Primary Care,Dermasol,Dermatology,10,38.48,380.41,April,2024,MGR_03,Team_Catalyst
DIST_05,CUST_10_003,Rio de Janeiro,Brazil,-22.859820943281076,-43.123385468457,Clinic,Primary Care,Cardiovex,Cardiovascular,7,85.11,589.53,April,2024,MGR_03,Team_Catalyst
DIST_05,CUST_10_005,Rio de Janeiro,Brazil,-22.897319249567882,-43.19121226073137,Retail,Independent Pharmacy,Cardiovex,Cardiovascular,9,80.7,723.16,April,2024,MGR_03,Team_Catalyst
DIST_05,CUST_10_005,Rio de Janeiro,Brazil,-22.919172142484776,-43.15111804024832,Retail,Independent Pharmacy,Glycoban,Diabetes,12,58.16,695.03,April,2024,MGR_03,Team_Catalyst
DIST_05,CUST_10_005,Rio de Janeiro,Brazil,-22.93620799916348,-43.17495163557151,Retail,Independent Pharmacy,Immunara,Immunology,7,129.36,895.98,April,2024,MGR_03,Team_Catalyst
DIST_05,CUST_10_006,Rio de Janeiro,Brazil,-22.86291157587323,-43.14907930883383,Hospital,Private Hospital,Oncora,Oncology,4,208.65,848.42,April,2024,MGR_03,Team_Catalyst
DIST_05,CUST_10_006,Rio de Janeiro,Brazil,-22.950333741580387,-43.17547735000351,Retail,Independent Pharmacy,Neurocalm,Neurology,7,96.3,674.42,April,2024,MGR_03,Team_Catalyst
DIST_05,CUST_10_006,Rio de Janeiro,Brazil,-22.95558855890949,-43.167529242121404,Retail,Pharmacy Chain,Glycoban,Diabetes,5,65.44,325.58,April,2024,MGR_03,Team_Catalyst
DIST_05,CUST_10_006,Rio de Janeiro,Brazil,-22.932079621858524,-43.15153719030649,Hospital,Private Hospital,Immunara,Immunology,4,152.06,604.04,April,2024,MGR_03,Team_Catalyst
DIST_05,CUST_10_008,Rio de Janeiro,Brazil,-22.89232653177206,-43.189129569701585,Hospital,Private Hospital,Dermasol,Dermatology,9,39.93,369.42,April,2024,MGR_03,Team_Catalyst
DIST_05,CUST_10_009,Rio de Janeiro,Brazil,-22.883076621835304,-43.12743256151667,Hospital,Public Hospital,Glycoban,Diabetes,10,64.03,630.44,April,2024,MGR_03,Team_Catalyst
DIST_05,CUST_10_010,Rio de Janeiro,Brazil,-22.867918836314374,-43.17689915601817,Hospital,Private Hospital,Renapro,Renal,9,109.83,966.38,April,2024,MGR_03,Team_Catalyst
DIST_05,CUST_10_011,Rio de Janeiro,Brazil,-22.914120493125996,-43.18328290338379,Retail,Independent Pharmacy,Immunara,Immunology,9,172.96,1565.33,April,2024,MGR_03,Team_Catalyst
DIST_05,CUST_10_012,Rio de Janeiro,Brazil,-22.870432436432125,-43.14724578698538,Hospital,Private Hospital,Renapro,Renal,10,118.69,1183.88,April,2024,MGR_03,Team_Catalyst
DIST_05,CUST_10_013,Rio de Janeiro,Brazil,-22.9078074715786,-43.186507264889585,Clinic,Specialist Clinic,Immunara,Immunology,5,159.69,785.36,April,2024,MGR_03,Team_Catalyst
DIST_05,CUST_10_013,Rio de Janeiro,Brazil,-22.922754969662893,-43.17689929118692,Retail,Pharmacy Chain,Immunara,Immunology,6,162.47,980.26,April,2024,MGR_03,Team_Catalyst
DIST_05,CUST_10_013,Rio de Janeiro,Brazil,-22.883695290959224,-43.17358994298796,Hospital,Private Hospital,Cardiovex,Cardiovascular,7,89.55,588.44,April,2024,MGR_03,Team_Catalyst
DIST_05,CUST_10_014,Rio de Janeiro,Brazil,-22.884999633721332,-43.18542214314742,Hospital,Private Hospital,Dermasol,Dermatology,11,42.4,483.72,April,2024,MGR_03,Team_Catalyst
DIST_05,CUST_10_014,Rio de Janeiro,Brazil,-22.912278005543158,-43.13769527442301,Retail,Pharmacy Chain,Oncora,Oncology,7,219.87,1509.68,April,2024,MGR_03,Team_Catalyst
DIST_05,CUST_10_014,Rio de Janeiro,Brazil,-22.901095473958208,-43.154072790902724,Hospital,Public Hospital,Immunara,Immunology,15,162.11,2508.53,April,2024,MGR_03,Team_Catalyst
DIST_05,CUST_10_015,Rio de Janeiro,Brazil,-22.901539376793327,-43.206235739844956,Hospital,Private Hospital,Cardiovex,Cardiovascular,8,82.93,663.04,April,2024,MGR_03,Team_Catalyst
DIST_05,CUST_10_018,Rio de Janeiro,Brazil,-22.931002847466974,-43.16859252762481,Retail,Pharmacy Chain,Respira,Respiratory,10,48.73,498.27,April,2024,MGR_03,Team_Catalyst
DIST_05,CUST_10_019,Rio de Janeiro,Brazil,-22.9286264698371,-43.19367953926338,Retail,Independent Pharmacy,Neurocalm,Neurology,8,103.12,822.39,April,2024,MGR_03,Team_Catalyst
DIST_05,CUST_10_024,Rio de Janeiro,Brazil,-22.911777925872503,-43.16422027233565,Hospital,Public Hospital,Glycoban,Diabetes,9,69.02,634.5,April,2024,MGR_03,Team_Catalyst
DIST_05,CUST_10_029,Rio de Janeiro,Brazil,-22.906827388836323,-43.176335079219314,Hospital,Private Hospital,Respira,Respiratory,3,44.16,133.84,April,2024,MGR_03,Team_Catalyst
DIST_05,CUST_10_032,Rio de Janeiro,Brazil,-22.894846041237493,-43.16437989876563,Retail,Independent Pharmacy,Neurocalm,Neurology,7,82.18,564.7,April,2024,MGR_03,Team_Catalyst
DIST_05,CUST_10_035,Rio de Janeiro,Brazil,-22.910805821105768,-43.14557361749163,Hospital,Private Hospital,Immunara,Immunology,4,151.0,582.73,April,2024,MGR_03,Team_Catalyst
DIST_05,CUST_10_037,Rio de Janeiro,Brazil,-22.899448592144203,-43.19682351176898,Hospital,Public Hospital,Respira,Respiratory,10,54.83,545.87,April,2024,MGR_03,Team_Catalyst
DIST_05,CUST_10_038,Rio de Janeiro,Brazil,-22.86391273568155,-43.146770214260826,Retail,Pharmacy Chain,Dermasol,Dermatology,4,38.34,155.81,April,2024,MGR_03,Team_Catalyst
DIST_05,CUST_10_039,Rio de Janeiro,Brazil,-22.873168666358808,-43.132573592270205,Retail,Pharmacy Chain,Cardiovex,Cardiovascular,7,89.5,651.88,April,2024,MGR_03,Team_Catalyst
DIST_05,CUST_10_042,Rio de Janeiro,Brazil,-22.857220200251348,-43.21112230973891,Hospital,Private Hospital,Neurocalm,Neurology,12,99.3,1204.17,April,2024,MGR_03,Team_Catalyst
DIST_05,CUST_10_042,Rio de Janeiro,Brazil,-22.91009459768943,-43.135607739561415,Hospital,Public Hospital,Dermasol,Dermatology,8,35.81,277.58,April,2024,MGR_03,Team_Catalyst
DIST_04,CUST_09_001,Sao Paulo,Brazil,-23.551506665946015,-46.678912748925285,Clinic,Primary Care,Cardiovex,Cardiovascular,10,85.8,854.09,April,2024,MGR_02,Team_Bridge
DIST_04,CUST_09_001,Sao Paulo,Brazil,-23.547239469320488,-46.64995136049489,Retail,Pharmacy Chain,Immunara,Immunology,9,153.1,1361.27,April,2024,MGR_02,Team_Bridge
DIST_04,CUST_09_002,Sao Paulo,Brazil,-23.5773866284276,-46.63197114762381,Retail,Independent Pharmacy,Neurocalm,Neurology,9,89.51,837.9,April,2024,MGR_02,Team_Bridge
DIST_04,CUST_09_002,Sao Paulo,Brazil,-23.57317840000963,-46.63416139771199,Retail,Pharmacy Chain,Glycoban,Diabetes,12,65.91,802.15,April,2024,MGR_02,Team_Bridge
DIST_04,CUST_09_003,Sao Paulo,Brazil,-23.537480437421312,-46.60887344904911,Retail,Pharmacy Chain,Neurocalm,Neurology,7,98.1,684.16,April,2024,MGR_02,Team_Bridge
DIST_04,CUST_09_005,Sao Paulo,Brazil,-23.54830116780329,-46.64023359760872,Hospital,Public Hospital,Renapro,Renal,8,141.99,1156.62,April,2024,MGR_02,Team_Bridge
DIST_04,CUST_09_005,Sao Paulo,Brazil,-23.541505884006046,-46.639097114697115,Hospital,Private Hospital,Respira,Respiratory,7,42.09,311.03,April,2024,MGR_02,Team_Bridge
DIST_04,CUST_09_006,Sao Paulo,Brazil,-23.53243739816511,-46.63896911071469,Clinic,Primary Care,Glycoban,Diabetes,15,65.89,910.92,April,2024,MGR_02,Team_Bridge
DIST_04,CUST_09_007,Sao Paulo,Brazil,-23.573184638724165,-46.65928261616992,Hospital,Public Hospital,Glycoban,Diabetes,13,59.47,773.24,April,2024,MGR_02,Team_Bridge
DIST_04,CUST_09_008,Sao Paulo,Brazil,-23.530967733079784,-46.63947685054153,Hospital,Private Hospital,Respira,Respiratory,10,49.29,498.4,April,2024,MGR_02,Team_Bridge
DIST_04,CUST_09_010,Sao Paulo,Brazil,-23.558289791347278,-46.63108576993658,Hospital,Private Hospital,Respira,Respiratory,14,46.1,656.72,April,2024,MGR_02,Team_Bridge
DIST_04,CUST_09_011,Sao Paulo,Brazil,-23.548577981540532,-46.65760835305299,Hospital,Public Hospital,Immunara,Immunology,7,157.18,1063.38,April,2024,MGR_02,Team_Bridge
DIST_04,CUST_09_011,Sao Paulo,Brazil,-23.573644928054428,-46.586728769925536,Hospital,Public Hospital,Dermasol,Dermatology,6,37.96,227.38,April,2024,MGR_02,Team_Bridge
DIST_04,CUST_09_012,Sao Paulo,Brazil,-23.555050337747172,-46.64393025327064,Hospital,Public Hospital,Glycoban,Diabetes,13,59.25,766.14,April,2024,MGR_02,Team_Bridge
DIST_04,CUST_09_012,Sao Paulo,Brazil,-23.548972096524807,-46.63401893922822,Hospital,Public Hospital,Oncora,Oncology,6,213.24,1224.55,April,2024,MGR_02,Team_Bridge
DIST_04,CUST_09_012,Sao Paulo,Brazil,-23.533887512650626,-46.61033216148707,Retail,Independent Pharmacy,Dermasol,Dermatology,17,38.41,651.5,April,2024,MGR_02,Team_Bridge
DIST_04,CUST_09_013,Sao Paulo,Brazil,-23.549748357263127,-46.639777565093326,Clinic,Specialist Clinic,Cardiovex,Cardiovascular,8,80.2,643.79,April,2024,MGR_02,Team_Bridge
DIST_04,CUST_09_013,Sao Paulo,Brazil,-23.564657429737494,-46.62936671904773,Clinic,Primary Care,Renapro,Renal,12,120.8,1417.57,April,2024,MGR_02,Team_Bridge
DIST_04,CUST_09_013,Sao Paulo,Brazil,-23.502024213222303,-46.62306359294564,Retail,Independent Pharmacy,Dermasol,Dermatology,12,35.56,433.35,April,2024,MGR_02,Team_Bridge
DIST_04,CUST_09_013,Sao Paulo,Brazil,-23.529254849315244,-46.655039425667624,Clinic,Primary Care,Cardiovex,Cardiovascular,6,77.46,470.11,April,2024,MGR_02,Team_Bridge
DIST_04,CUST_09_016,Sao Paulo,Brazil,-23.53456977659607,-46.667039319366715,Retail,Pharmacy Chain,Respira,Respiratory,12,47.53,577.14,April,2024,MGR_02,Team_Bridge
DIST_04,CUST_09_019,Sao Paulo,Brazil,-23.50208101525983,-46.67214052201416,Retail,Pharmacy Chain,Dermasol,Dermatology,10,38.06,371.97,April,2024,MGR_02,Team_Bridge
DIST_04,CUST_09_020,Sao Paulo,Brazil,-23.53750179955002,-46.65028127833383,Hospital,Private Hospital,Renapro,Renal,5,132.57,652.0,April,2024,MGR_02,Team_Bridge
DIST_04,CUST_09_020,Sao Paulo,Brazil,-23.57361465838714,-46.65494561344091,Clinic,Primary Care,Oncora,Oncology,5,221.45,1064.17,April,2024,MGR_02,Team_Bridge
DIST_04,CUST_09_023,Sao Paulo,Brazil,-23.542795237371845,-46.645543961127814,Clinic,Primary Care,Renapro,Renal,14,120.54,1712.17,April,2024,MGR_02,Team_Bridge
DIST_04,CUST_09_023,Sao Paulo,Brazil,-23.553221075994824,-46.648432571031975,Hospital,Private Hospital,Respira,Respiratory,4,48.61,186.16,April,2024,MGR_02,Team_Bridge
DIST_04,CUST_09_023,Sao Paulo,Brazil,-23.588543431199227,-46.60919960188747,Clinic,Specialist Clinic,Renapro,Renal,7,112.07,808.78,April,2024,MGR_02,Team_Bridge
DIST_04,CUST_09_024,Sao Paulo,Brazil,-23.521403439102098,-46.586906158243664,Clinic,Specialist Clinic,Cardiovex,Cardiovascular,12,85.76,1046.55,April,2024,MGR_02,Team_Bridge
DIST_04,CUST_09_025,Sao Paulo,Brazil,-23.558200431217184,-46.615359227690305,Clinic,Primary Care,Glycoban,Diabetes,9,61.9,544.92,April,2024,MGR_02,Team_Bridge
DIST_04,CUST_09_025,Sao Paulo,Brazil,-23.53687658574369,-46.63046063621552,Hospital,Public Hospital,Renapro,Renal,10,115.88,1148.71,April,2024,MGR_02,Team_Bridge
DIST_04,CUST_09_028,Sao Paulo,Brazil,-23.540739517091534,-46.634849702993364,Hospital,Private Hospital,Renapro,Renal,14,146.23,2096.49,April,2024,MGR_02,Team_Bridge
DIST_04,CUST_09_029,Sao Paulo,Brazil,-23.576060631554284,-46.60875553083337,Retail,Independent Pharmacy,Glycoban,Diabetes,7,66.7,466.05,April,2024,MGR_02,Team_Bridge
DIST_04,CUST_09_029,Sao Paulo,Brazil,-23.526650041708283,-46.62435424783593,Retail,Pharmacy Chain,Glycoban,Diabetes,7,62.78,441.32,April,2024,MGR_02,Team_Bridge
DIST_04,CUST_09_031,Sao Paulo,Brazil,-23.582487072533276,-46.59416333554314,Hospital,Public Hospital,Respira,Respiratory,8,46.28,358.26,April,2024,MGR_02,Team_Bridge
DIST_04,CUST_09_032,Sao Paulo,Brazil,-23.535782287151722,-46.62650383292354,Hospital,Public Hospital,Respira,Respiratory,6,50.91,307.61,April,2024,MGR_02,Team_Bridge
DIST_04,CUST_09_033,Sao Paulo,Brazil,-23.509868482962347,-46.623296342244345,Clinic,Primary Care,Renapro,Renal,14,126.35,1761.16,April,2024,MGR_02,Team_Bridge
DIST_04,CUST_09_033,Sao Paulo,Brazil,-23.554980153463948,-46.633900859527614,Hospital,Private Hospital,Dermasol,Dermatology,10,33.29,318.19,April,2024,MGR_02,Team_Bridge
DIST_04,CUST_09_036,Sao Paulo,Brazil,-23.59724333281466,-46.658298771326336,Retail,Pharmacy Chain,Renapro,Renal,6,121.82,723.26,April,2024,MGR_02,Team_Bridge
DIST_04,CUST_09_036,Sao Paulo,Brazil,-23.554086001502238,-46.58569600344179,Retail,Pharmacy Chain,Dermasol,Dermatology,17,38.51,663.43,April,2024,MGR_02,Team_Bridge
DIST_04,CUST_09_041,Sao Paulo,Brazil,-23.547351211675483,-46.64864287324242,Hospital,Private Hospital,Dermasol,Dermatology,8,34.52,285.69,April,2024,MGR_02,Team_Bridge
DIST_04,CUST_09_042,Sao Paulo,Brazil,-23.56611234621744,-46.634230266959904,Clinic,Specialist Clinic,Neurocalm,Neurology,6,91.86,528.08,April,2024,MGR_02,Team_Bridge
DIST_04,CUST_09_042,Sao Paulo,Brazil,-23.52149910299419,-46.63762489114539,Clinic,Specialist Clinic,Cardiovex,Cardiovascular,12,77.0,907.77,April,2024,MGR_02,Team_Bridge
DIST_04,CUST_09_042,Sao Paulo,Brazil,-23.516636200988696,-46.615340556633534,Clinic,Specialist Clinic,Renapro,Renal,7,121.54,817.78,April,2024,MGR_02,Team_Bridge
DIST_04,CUST_09_043,Sao Paulo,Brazil,-23.545561923207792,-46.66842923183685,Hospital,Private Hospital,Glycoban,Diabetes,13,70.91,951.06,April,2024,MGR_02,Team_Bridge
DIST_04,CUST_09_045,Sao Paulo,Brazil,-23.583678767328543,-46.63265941572185,Retail,Independent Pharmacy,Dermasol,Dermatology,11,33.68,366.44,April,2024,MGR_02,Team_Bridge
DIST_03,CUST_02_001,Bengaluru,India,12.938297819978652,77.56846278043182,Clinic,Specialist Clinic,Neurocalm,Neurology,7,102.75,708.42,April,2024,MGR_03,Team_Catalyst
DIST_03,CUST_02_002,Bengaluru,India,12.970260778029452,77.57641267420009,Hospital,Private Hospital,Cardiovex,Cardiovascular,16,80.21,1292.28,April,2024,MGR_03,Team_Catalyst
DIST_03,CUST_02_005,Bengaluru,India,12.94804059863234,77.60714959298838,Clinic,Primary Care,Immunara,Immunology,10,160.07,1572.19,April,2024,MGR_03,Team_Catalyst
DIST_03,CUST_02_005,Bengaluru,India,12.991902708382899,77.56001674986194,Hospital,Public Hospital,Glycoban,Diabetes,5,61.32,319.78,April,2024,MGR_03,Team_Catalyst
DIST_03,CUST_02_006,Bengaluru,India,12.957733604303789,77.58184723610064,Retail,Pharmacy Chain,Respira,Respiratory,8,50.4,393.83,April,2024,MGR_03,Team_Catalyst
DIST_03,CUST_02_007,Bengaluru,India,12.947381461406268,77.58755643669205,Clinic,Specialist Clinic,Cardiovex,Cardiovascular,10,83.84,808.83,April,2024,MGR_03,Team_Catalyst
DIST_03,CUST_02_008,Bengaluru,India,13.023159489156548,77.60081699899759,Hospital,Public Hospital,Oncora,Oncology,7,193.02,1357.08,April,2024,MGR_03,Team_Catalyst
DIST_03,CUST_02_008,Bengaluru,India,12.916842166827704,77.6303461466251,Hospital,Private Hospital,Respira,Respiratory,9,41.99,360.67,April,2024,MGR_03,Team_Catalyst
DIST_03,CUST_02_009,Bengaluru,India,13.00777414979557,77.61082513650229,Hospital,Private Hospital,Dermasol,Dermatology,10,35.83,370.98,April,2024,MGR_03,Team_Catalyst
DIST_03,CUST_02_009,Bengaluru,India,12.946799194464488,77.61458218152751,Retail,Pharmacy Chain,Dermasol,Dermatology,11,44.43,499.95,April,2024,MGR_03,Team_Catalyst
DIST_03,CUST_02_010,Bengaluru,India,12.967970210124962,77.55831762128935,Hospital,Private Hospital,Renapro,Renal,17,127.29,2133.32,April,2024,MGR_03,Team_Catalyst
DIST_03,CUST_02_010,Bengaluru,India,12.931633677507405,77.62547789127612,Clinic,Specialist Clinic,Glycoban,Diabetes,12,51.72,632.15,April,2024,MGR_03,Team_Catalyst
DIST_03,CUST_02_011,Bengaluru,India,12.942936807336316,77.59679273674485,Clinic,Specialist Clinic,Dermasol,Dermatology,9,36.4,327.21,April,2024,MGR_03,Team_Catalyst
DIST_03,CUST_02_013,Bengaluru,India,12.98852405789956,77.6062585967664,Clinic,Specialist Clinic,Cardiovex,Cardiovascular,8,71.48,576.2,April,2024,MGR_03,Team_Catalyst
DIST_03,CUST_02_015,Bengaluru,India,12.978505586130327,77.60365107656406,Hospital,Public Hospital,Immunara,Immunology,8,139.82,1133.15,April,2024,MGR_03,Team_Catalyst
DIST_03,CUST_02_016,Bengaluru,India,12.984407301242799,77.6199879847831,Clinic,Primary Care,Renapro,Renal,11,121.33,1336.65,April,2024,MGR_03,Team_Catalyst
DIST_03,CUST_02_019,Bengaluru,India,12.953417063095692,77.67886930427373,Clinic,Primary Care,Immunara,Immunology,6,146.91,945.54,April,2024,MGR_03,Team_Catalyst
DIST_03,CUST_02_020,Bengaluru,India,12.981800084070256,77.61576858606954,Retail,Pharmacy Chain,Cardiovex,Cardiovascular,13,80.41,1063.54,April,2024,MGR_03,Team_Catalyst
DIST_03,CUST_02_022,Bengaluru,India,12.933972853958657,77.5910135211452,Retail,Independent Pharmacy,Neurocalm,Neurology,15,101.92,1559.72,April,2024,MGR_03,Team_Catalyst
DIST_03,CUST_02_024,Bengaluru,India,12.961217191332846,77.56153122255715,Hospital,Private Hospital,Renapro,Renal,8,114.25,913.17,April,2024,MGR_03,Team_Catalyst
DIST_03,CUST_02_028,Bengaluru,India,12.956055456025517,77.58817995730827,Hospital,Public Hospital,Glycoban,Diabetes,17,67.05,1132.78,April,2024,MGR_03,Team_Catalyst
DIST_03,CUST_02_029,Bengaluru,India,12.972734217851961,77.5474142200382,Retail,Independent Pharmacy,Respira,Respiratory,8,45.51,367.23,April,2024,MGR_03,Team_Catalyst
DIST_03,CUST_02_031,Bengaluru,India,12.962419782717513,77.61206051939728,Retail,Independent Pharmacy,Dermasol,Dermatology,14,38.24,520.95,April,2024,MGR_03,Team_Catalyst
DIST_03,CUST_02_033,Bengaluru,India,13.002533647777312,77.56975626376959,Retail,Pharmacy Chain,Cardiovex,Cardiovascular,15,83.97,1249.26,April,2024,MGR_03,Team_Catalyst
DIST_03,CUST_02_034,Bengaluru,India,12.92208903875786,77.62407890526671,Hospital,Public Hospital,Glycoban,Diabetes,9,60.64,523.38,April,2024,MGR_03,Team_Catalyst
DIST_03,CUST_02_035,Bengaluru,India,12.944441376229593,77.6249488226613,Hospital,Private Hospital,Glycoban,Diabetes,11,63.16,683.92,April,2024,MGR_03,Team_Catalyst
DIST_03,CUST_02_037,Bengaluru,India,12.969827148597455,77.58089752665711,Clinic,Primary Care,Glycoban,Diabetes,12,69.61,806.16,April,2024,MGR_03,Team_Catalyst
DIST_03,CUST_02_037,Bengaluru,India,12.991376317450547,77.5798626119163,Retail,Pharmacy Chain,Respira,Respiratory,5,52.42,263.62,April,2024,MGR_03,Team_Catalyst
DIST_03,CUST_02_039,Bengaluru,India,12.986516883011875,77.62189442252075,Retail,Pharmacy Chain,Glycoban,Diabetes,11,61.68,661.53,April,2024,MGR_03,Team_Catalyst
DIST_03,CUST_02_039,Bengaluru,India,12.987546655665973,77.60612336321314,Clinic,Primary Care,Glycoban,Diabetes,13,60.32,804.82,April,2024,MGR_03,Team_Catalyst
DIST_03,CUST_02_039,Bengaluru,India,13.00708362248311,77.60842529402599,Clinic,Specialist Clinic,Respira,Respiratory,10,49.9,511.98,April,2024,MGR_03,Team_Catalyst
DIST_03,CUST_02_039,Bengaluru,India,12.988004303557076,77.57844881513175,Clinic,Specialist Clinic,Oncora,Oncology,5,212.58,1038.27,April,2024,MGR_03,Team_Catalyst
DIST_03,CUST_02_041,Bengaluru,India,12.968637973077568,77.62189425806541,Retail,Independent Pharmacy,Dermasol,Dermatology,8,40.7,324.83,April,2024,MGR_03,Team_Catalyst
DIST_03,CUST_02_041,Bengaluru,India,12.974543520659825,77.58817988294821,Hospital,Public Hospital,Cardiovex,Cardiovascular,11,75.03,822.84,April,2024,MGR_03,Team_Catalyst
DIST_03,CUST_02_042,Bengaluru,India,12.960116783875115,77.59918533939654,Clinic,Specialist Clinic,Dermasol,Dermatology,13,39.83,521.23,April,2024,MGR_03,Team_Catalyst
DIST_03,CUST_02_043,Bengaluru,India,12.983950976755395,77.60332400752166,Retail,Independent Pharmacy,Dermasol,Dermatology,12,32.41,401.54,April,2024,MGR_03,Team_Catalyst
DIST_03,CUST_02_044,Bengaluru,India,12.998634997603759,77.63908375275679,Clinic,Primary Care,Neurocalm,Neurology,7,97.24,687.96,April,2024,MGR_03,Team_Catalyst
DIST_03,CUST_02_045,Bengaluru,India,12.979346620377635,77.61629153836617,Hospital,Private Hospital,Neurocalm,Neurology,5,98.69,494.63,April,2024,MGR_03,Team_Catalyst
DIST_03,CUST_02_045,Bengaluru,India,12.984975287501781,77.60659289299971,Retail,Independent Pharmacy,Dermasol,Dermatology,11,40.44,455.69,April,2024,MGR_03,Team_Catalyst
